代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
600516	方大炭素	4.84	3324132864	25.56	24.38	0	1324229	-0.26	24.15	25.95	23.80	--  	0.09	8.82	1.18	矿物制品	--  	-0.000	
600585	海螺水泥	5.20	3287493376	31.56	30.00	0	1060536	0.35	30.00	31.91	30.00	--  	1.67	6.37	1.56	水泥	--  	-0.000	
600048	保利地产	10.02	3055593984	12.85	11.68	0	2477453	0.00	11.80	12.85	11.68	--  	2.70	10.02	1.17	全国地产	--  	0.000	
000717	韶钢松山	4.92	2293720832	10.45	9.96	0	2238642	0.10	10.05	10.67	9.93	--  	0.35	7.43	0.49	普钢	--  	-0.000	
600019	宝钢股份	3.29	2215771904	9.42	9.12	0	2369614	0.21	9.10	9.49	9.10	--  	2.30	4.28	0.30	普钢	--  	0.000	
603993	洛阳钼业	2.64	2027074816	7.01	6.83	0	2887184	0.14	6.83	7.15	6.78	--  	0.40	5.42	0.18	小金属	--  	0.000	
600111	北方稀土	2.26	1806601088	14.49	14.17	0	1257613	-0.20	14.10	14.74	14.00	--  	0.07	5.22	0.32	小金属	--  	-0.000	
600581	八一钢铁	2.25	1611195392	16.79	16.42	0	965955	0.00	16.48	17.24	16.26	--  	0.09	5.97	0.37	普钢	--  	0.000	
601225	陕西煤业	1.17	1557312896	8.64	8.54	0	1811508	0.00	8.53	8.73	8.40	--  	1.29	3.86	0.10	煤炭开采	--  	0.000	
000807	云铝股份	3.59	1511294848	9.52	9.19	0	1601553	0.21	9.08	9.83	9.06	--  	0.19	8.38	0.33	铝	--  	0.000	
600801	华新水泥	7.67	1473706496	16.28	15.12	0	927903	0.06	15.17	16.58	15.01	--  	0.66	10.38	1.16	水泥	--  	0.000	
600362	江西铜业	5.21	1449315328	18.39	17.48	0	791819	-0.04	17.36	18.72	17.36	--  	0.86	7.78	0.91	铜	--  	-0.000	
601899	紫金矿业	2.86	1391285504	3.95	3.84	0	3540855	0.00	3.80	3.98	3.79	--  	1.56	4.95	0.11	黄金	--  	0.000	
600171	上海贝岭	1.07	1325879808	15.14	14.98	0	879374	0.73	14.98	15.48	14.66	--  	0.13	5.47	0.16	半导体	--  	0.000	
02388	中银香港	4.57	1274157952	38.900	37.200	500	33283020	0.13	37.750	39.050	37.500	--  	1.65	4.17	1.700	银行	--  	38.900	
600282	南钢股份	3.33	1273255936	5.58	5.40	0	2303553	0.00	5.37	5.72	5.32	--  	1.14	7.41	0.18	普钢	--  	-0.000	
601233	桐昆股份	4.34	1268862080	21.88	20.97	0	580976	1.53	21.28	22.94	21.25	--  	1.34	8.06	0.91	化纤	--  	-0.000	
601636	旗滨集团	3.88	1211535104	6.16	5.93	0	1979053	0.16	5.95	6.27	5.93	--  	2.53	5.73	0.23	玻璃	--  	-0.000	
600507	方大特钢	4.72	1189025664	15.98	15.26	0	751341	-0.05	15.04	16.42	15.03	--  	1.65	9.11	0.72	特种钢	--  	-0.000	
000488	晨鸣纸业	7.84	1172148096	17.88	16.58	0	672865	-0.21	16.51	18.20	16.50	--  	3.62	10.25	1.30	造纸	--  	-0.000	
600569	安阳钢铁	9.98	1153584256	5.18	4.71	0	2297929	0.00	4.70	5.18	4.65	--  	0.42	11.25	0.47	普钢	--  	-0.000	
600549	厦门钨业	7.89	1117385472	26.13	24.22	0	440789	0.08	24.22	26.50	24.10	--  	0.82	9.91	1.91	小金属	--  	-0.000	
000786	北新建材	6.00	1114171392	24.57	23.18	0	461964	0.33	23.18	24.68	23.01	--  	0.78	7.20	1.39	其他建材	--  	-0.000	
