代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
601899	紫金矿业	-3.88	1306758016	3.72	3.87	0	3477770	0.00	3.85	3.86	3.70	--  	1.52	4.13	-0.15	黄金	--  	0.000	
002465	海格通信	-3.20	637328832	10.90	11.26	0	586756	1.30	11.15	11.15	10.66	--  	0.82	4.35	-0.36	通信设备	--  	-0.000	
00285	比亚迪电子	-6.24	471422816	20.300	21.650	500	22738744	0.50	21.650	21.950	20.200	--  	0.00	8.08	-1.350	信息器材	--  	20.300	
02600	中国铝业	-5.51	410527776	6.350	6.720	2000	63527536	0.79	6.800	6.850	6.270	--  	0.00	8.63	-0.370	一般金属	--  	6.350	
600373	中文传媒	-4.39	376799264	20.26	21.19	0	183631	0.10	20.90	21.00	20.14	--  	0.57	4.06	-0.93	出版业	--  	0.000	
603660	苏州科达	-10.00	345207872	41.06	45.62	0	81585	0.00	44.00	44.25	41.06	--  	0.16	6.99	-4.56	通信设备	--  	0.000	
600926	杭州银行	0.77	317159552	13.09	12.99	0	244317	-0.07	12.80	13.27	12.71	--  	1.65	4.31	0.10	银行	--  	0.000	
600348	阳泉煤业	-3.62	253497424	7.46	7.74	0	335764	-0.12	7.67	7.71	7.42	--  	1.54	3.75	-0.28	煤炭开采	--  	0.000	
00960	龙湖地产	-4.63	238369328	18.540	19.440	500	12746475	0.87	19.620	19.680	18.220	--  	1.24	7.51	-0.900	地产	--  	18.540	
03669	永达汽车	-7.56	231255216	9.910	10.720	500	22847992	-0.10	10.760	10.840	9.880	19993350	0.00	8.96	-0.810	汽车	1968000	9.910	
300064	豫金刚石	2.54	219407184	13.33	13.00	0	168941	0.00	13.00	13.33	12.66	--  	0.11	5.15	0.33	矿物制品	--  	-0.000	
01728	正通汽车	-8.98	209087712	7.600	8.350	500	26455052	0.00	8.500	8.500	7.570	--  	0.00	11.14	-0.750	汽车	--  	7.600	
02777	富力地产	-2.02	198046256	17.440	17.800	400	11282488	0.46	17.860	18.180	17.340	--  	2.18	4.72	-0.360	地产	--  	17.440	
600335	国机汽车	-5.32	181968752	12.27	12.96	0	145777	-0.48	12.90	12.92	12.25	--  	1.17	5.17	-0.69	汽车配件	--  	0.000	
000726	鲁 泰Ａ	-4.02	181717360	11.70	12.19	0	154330	-0.08	12.05	12.05	11.67	--  	4.14	3.12	-0.49	纺织	--  	-0.000	
600805	悦达投资	-7.43	173043984	7.10	7.67	0	240432	0.00	7.46	7.46	7.05	--  	1.32	5.35	-0.57	综合类	--  	-0.000	
00881	中升控股	-5.29	169722544	16.480	17.400	500	10008000	-0.72	17.420	17.520	16.420	--  	0.00	6.32	-0.920	汽车	--  	16.480	
000669	金鸿控股	-1.77	146990864	15.50	15.78	0	95181	0.91	15.85	15.85	15.24	--  	0.63	3.87	-0.28	供气供热	--  	0.000	
002505	大康农业	1.00	146101168	3.04	3.01	0	480463	0.33	3.01	3.10	2.99	--  	0.00	3.65	0.03	农业综合	--  	-0.000	
600988	赤峰黄金	-3.49	138950304	6.36	6.59	0	216636	0.00	6.52	6.54	6.32	--  	0.00	3.34	-0.23	黄金	--  	0.000	
01813	合景泰富	-4.32	138878128	7.750	8.100	500	17573776	-0.26	8.150	8.180	7.700	--  	1.48	5.93	-0.350	地产	--  	7.750	
300148	天舟文化	-2.96	128599808	10.50	10.82	0	120826	-0.09	10.81	10.86	10.46	--  	0.32	3.70	-0.32	出版业	--  	0.000	
00323	马鞍山钢铁股份	-2.66	125891616	3.660	3.760	2000	34059236	0.00	3.800	3.800	3.650	--  	0.00	3.99	-0.100	一般金属	--  	3.660	
03808	中国重汽	-5.19	120204432	10.240	10.800	500	11474871	0.00	10.940	10.940	10.180	--  	0.00	7.04	-0.560	工业工程	--  	10.240	
300006	莱美药业	-4.78	112780080	6.58	6.91	0	168166	-0.29	6.89	6.92	6.56	--  	0.71	5.21	-0.33	化学制药	--  	-0.000	
603303	得邦照明	-4.18	109414192	17.64	18.41	0	62111	-0.16	17.45	17.99	17.30	--  	1.16	3.75	-0.77	家用电器	--  	-0.000	
600422	昆药集团	-1.31	105236824	11.30	11.45	0	93079	0.27	11.45	11.47	11.20	--  	1.58	2.36	-0.15	中成药	--  	0.000	
600694	大商股份	-1.85	103726880	37.07	37.77	0	27828	0.08	37.60	37.75	36.96	--  	1.89	2.09	-0.70	百货	--  	-0.000	
600856	中天能源	0.46	97004192	10.84	10.79	0	90205	0.28	10.80	10.86	10.62	--  	0.00	2.22	0.05	供气供热	--  	0.000	
000639	西王食品	-4.12	89389928	20.25	21.12	0	43348	-0.38	21.16	21.16	20.20	--  	0.43	4.55	-0.87	食品	--  	0.000	
01293	广汇宝信	-6.72	89261096	4.300	4.610	500	20200500	0.00	4.530	4.700	4.260	--  	0.00	9.54	-0.310	汽车	--  	4.300	
002759	天际股份	0.47	81662416	27.52	27.39	0	30210	0.07	27.34	27.75	26.46	--  	0.11	4.71	0.13	家用电器	--  	0.000	
300080	易成新能	-1.54	79160592	7.69	7.81	0	104407	0.79	7.53	7.70	7.50	--  	0.13	2.56	-0.12	半导体	--  	0.000	
000603	盛达矿业	-2.85	78101152	12.95	13.33	0	60114	-0.14	13.19	13.20	12.85	--  	3.80	2.63	-0.38	铅锌	--  	-0.000	
603555	贵人鸟	-0.24	64631120	20.71	20.76	0	31218	-0.04	20.66	20.79	20.55	--  	2.16	1.16	-0.05	服饰	--  	-0.000	
000530	大冷股份	-1.99	64008004	6.88	7.02	0	92605	0.00	7.01	7.02	6.85	--  	1.01	2.42	-0.14	机械基件	--  	0.000	
01718	宏基集团控股	19.30	58400252	0.680	0.570	5000	89330000	0.00	0.560	0.860	0.560	--  	0.00	52.63	0.110	建筑	--  	0.680	
300042	朗科科技	0.24	49905412	34.00	33.92	0	14956	2.01	33.99	34.00	32.98	--  	0.46	3.01	0.08	电脑设备	--  	0.000	
002314	南山控股	0.67	43285628	5.98	5.94	0	73144	0.17	5.94	5.98	5.87	--  	3.50	1.85	0.04	区域地产	--  	0.000	
600157	永泰能源	-0.28	42002872	3.53	3.54	0	119588	0.28	3.54	3.54	3.49	--  	0.31	1.41	-0.01	煤炭开采	--  	-0.000	
600356	恒丰纸业	-1.24	41313268	9.58	9.70	0	43010	0.31	9.71	9.75	9.51	--  	1.00	2.47	-0.12	造纸	--  	-0.000	
002763	汇洁股份	-2.22	35390956	16.76	17.14	0	20932	0.00	17.12	17.21	16.71	--  	0.00	2.92	-0.38	服饰	--  	0.000	
600573	惠泉啤酒	-2.82	29285764	9.99	10.28	0	29081	0.00	10.30	10.30	9.91	--  	0.08	3.79	-0.29	啤酒	--  	-0.000	
01360	MEGAEXPO HLDG	-2.72	25743452	1.790	1.840	5000	14105000	0.00	1.860	1.910	1.790	253400	0.00	6.52	-0.050	媒体及娱乐	140000	1.790	
601339	百隆东方	-1.56	25725288	5.68	5.77	0	45053	0.00	5.74	5.76	5.67	--  	2.22	1.56	-0.09	纺织	--  	-0.000	
08022	永耀集团控股	0.00	13697156	0.510	0.510	3000	27203000	0.00	0.500	0.510	0.495	--  	0.00	2.94	0.000	酒店及消闲	--  	0.510	
02266	黎氏企业	-9.45	7970041	1.820	2.010	2000	4110000	-0.55	2.050	2.060	1.810	--  	0.00	12.44	-0.190	建筑	--  	1.820	
01259	中国儿童护理	0.00	7571981	0.315	0.315	1000	23760000	-1.56	0.320	0.325	0.310	--  	0.00	4.76	0.000	纺织服饰	--  	0.315	
数据来源:通达信
