代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
01336	新华保险	-2.60	5069169152	48.750	50.050	100	106286488	0.10	48.150	49.450	47.650	--  	0.00	3.60	-1.300	保险	--  	48.750	
00700	腾讯控股	0.06	4459777536	349.800	349.600	100	12706629	-0.68	352.000	352.400	349.400	--  	0.00	0.86	0.200	软件服务	--  	349.800	
03988	中国银行	-3.47	3428905728	3.890	4.030	1000	878419584	-0.26	3.940	3.950	3.890	--  	0.00	1.49	-0.140	银行	--  	3.890	
01398	工商银行	-1.90	2515780352	6.190	6.310	1000	405441728	-0.32	6.260	6.290	6.170	--  	0.00	1.90	-0.120	银行	--  	6.190	
00005	汇丰控股	-0.85	2448744960	76.200	76.850	400	32077680	-0.39	76.250	76.600	76.050	--  	1.02	0.72	-0.650	银行	--  	76.200	
00939	建设银行	0.43	2308306432	6.960	6.930	1000	332721024	-0.14	6.880	7.010	6.850	--  	0.00	2.31	0.030	银行	--  	6.960	
02318	中国平安	0.66	2246043904	68.500	68.050	500	32706064	-0.36	68.350	69.450	67.850	--  	0.86	2.35	0.450	保险	--  	68.500	
02628	中国人寿	0.00	1376878976	25.800	25.800	1000	53192980	-0.39	25.800	26.050	25.550	--  	0.00	1.94	0.000	保险	--  	25.800	
00883	中国海洋石油	1.34	1355694592	10.620	10.480	1000	127600992	-0.38	10.660	10.680	10.540	--  	1.88	1.34	0.140	石油天然气	--  	10.620	
00981	中芯国际	3.28	1145635712	11.960	11.580	500	96384024	0.17	11.600	12.080	11.520	--  	0.00	4.84	0.380	半导体	--  	11.960	
02388	中银香港	-3.13	1063295424	37.150	38.350	500	28562852	-0.27	37.950	37.950	36.600	--  	1.72	3.52	-1.200	银行	--  	37.150	
00941	中国移动	-0.76	1057173632	78.350	78.950	500	13462466	0.00	78.800	79.050	78.150	--  	6.16	1.14	-0.600	电讯	--  	78.350	
00175	吉利汽车	2.55	1026907712	24.150	23.550	1000	42430808	-0.41	23.200	24.650	23.100	--  	0.00	6.58	0.600	汽车	--  	24.150	
03968	招商银行	-1.16	966676288	29.750	30.100	500	32586712	-0.34	29.700	29.850	29.300	--  	0.00	1.83	-0.350	银行	--  	29.750	
01766	中国中车	-1.28	952977088	7.690	7.790	1000	122733712	0.00	7.870	7.920	7.660	--  	0.00	3.34	-0.100	工业工程	--  	7.690	
01288	农业银行	0.82	918118400	3.670	3.640	1000	249955440	0.00	3.660	3.690	3.620	--  	0.00	1.92	0.030	银行	--  	3.670	
01918	融创中国	1.93	780892096	39.700	38.950	1000	19608394	-0.63	39.200	40.300	38.750	--  	0.00	3.98	0.750	地产	--  	39.700	
01299	友邦保险	-1.18	729647808	58.700	59.400	200	12400914	-0.34	58.750	59.100	58.550	--  	0.44	0.93	-0.700	保险	--  	58.700	
02601	中国太保	2.12	726799488	38.450	37.650	200	18836608	-0.52	37.200	39.300	37.200	--  	0.00	5.58	0.800	保险	--  	38.450	
