代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
02828	恒生Ｈ股	0.34	871406080	117.400	117.000	200	7435585	0.09	116.900	117.600	116.800	144065248	0.00	0.68	0.400		1229600	117.400	
02822	南方Ａ５０	0.96	634823488	14.720	14.580	200	43328932	0.27	14.580	14.720	14.580	183323424	0.00	0.96	0.140		12519800	14.720	
02800	盈富基金	0.00	460813504	29.650	29.650	500	15560777	0.00	29.600	29.650	29.550	47488376	0.00	0.34	0.000		1604000	29.650	
02823	安硕Ａ５０	0.85	395026368	14.260	14.140	100	27794704	0.00	14.140	14.280	14.140	114066920	0.00	0.99	0.120		8023100	14.260	
03188	华夏沪深三百	0.32	335810752	47.650	47.500	200	7054600	0.00	47.550	47.700	47.500	121383968	0.00	0.42	0.150		2549600	47.650	
00823	领展房产基金	0.39	134115232	64.500	64.250	500	2088155	0.23	63.700	64.700	63.700	15200101	0.00	1.56	0.250		236500	64.500	
07228	ＦＬ二　三星国指	0.63	51018748	8.020	7.970	200	6389000	0.00	7.970	8.040	7.950	--  	0.00	1.13	0.050		--  	8.020	
83188	华夏沪深三百　Ｒ	0.25	43865680	40.300	40.200	200	1088020	0.00	40.200	40.400	40.200	13450301	0.00	0.50	0.100		333800	40.300	
02778	冠君产业信托	0.00	26005926	5.700	5.700	1000	4580550	0.00	5.630	5.710	5.620	903240	0.00	1.58	0.000		159000	5.700	
02827	Ｘ标智沪深３００	0.13	25174254	37.200	37.150	200	677666	-0.13	37.100	37.350	37.050	--  	0.00	0.81	0.050		--  	37.200	
07230	ＦＬ二未来国指	0.70	23064438	20.000	19.860	100	1155200	-0.25	19.840	20.050	19.840	--  	0.00	1.06	0.140		--  	20.000	
07300	ＦＩ南方恒指	0.17	23016110	5.750	5.740	100	4010000	0.00	5.750	5.750	5.730	--  	0.00	0.35	0.010		--  	5.750	
00405	越秀房产信托基金	0.00	22596820	4.950	4.950	1000	4558000	0.00	4.950	4.980	4.940	29800	0.00	0.81	0.000		6000	4.950	
00778	置富产业信托	1.42	21986994	9.280	9.150	1000	2384685	0.11	9.130	9.280	9.130	1044680	0.00	1.64	0.130		113000	9.280	
07200	ＦＬ二南方恒指	-0.37	12657871	10.800	10.840	100	1170400	-0.18	10.780	10.820	10.780	--  	0.00	0.37	-0.040		--  	10.800	
82822	南方Ａ５０　Ｒ	0.97	7947971	12.480	12.360	200	641007	0.16	12.400	12.480	12.340	149040	0.00	1.13	0.120		12000	12.480	
87001	汇贤产业信托	0.33	7586868	3.050	3.040	1000	2490149	0.00	3.040	3.050	3.040	--  	0.00	0.33	0.010		--  	3.050	
07288	ＦＬ二南方国指	0.73	7556021	9.620	9.550	100	791100	0.10	9.510	9.630	9.510	--  	0.00	1.26	0.070		--  	9.620	
02846	安硕沪深三百	1.33	5739081	30.450	30.050	100	187800	-0.16	30.100	30.700	30.100	12280	0.00	2.00	0.400		400	30.450	
