代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	3.26	7733234176	    21.72	       1875.63亿	          4.26	元器件	149422	0.19	5.39	5.30	5.42	5.26	5.22	0.17	5.39	  0.66	14424133	北京	
601318	中国平安	-1.11	5710613504	    15.04	       7878.60亿	          0.73	保险	220	-0.07	72.68	72.70	73.54	71.88	73.55	-0.82	72.73	  0.54	786470	深圳	
002230	科大讯飞	8.85	5233040896	   413.84	        930.42亿	          6.88	软件服务	15825	-0.58	67.01	62.00	67.71	61.81	61.55	5.45	67.00	  1.03	809736	安徽	
000063	中兴通讯	3.38	4505041408	    28.59	       1219.94亿	          3.80	通信设备	26974	0.20	35.53	34.00	35.57	33.91	34.36	1.16	35.52	  0.95	1303679	深圳	
600519	贵州茅台	4.34	4491543552	    30.56	       8143.05亿	          0.56	白酒	18	-0.01	648.21	625.06	648.88	624.00	621.29	26.94	648.23	  0.74	70292	贵州	
600030	中信证券	-0.84	2861570816	    21.62	       1855.56亿	          1.56	证券	93	0.05	18.86	18.81	18.93	18.50	19.02	-0.16	18.86	  0.52	1528954	深圳	
002049	紫光国芯	10.00	2860249856	   106.20	        301.65亿	         10.16	元器件	1609	0.00	--  	44.75	49.71	44.05	45.19	4.52	49.71	  0.91	612634	河北	
000001	平安银行	-1.65	2396540160	     9.21	       2352.35亿	          1.04	银行	26985	0.15	13.71	13.85	13.85	13.40	13.93	-0.23	13.70	  0.72	1766433	深圳	
600050	中国联通	0.70	2363134208	   123.93	       2167.77亿	          1.57	电信运营	312	0.14	7.17	7.06	7.20	7.02	7.12	0.05	7.17	  0.56	3321234	上海	
601766	中国中车	-2.83	2016208256	    35.88	       2761.21亿	          0.78	运输设备	215	0.35	11.37	11.57	11.57	11.17	11.68	-0.33	11.35	  0.65	1783804	北京	
002110	三钢闽光	3.48	2015224320	     7.42	        244.92亿	         11.64	普钢	16961	0.22	17.84	17.30	18.66	16.70	17.23	0.60	17.83	  2.60	1152793	福建	
000651	格力电器	-0.09	1899659008	    12.84	       2646.92亿	          0.73	家用电器	8980	0.07	44.01	43.70	44.39	43.51	44.04	-0.04	44.00	  0.44	432874	广东	
600016	民生银行	-2.96	1861210368	     6.01	       2612.38亿	          0.71	银行	377	0.11	8.85	9.07	9.11	8.78	9.11	-0.27	8.84	  0.69	2098580	北京	
600585	海螺水泥	8.74	1840893440	    12.16	       1199.91亿	          1.61	水泥	35	1.18	29.95	27.62	30.08	27.20	27.59	2.41	30.00	  0.94	644970	安徽	
000717	韶钢松山	10.06	1805779200	    10.33	        240.98亿	          7.80	普钢	5505	0.00	--  	8.99	9.96	8.76	9.05	0.91	9.96	  2.08	1888230	广东	
600036	招商银行	-2.31	1801453824	     9.39	       6021.59亿	          0.30	银行	33	0.14	29.19	29.46	29.73	28.90	29.88	-0.69	29.19	  0.64	616271	深圳	
002405	四维图新	2.73	1771533696	   168.94	        356.82亿	          6.33	软件服务	6526	0.00	27.83	26.40	28.16	26.29	27.08	0.74	27.82	  0.66	649186	北京	
