代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	2.78	10898413568	    23.94	       2060.07亿	          5.47	元器件	203257	-0.33	5.92	5.80	6.00	5.71	5.76	0.16	5.92	  1.56	18538246	北京	
601318	中国平安	4.14	5509478400	    13.46	       6925.32亿	          0.81	保险	153	0.72	63.98	61.50	63.98	61.48	61.39	2.54	63.93	  1.51	876861	深圳	
600519	贵州茅台	7.36	5284485632	    30.63	       8160.64亿	          0.67	白酒	23	0.72	648.50	602.11	655.00	600.03	605.09	44.54	649.63	  1.86	84384	贵州	
600050	中国联通	3.09	4607741952	   100.07	       1557.95亿	          2.93	电信运营	180	0.14	7.36	7.20	7.52	7.20	7.13	0.22	7.35	  3.95	6216194	上海	
600036	招商银行	5.84	3388881920	     9.03	       5796.73亿	          0.60	银行	1521	0.29	28.14	26.68	28.14	26.68	26.55	1.55	28.10	  3.03	1228583	深圳	
000651	格力电器	2.08	2995886848	    13.93	       2633.09亿	          1.16	家用电器	16024	0.07	43.77	42.70	43.80	42.61	42.88	0.89	43.77	  1.07	692542	广东	
000858	五 粮 液	4.50	2810914560	    25.96	       2580.88亿	          1.12	白酒	3428	0.31	68.00	65.00	68.99	64.31	65.06	2.93	67.99	  1.91	423710	四川	
601398	工商银行	2.31	2808909824	     7.21	      16689.00亿	          0.17	银行	1766	0.00	6.18	6.05	6.26	6.02	6.05	0.14	6.19	  2.31	4563965	北京	
601766	中国中车	-2.73	2497962496	    41.73	       2598.21亿	          1.01	运输设备	139	-0.08	10.68	10.88	10.98	10.60	10.98	-0.30	10.68	  1.58	2313782	北京	
600516	方大炭素	-2.54	2394095104	    58.33	        480.47亿	          5.16	矿物制品	57	0.26	26.89	27.36	27.37	26.59	27.56	-0.70	26.86	  1.00	887242	甘肃	
002460	赣锋锂业	-1.90	2266274816	    46.53	        622.56亿	          5.03	小金属	3223	-0.10	85.42	87.24	88.27	84.99	87.06	-1.65	85.41	  0.83	261527	江西	
600887	伊利股份	1.51	2223299840	    27.28	       1835.25亿	          1.25	乳制品	41	0.97	30.21	29.52	30.29	28.85	29.74	0.45	30.19	  1.50	753473	内蒙	
601166	兴业银行	1.14	2195017984	     5.82	       3677.03亿	          0.65	银行	18	0.23	17.73	17.51	17.81	17.51	17.50	0.20	17.70	  2.25	1240091	福建	
000063	中兴通讯	0.27	2062546688	    27.48	       1033.10亿	          2.01	通信设备	10097	0.20	30.09	29.70	30.21	29.56	30.00	0.08	30.08	  0.86	689567	深圳	
002466	天齐锂业	1.05	2014580096	    37.97	        701.62亿	          2.85	小金属	1750	-0.03	70.57	71.00	72.78	70.15	69.83	0.73	70.56	  1.38	281598	四川	
600309	万华化学	-2.10	1668055936	    10.29	       1071.73亿	          1.63	化工原料	5	0.13	39.19	39.89	40.28	39.02	40.04	-0.84	39.20	  1.12	422449	山东	
000100	TCL 集团	0.90	1652272512	    21.43	        544.73亿	          4.17	家用电器	32856	0.00	4.47	4.42	4.53	4.28	4.42	0.04	4.46	  1.09	3750063	广东	
601668	中国建筑	-0.10	1614429440	     8.04	       2901.00亿	          0.56	建筑施工	11	0.10	9.68	9.66	9.72	9.57	9.68	-0.01	9.67	  0.99	1672752	北京	
601288	农业银行	0.54	1612201856	     5.56	      10938.86亿	          0.15	银行	1	0.00	3.72	3.69	3.75	3.68	3.70	0.02	3.72	  1.91	4336946	北京	
000001	平安银行	3.40	1548543744	     7.77	       1984.90亿	          0.80	银行	19492	0.09	11.56	11.19	11.56	11.18	11.18	0.38	11.56	  1.94	1360086	深圳	
600018	上港集团	5.82	1537154944	    27.48	       1853.89亿	          0.86	港口	732	0.00	8.02	7.52	8.12	7.49	7.56	0.44	8.00	  1.28	1952785	上海	
601002	晋亿实业	4.28	1481034112	    47.45	         85.06亿	         17.48	机械基件	864	0.47	10.77	10.60	10.96	10.48	10.29	0.44	10.73	  6.03	1385586	浙江	
600048	保利地产	0.00	1381406336	    11.16	       1261.74亿	          1.10	全国地产	2	-0.18	10.65	10.70	10.92	10.51	10.64	0.00	10.64	  1.43	1294170	广东	
002510	天汽模	4.95	1354253440	    71.85	         81.65亿	         21.38	汽车配件	23781	0.00	9.12	8.60	9.18	8.51	8.68	0.43	9.11	  1.70	1526817	天津	
000568	泸州老窖	1.61	1353204992	    29.85	        875.92亿	          1.64	白酒	1728	0.08	59.81	58.91	60.45	57.20	58.85	0.95	59.80	  2.11	230390	四川	
603799	华友钴业	0.91	1327765888	    39.72	        536.19亿	          5.44	小金属	3	-0.06	90.52	88.80	91.40	87.88	89.65	0.82	90.47	  0.92	147598	浙江	
601899	紫金矿业	-3.88	1306758016	    29.02	        643.35亿	          2.20	黄金	672	0.00	3.73	3.85	3.86	3.70	3.87	-0.15	3.72	  2.15	3477770	福建	
000839	中信国安	2.10	1243785344	    90.98	        438.24亿	          2.85	综合类	18704	-0.26	11.18	10.98	11.30	10.88	10.95	0.23	11.18	  1.96	1116281	北京	
000002	万 科Ａ	-0.11	1241370752	    20.79	       2674.15亿	          0.46	全国地产	5489	0.15	27.50	27.70	28.28	27.26	27.53	-0.03	27.50	  1.30	447444	深圳	
000333	美的集团	1.52	1216523648	    15.29	       3306.76亿	          0.38	家用电器	6451	-0.07	50.72	50.19	51.20	49.96	49.96	0.76	50.72	  0.81	240751	广东	
300088	长信科技	0.41	1179520640	    37.28	        227.36亿	          5.27	元器件	26992	-0.39	9.90	9.90	10.12	9.76	9.85	0.04	9.89	  0.91	1189173	安徽	
002024	苏宁云商	0.42	1177689472	   231.72	       1350.89亿	          1.64	电器连锁	20936	0.14	14.51	14.40	14.56	14.24	14.45	0.06	14.51	  1.25	817245	江苏	
600230	沧州大化	-6.05	1177138304	    11.84	        155.30亿	          7.48	农药化肥	77	0.21	52.80	53.11	54.54	52.50	56.19	-3.40	52.79	  2.11	220193	河北	
603128	华贸物流	-5.16	1169885056	    38.00	        116.53亿	         10.93	仓储物流	107	-0.08	11.61	11.95	12.14	11.40	12.22	-0.63	11.59	  0.84	995416	上海	
