代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
600230	沧州大化	-6.46	874242624	46.04	49.22	0	186039	-0.44	48.78	48.78	45.96	--  	0.26	5.73	-3.18	农药化肥	--  	0.000	
000587	金洲慈航	-5.03	856169856	6.98	7.35	0	1275625	1.45	7.35	7.35	6.62	--  	1.02	9.93	-0.37	批发业	--  	0.000	
600068	葛洲坝	-3.03	808713152	9.61	9.91	0	837493	-0.20	9.90	9.91	9.54	--  	2.08	3.73	-0.30	建筑施工	--  	-0.000	
601169	北京银行	0.14	414901056	7.36	7.35	0	567662	0.14	7.35	7.38	7.26	--  	2.83	1.63	0.01	银行	--  	0.000	
600409	三友化工	-2.92	361341280	10.31	10.62	0	348545	0.00	10.63	10.63	10.23	--  	1.05	3.77	-0.31	化工原料	--  	0.000	
002500	山西证券	0.30	314973920	10.07	10.04	0	314633	0.00	9.99	10.21	9.78	--  	0.90	4.28	0.03	证券	--  	-0.000	
300122	智飞生物	-5.26	310332384	26.30	27.76	0	116187	-0.07	27.50	27.50	26.20	--  	0.04	4.68	-1.46	生物制药	--  	-0.000	
600643	爱建集团	-2.64	308362432	13.63	14.00	0	226281	-0.14	14.04	14.04	13.41	--  	0.71	4.50	-0.37	多元金融	--  	0.000	
600919	江苏银行	-1.23	299972128	8.01	8.11	0	373089	0.00	8.10	8.12	7.99	--  	2.19	1.60	-0.10	银行	--  	0.000	
300134	大富科技	-9.95	270257376	12.67	14.07	0	205412	0.00	14.12	14.14	12.66	--  	1.21	10.52	-1.40	通信设备	--  	0.000	
600352	浙江龙盛	-1.67	269352640	10.02	10.19	0	267084	-0.09	10.19	10.19	10.00	--  	1.96	1.86	-0.17	染料涂料	--  	0.000	
002721	金一文化	-8.26	263000896	11.88	12.95	0	222126	0.59	13.00	13.02	11.66	--  	0.27	10.50	-1.07	服饰	--  	0.000	
000528	柳 工	-5.59	257957312	8.27	8.76	0	304891	0.00	8.76	8.76	8.23	--  	1.14	6.05	-0.49	工程机械	--  	0.000	
601099	太平洋	0.25	248402832	3.97	3.96	0	627386	-0.24	3.96	3.99	3.91	--  	0.76	2.02	0.01	证券	--  	0.000	
002717	岭南园林	-6.26	240383344	28.29	30.18	0	83218	-0.24	29.97	29.97	28.28	--  	0.41	5.60	-1.89	建筑施工	--  	0.000	
00002	中电控股	-0.69	217622832	78.850	79.400	500	2755521	-0.19	79.000	79.300	78.850	--  	0.75	0.57	-0.550	公用事业	--  	78.850	
002101	广东鸿图	-7.07	208038320	22.46	24.17	0	91532	0.00	24.05	24.05	22.01	--  	0.41	8.44	-1.71	机械基件	--  	-0.000	
06837	海通证券	-0.65	202915648	12.240	12.320	400	16508970	-0.33	12.280	12.380	12.220	--  	0.00	1.30	-0.080	其他金融	--  	12.240	
600326	西藏天路	-3.61	195462192	9.61	9.97	0	201218	-0.30	9.96	9.97	9.60	--  	0.62	3.71	-0.36	建筑施工	--  	-0.000	
000519	中兵红箭	-5.27	184881264	9.16	9.67	0	198971	-0.10	9.66	9.69	9.11	--  	0.00	6.00	-0.51	矿物制品	--  	-0.000	
002807	江阴银行	-0.22	163902928	9.10	9.12	0	179392	-0.21	9.16	9.28	9.05	--  	1.64	2.52	-0.02	银行	--  	0.000	
000028	国药一致	-2.97	160135504	65.10	67.09	0	24388	0.02	67.45	67.45	64.60	--  	0.49	4.25	-1.99	医药商业	--  	-0.000	
600649	城投控股	0.00	159729024	9.51	9.51	0	169337	-0.10	9.52	9.54	9.33	--  	2.48	2.21	0.00	区域地产	--  	0.000	
600563	法拉电子	-0.27	155077952	52.61	52.75	0	29849	-0.33	52.85	53.08	51.25	--  	2.09	3.47	-0.14	元器件	--  	0.000	
600337	美克家居	6.86	154343840	6.70	6.27	0	234728	-0.88	6.28	6.79	6.26	--  	1.71	8.45	0.43	家居用品	--  	-0.000	
002479	富春环保	0.00	153266592	10.92	10.92	0	143154	0.65	10.92	10.95	10.54	--  	0.92	3.75	0.00	火力发电	--  	0.000	
002400	省广股份	-2.15	149929904	5.91	6.04	0	251771	-0.16	6.05	6.05	5.90	--  	0.48	2.48	-0.13	广告包装	--  	-0.000	
000690	宝新能源	4.91	148512032	7.69	7.33	0	201571	0.13	7.32	7.75	7.18	--  	0.45	7.78	0.36	火力发电	--  	0.000	
00101	恒隆地产	-0.22	148288256	17.980	18.020	1000	8268424	0.11	18.020	18.080	17.840	--  	0.95	1.33	-0.040	地产	--  	17.980	
601890	亚星锚链	-5.55	141826512	7.49	7.93	0	186604	-0.12	7.85	7.85	7.48	--  	0.38	4.67	-0.44	船舶	--  	-0.000	
600155	宝硕股份	-2.21	138580624	11.97	12.24	0	114931	-0.07	12.22	12.30	11.92	--  	0.06	3.10	-0.27	证券	--  	0.000	
600480	凌云股份	-3.59	128359616	16.39	17.00	0	77597	-0.11	17.00	17.01	16.39	--  	0.83	3.65	-0.61	汽车配件	--  	-0.000	
000928	中钢国际	-4.27	124318576	7.39	7.72	0	166756	0.27	7.73	7.75	7.32	--  	0.36	5.57	-0.33	建筑施工	--  	-0.000	
600116	三峡水利	-1.76	123861816	8.91	9.07	0	138804	0.45	9.03	9.08	8.85	--  	0.77	2.54	-0.16	水力发电	--  	-0.000	
000703	恒逸石化	-0.85	119513848	15.15	15.28	0	78850	0.60	15.28	15.29	15.03	--  	0.64	1.70	-0.13	化纤	--  	-0.000	
000982	*ST 中绒	-4.97	117836104	3.63	3.82	0	323036	0.00	3.81	3.81	3.63	--  	1.45	4.71	-0.19	纺织	--  	0.000	
000926	福星股份	0.08	114785432	12.24	12.23	0	94715	0.74	12.23	12.25	11.98	--  	2.04	2.21	0.01	区域地产	--  	-0.000	
002336	人人乐	-10.02	111561960	10.24	11.38	0	106664	0.00	10.82	10.90	10.24	--  	4.39	5.80	-1.14	超市连锁	--  	-0.000	
002331	皖通科技	-3.58	103045480	11.59	12.02	0	87777	-0.08	12.03	12.07	11.59	--  	0.42	3.99	-0.43	软件服务	--  	0.000	
002073	软控股份	2.22	102846720	8.75	8.56	0	121001	0.00	8.56	8.79	8.23	--  	0.29	6.54	0.19	软件服务	--  	0.000	
601179	中国西电	-1.93	95259656	5.07	5.17	0	187375	0.20	5.18	5.18	5.04	--  	1.93	2.71	-0.10	电气设备	--  	0.000	
600621	华鑫股份	-4.58	92156464	11.04	11.57	0	83131	-0.53	11.20	11.27	10.83	--  	0.32	3.80	-0.53	证券	--  	-0.000	
000708	大冶特钢	-2.84	89963408	11.98	12.33	0	74818	0.08	12.33	12.33	11.89	--  	1.62	3.57	-0.35	特种钢	--  	-0.000	
002489	浙江永强	3.07	88384184	6.37	6.18	0	141896	0.31	6.19	6.39	6.09	--  	0.97	4.85	0.19	家居用品	--  	-0.000	
000055	方大集团	-3.28	86256752	7.08	7.32	0	120607	-0.13	7.34	7.34	7.03	--  	3.19	4.23	-0.24	其他建材	--  	-0.000	
002462	嘉事堂	-5.09	86091584	31.88	33.59	0	26751	0.03	33.60	33.62	31.80	--  	0.45	5.42	-1.71	医药商业	--  	-0.000	
603528	多伦科技	-2.80	83962016	10.77	11.08	0	80305	-0.18	11.08	11.10	9.97	--  	1.50	10.20	-0.31	软件服务	--  	0.000	
002425	凯撒文化	-2.81	81694632	8.66	8.91	0	93281	0.12	8.92	8.97	8.64	--  	0.35	3.70	-0.25	互联网	--  	-0.000	
601928	凤凰传媒	-1.54	78168696	8.97	9.11	0	86738	0.00	9.10	9.11	8.94	--  	1.65	1.87	-0.14	出版业	--  	0.000	
300151	昌红科技	5.25	71407488	9.23	8.77	0	78240	-0.10	8.80	9.58	8.73	--  	0.34	9.69	0.46	机械基件	--  	-0.000	
300279	和晶科技	4.35	69584992	11.76	11.27	0	60325	-0.16	11.27	11.85	11.21	--  	0.32	5.68	0.49	元器件	--  	0.000	
600433	冠豪高新	-3.79	69071400	5.08	5.28	0	133909	-0.58	5.29	5.29	5.07	--  	0.72	4.17	-0.20	造纸	--  	-0.000	
