代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	8.82	13097389056	    26.36	       2275.82亿	          6.16	元器件	379753	0.00	6.55	6.00	6.55	5.97	6.01	0.53	6.54	  1.15	20858192	北京	
601318	中国平安	-0.68	5784912384	    13.23	       6933.99亿	          0.84	保险	32	0.34	64.00	64.69	64.70	62.92	64.45	-0.44	64.01	  1.08	908570	深圳	
000651	格力电器	4.06	3960060160	    12.70	       2618.65亿	          1.54	家用电器	12314	0.30	43.54	41.86	43.72	41.79	41.83	1.70	43.53	  1.31	920702	广东	
600519	贵州茅台	2.17	3153638656	    30.79	       8203.73亿	          0.39	白酒	3	0.27	653.20	641.50	657.62	640.20	639.17	13.89	653.06	  0.94	48514	贵州	
002230	科大讯飞	0.65	2996350208	   354.36	        796.69亿	          4.45	软件服务	8800	0.03	57.38	57.11	57.94	56.30	57.00	0.37	57.37	  0.78	524557	安徽	
000063	中兴通讯	3.82	2942024960	    27.36	       1167.73亿	          2.58	通信设备	23362	0.03	34.00	32.71	34.07	32.31	32.75	1.25	34.00	  0.92	883335	深圳	
600887	伊利股份	4.35	2728652032	    28.33	       1865.04亿	          1.49	乳制品	15	0.13	30.70	29.70	31.00	29.70	29.40	1.28	30.68	  1.15	896316	内蒙	
000100	TCL 集团	9.35	2496769280	    22.49	        571.60亿	          6.08	家用电器	97727	0.21	4.68	4.27	4.71	4.25	4.28	0.40	4.68	  2.20	5468582	广东	
000333	美的集团	4.03	2386966272	    17.18	       3435.20亿	          0.73	家用电器	3428	0.10	52.69	50.80	53.16	50.32	50.65	2.04	52.69	  1.47	458919	广东	
600050	中国联通	1.47	2370136064	   130.84	       2288.71亿	          1.50	电信运营	619	0.00	7.57	7.47	7.58	7.34	7.46	0.11	7.57	  0.66	3171908	上海	
601989	中国重工	4.67	2330283008	    84.16	       1240.19亿	          1.92	船舶	466	0.00	6.51	6.69	6.83	6.42	6.21	0.29	6.50	  4.06	3523860	北京	
000839	中信国安	-0.70	2324621568	   134.86	        445.68亿	          5.20	综合类	23322	-0.08	11.38	11.48	11.65	11.22	11.45	-0.08	11.37	  1.18	2038692	北京	
600690	青岛海尔	6.71	2181982208	    14.58	       1104.85亿	          2.03	家用电器	3	-0.05	18.15	17.00	18.15	16.90	16.98	1.14	18.12	  1.63	1238017	山东	
600516	方大炭素	0.15	2139927680	    17.63	        474.75亿	          4.78	矿物制品	7	0.00	26.55	26.43	26.60	25.49	26.50	0.04	26.54	  0.66	822474	甘肃	
002415	海康威视	2.44	2089035904	    44.89	       3682.32亿	          0.72	电器仪表	3430	0.63	39.90	38.62	41.00	38.62	38.95	0.95	39.90	  1.28	523193	浙江	
600807	天业股份	1.70	2059869952	    84.21	        105.71亿	         21.80	区域地产	311	-0.41	11.96	11.71	12.37	11.66	11.75	0.20	11.95	  3.38	1715564	山东	
002466	天齐锂业	-1.76	2055520768	    36.42	        737.41亿	          2.81	小金属	2053	0.01	74.17	75.65	76.36	72.71	75.49	-1.33	74.16	  0.88	277450	四川	
601108	财通证券	-2.37	1991514496	    49.51	        798.55亿	         24.65	证券	246	0.59	22.27	22.55	23.15	21.90	22.79	-0.54	22.25	  0.72	884844	浙江	
601166	兴业银行	-2.21	1920087552	     5.57	       3500.45亿	          0.60	银行	654	-0.05	16.85	17.16	17.16	16.83	17.23	-0.38	16.85	  1.23	1134663	福建	
603799	华友钴业	-4.32	1899584000	    37.57	        549.89亿	          7.50	小金属	26	-0.21	92.78	97.01	97.56	91.28	96.97	-4.19	92.78	  0.92	203342	浙江	
600036	招商银行	-1.66	1854555264	     8.56	       5489.36亿	          0.34	银行	4	-0.07	26.62	26.90	26.94	26.27	27.06	-0.45	26.61	  1.03	699591	深圳	
002405	四维图新	3.05	1770136064	   168.03	        354.90亿	          6.26	软件服务	10527	-0.10	27.67	27.00	27.96	26.89	26.85	0.82	27.67	  1.19	642034	北京	
002460	赣锋锂业	-1.27	1768459264	    46.85	        626.86亿	          3.93	小金属	1967	0.17	86.01	87.59	88.37	85.50	87.11	-1.11	86.00	  0.76	204404	江西	
600309	万华化学	4.18	1764295424	     9.75	       1015.41亿	          1.86	化工原料	119	0.03	37.16	35.62	37.30	35.52	35.65	1.49	37.14	  1.06	483716	山东	
601668	中国建筑	-1.23	1754589056	     8.44	       2901.00亿	          0.61	建筑施工	440	0.31	9.68	9.72	9.73	9.59	9.79	-0.12	9.67	  0.63	1821193	北京	
