代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
08291	万成金属包装	-32.98	71370304	3.150	4.700	5000	15730000	-7.35	4.700	4.810	2.850	--  	0.00	41.70	-1.550	工用支援	--  	3.150	
08207	中新控股	1.00	68398920	1.010	1.000	4000	68184000	0.00	1.000	1.010	0.990	14035801	0.00	2.00	0.010	其他金融	13984000	1.010	
08227	西安海天天	1.46	19186680	6.260	6.170	4000	3068000	0.32	6.200	6.300	6.140	--  	0.00	2.59	0.090	信息器材	--  	6.260	
08022	永耀集团控股	0.00	18620880	0.880	0.880	3000	21834000	3.53	0.890	0.890	0.840	--  	0.00	5.68	0.000	酒店及消闲	--  	0.880	
08090	中国融保金融集团	-4.35	15741321	1.100	1.150	2000	13992000	0.00	1.170	1.170	1.080	--  	0.00	7.83	-0.050	其他金融	--  	1.100	
08383	东骏控股	5.17	13494001	1.220	1.160	8000	11600000	0.00	1.120	1.260	1.110	--  	0.00	12.93	0.060	工用支援	--  	1.220	
08470	莹岚集团	-2.06	13389841	0.950	0.970	8000	13744000	-2.06	0.990	1.070	0.900	--  	0.00	17.53	-0.020	建筑	--  	0.950	
08426	雅居投资控股	15.35	12455571	0.248	0.215	10000	50900000	-0.40	0.215	0.260	0.215	--  	0.00	20.93	0.033	地产	--  	0.248	
08086	ＤＸ．ＣＯＭ控股	0.00	11678199	0.260	0.260	8000	47270000	0.00	0.255	0.265	0.240	--  	0.00	9.62	0.000	软件服务	--  	0.260	
08047	中国海洋捕捞	1.54	11269048	0.660	0.650	4000	17028900	-1.49	0.650	0.700	0.630	--  	0.00	10.77	0.010	工用支援	--  	0.660	
08228	国艺娱乐	-10.67	11152901	0.335	0.375	20000	32940000	3.08	0.370	0.370	0.325	--  	0.00	12.00	-0.040	媒体及娱乐	--  	0.335	
08275	永勤集团控股	21.43	10203755	1.190	0.980	10000	9118500	-0.83	0.980	1.230	0.950	--  	0.00	28.57	0.210	建筑	--  	1.190	
08265	中国之信集团	-0.33	10105480	3.050	3.060	4000	3320000	0.00	3.050	3.050	3.020	194640	0.00	0.98	-0.010	工用支援	64000	3.050	
08156	众彩股份	-2.53	9251950	0.770	0.790	5000	11930000	-1.28	0.790	0.800	0.750	--  	0.00	6.33	-0.020	酒店及消闲	--  	0.770	
08158	中国再生医学	-1.49	8656355	0.199	0.202	5000	43130000	-0.50	0.200	0.204	0.197	167540	0.00	3.47	-0.003	医药医疗	840000	0.199	
08452	富银融资股份	0.81	8630620	1.250	1.240	2000	6804000	0.00	1.250	1.300	1.210	--  	0.00	7.26	0.010	其他金融	--  	1.250	
