代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
02800	盈富基金	0.69	1190327296	29.350	29.150	500	40539268	0.00	29.250	29.450	29.250	583927808	0.00	0.69	0.200		19895500	29.350	
02822	南方Ａ５０	1.35	1031302080	15.040	14.840	200	69068952	0.13	14.800	15.040	14.800	283570848	0.00	1.62	0.200		18953400	15.040	
02823	安硕Ａ５０	1.39	749424000	14.540	14.340	100	51852616	0.28	14.340	14.540	14.280	192490848	0.00	1.81	0.200		13331700	14.540	
02828	恒生Ｈ股	1.64	668641728	117.900	116.000	200	5692101	0.08	116.300	117.900	116.300	250755744	0.00	1.38	1.900		2136000	117.900	
03188	华夏沪深三百	0.73	533163328	48.450	48.100	200	11074156	0.21	48.000	48.450	47.900	145282800	0.00	1.14	0.350		3017600	48.450	
00823	领展房产基金	0.30	128675824	66.550	66.350	500	1936521	0.23	66.400	66.800	66.050	13924801	0.00	1.13	0.200		209500	66.550	
07228	ＦＬ二　三星国指	3.59	63709356	8.080	7.800	200	7964400	0.12	7.900	8.090	7.900	1355378	0.00	2.44	0.280		169600	8.080	
07288	ＦＬ二南方国指	3.53	37893212	9.670	9.340	100	3956000	0.62	9.420	9.680	9.410	6249061	0.00	2.89	0.330		651000	9.670	
07230	ＦＬ二未来国指	3.40	31462638	20.100	19.440	100	1579500	0.60	19.620	20.100	19.620	1003968	0.00	2.47	0.660		50400	20.100	
00778	置富产业信托	0.11	23659162	9.430	9.420	1000	2513000	0.11	9.430	9.430	9.350	1007430	0.00	0.85	0.010		107000	9.430	
02840	ＳＰＤＲ金ＥＴＦ	-0.79	23639272	939.500	947.000	10	25180	0.05	940.000	941.000	937.500	--  	0.00	0.37	-7.500		--  	939.500	
00405	越秀房产信托基金	-0.40	18535790	4.950	4.970	1000	3728618	0.20	4.980	5.000	4.940	472760	0.00	1.21	-0.020		95000	4.950	
