代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	0.20	9385877504	    20.66	       1778.20亿	          5.31	元器件	195624	-0.19	5.11	5.13	5.39	5.07	5.10	0.01	5.11	  1.47	17991432	北京	
601318	中国平安	0.16	4336232448	    12.03	       6193.03亿	          0.69	保险	451	-0.63	57.20	57.50	58.55	57.09	57.08	0.09	57.17	  0.96	749769	深圳	
600309	万华化学	-6.39	4253833472	    10.18	       1060.52亿	          4.17	化工原料	357	-0.35	38.80	40.22	40.22	38.62	41.44	-2.65	38.79	  2.18	1082720	山东	
000063	中兴通讯	3.22	3485773824	    27.82	       1045.81亿	          3.32	通信设备	9786	-0.09	30.46	29.44	31.35	29.33	29.50	0.95	30.45	  1.01	1138674	深圳	
002797	第一创业	0.23	3274864384	   121.42	        459.51亿	         12.85	证券	30776	-0.29	13.13	13.02	13.66	12.91	13.09	0.03	13.12	  1.35	2465650	深圳	
002460	赣锋锂业	3.16	2824462336	    53.84	        653.97亿	          6.12	小金属	5329	0.07	89.72	86.00	90.80	85.81	86.97	2.75	89.72	  1.08	317784	江西	
600516	方大炭素	0.32	2593780736	    60.68	        499.79亿	          5.43	矿物制品	275	0.32	27.97	27.90	28.37	26.90	27.85	0.09	27.94	  0.85	933095	甘肃	
002230	科大讯飞	-4.18	2578585600	   344.51	        739.20亿	          4.01	软件服务	9337	-0.12	53.23	56.40	56.41	53.18	55.55	-2.32	53.23	  1.12	471895	安徽	
000651	格力电器	-1.91	2265666560	    12.57	       2376.21亿	          0.95	家用电器	16527	-0.32	39.50	40.27	40.60	39.50	40.27	-0.77	39.50	  0.57	564723	广东	
601166	兴业银行	1.35	1956911488	     5.93	       3747.66亿	          0.57	银行	3	0.17	18.05	17.82	18.10	17.78	17.80	0.24	18.04	  1.05	1086809	福建	
300355	蒙草生态	-0.14	1910242944	    28.68	        227.48亿	         11.46	环境保护	19640	-0.13	14.18	14.60	14.69	14.15	14.20	-0.02	14.18	  1.49	1327071	内蒙	
600036	招商银行	2.56	1886449536	     8.63	       5543.00亿	          0.34	银行	77	0.22	26.89	26.29	26.95	26.20	26.20	0.67	26.87	  1.06	707032	深圳	
002415	海康威视	4.11	1846618496	    51.09	       3363.00亿	          0.70	电器仪表	6981	-0.40	36.44	35.81	36.88	35.21	35.00	1.44	36.44	  1.04	507922	浙江	
600362	江西铜业	5.01	1772124288	    40.23	        400.32亿	          4.51	铜	83	0.10	19.31	18.29	19.60	18.08	18.37	0.92	19.29	  3.13	936642	江西	
000100	TCL 集团	3.19	1742749312	    22.92	        473.89亿	          5.02	家用电器	56758	-0.25	3.89	3.78	3.94	3.74	3.76	0.12	3.88	  2.76	4517194	广东	
