代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
000725	京东方Ａ	9.58	9820546048	    23.13	       1990.47亿	          5.33	元器件	403103	1.24	5.73	5.23	5.72	5.17	5.22	0.50	5.72	  1.72	18039416	北京	
002460	赣锋锂业	-4.54	3099623168	    52.74	        640.71亿	          6.78	小金属	4142	0.07	87.91	88.81	89.87	86.86	92.08	-4.18	87.90	  1.33	352036	江西	
000651	格力电器	1.31	3026016000	    13.30	       2515.18亿	          1.22	家用电器	10586	-0.04	41.81	41.20	41.95	41.10	41.27	0.54	41.81	  1.21	728211	广东	
601318	中国平安	-0.20	2322425344	    12.65	       6508.26亿	          0.36	保险	41	0.13	60.10	60.10	60.44	59.71	60.20	-0.12	60.08	  0.62	386457	深圳	
603128	华贸物流	-5.63	2195549952	    38.46	        117.94亿	         20.75	仓储物流	7	0.26	11.73	11.19	12.96	11.19	12.43	-0.70	11.73	  2.93	1890623	上海	
300088	长信科技	6.29	1910128256	    38.25	        229.20亿	          8.75	元器件	22870	0.61	9.97	9.30	10.07	9.25	9.38	0.59	9.97	  2.42	1975315	安徽	
002230	科大讯飞	1.98	1814730880	   314.89	        707.96亿	          3.03	软件服务	5132	0.06	50.99	50.10	51.26	49.87	49.99	0.99	50.98	  1.13	357305	安徽	
000333	美的集团	3.73	1792740992	    15.20	       3285.90亿	          0.57	家用电器	5524	-0.01	50.40	48.59	50.49	48.51	48.59	1.81	50.40	  1.52	360014	广东	
603648	畅联股份	-8.95	1691068800	    69.07	        112.11亿	         59.10	仓储物流	35	0.16	30.54	31.00	32.54	30.13	33.40	-2.99	30.41	  2.47	544673	上海	
000792	盐湖股份	-2.47	1683161216	--  	        439.65亿	          3.79	化工原料	12193	-0.12	15.78	16.30	16.66	15.52	16.18	-0.40	15.78	  1.05	1042913	青海	
000050	深天马Ａ	-0.04	1544581120	    39.13	        350.41亿	          4.48	元器件	21667	0.32	25.01	24.31	25.08	24.15	25.02	-0.01	25.01	  1.68	628094	深圳	
000100	TCL 集团	3.04	1539936128	    25.99	        537.40亿	          3.93	家用电器	74774	0.23	4.40	4.28	4.42	4.24	4.27	0.13	4.40	  0.93	3541178	广东	
600516	方大炭素	0.19	1505130752	    56.57	        465.98亿	          3.38	矿物制品	37	-0.07	26.06	26.11	26.15	25.58	26.00	0.05	26.05	  0.64	581784	甘肃	
000063	中兴通讯	1.98	1468815744	    25.83	        970.94亿	          1.53	通信设备	8830	0.18	28.28	27.69	28.30	27.59	27.72	0.55	28.27	  0.61	524197	深圳	
600519	贵州茅台	-0.29	1418395264	    31.58	       7105.93亿	          0.20	白酒	7	-0.04	565.98	569.75	571.68	562.06	567.33	-1.66	565.67	  0.86	25076	贵州	
002466	天齐锂业	-2.13	1402617088	    37.85	        699.43亿	          2.02	小金属	2352	0.06	70.34	70.99	71.74	69.71	71.87	-1.53	70.34	  1.11	199288	四川	
601668	中国建筑	0.53	1374126080	     7.85	       2832.00亿	          0.49	建筑施工	141	0.11	9.45	9.39	9.55	9.38	9.39	0.05	9.44	  1.09	1451055	北京	
002797	第一创业	1.35	1310954880	   111.24	        420.99亿	          5.77	证券	15410	0.00	12.03	11.88	12.10	11.58	11.86	0.16	12.02	  0.82	1106280	深圳	
002285	世联行	0.53	1262910592	    47.46	        270.34亿	          5.68	房产服务	21016	0.00	13.22	12.98	13.30	12.76	13.15	0.07	13.22	  0.83	967397	深圳	
000002	万 科Ａ	1.59	1230082304	    20.73	       2667.35亿	          0.46	全国地产	2641	0.18	27.44	27.01	28.00	26.86	27.00	0.43	27.43	  1.61	445727	深圳	
002902	铭普光磁	9.85	1207308672	   105.29	         81.20亿	         65.06	元器件	1791	-0.13	58.00	49.88	58.08	49.00	52.80	5.20	58.00	  6.37	227695	广东	
600690	青岛海尔	3.72	1191876096	    11.70	       1035.95亿	          1.16	家用电器	10	0.41	17.00	16.29	17.06	16.27	16.38	0.61	16.99	  1.39	710118	山东	
600699	均胜电子	5.62	1106871296	    29.71	        365.76亿	          4.23	汽车配件	18	0.05	38.54	36.67	38.67	36.48	36.48	2.05	38.53	  2.37	291625	浙江	
002415	海康威视	3.22	1103282304	    51.74	       3406.37亿	          0.42	电器仪表	8518	0.00	36.91	35.97	37.00	35.77	35.76	1.15	36.91	  1.29	302001	浙江	
600309	万华化学	1.33	1080577920	    10.24	       1066.26亿	          1.07	化工原料	4	-0.04	39.00	38.67	39.15	38.41	38.49	0.51	39.00	  0.69	277959	山东	
002401	中远海科	0.71	1079808256	    75.18	         51.95亿	         20.64	软件服务	14960	-0.51	17.14	17.01	18.38	16.71	17.01	0.12	17.13	  2.92	621160	上海	
600048	保利地产	0.56	1072989568	    11.40	       1287.83亿	          0.83	全国地产	62	0.09	10.88	10.83	11.15	10.80	10.80	0.06	10.86	  1.46	976387	广东	
002906	华阳集团	3.11	1026902400	    60.62	        164.64亿	         40.12	汽车配件	6251	-0.45	34.80	33.00	36.09	32.88	33.75	1.05	34.80	  2.39	293255	广东	
601398	工商银行	-1.12	1022535488	     7.17	      16608.11亿	          0.06	银行	430	0.49	6.17	6.21	6.23	6.13	6.23	-0.07	6.16	  0.88	1658666	北京	
600119	长江投资	-3.08	1021901184	   187.98	         54.19亿	         18.76	仓储物流	740	-0.83	17.69	17.62	18.84	16.98	18.19	-0.56	17.63	  1.60	576692	上海	
002241	歌尔股份	2.03	1011099072	    38.04	        702.57亿	          1.73	元器件	4736	0.00	21.66	21.22	21.69	21.13	21.22	0.43	21.65	  1.37	470226	山东	
000858	五 粮 液	-0.90	992966272	    24.06	       2392.22亿	          0.41	白酒	3080	-0.09	63.02	63.59	63.83	62.50	63.59	-0.57	63.02	  0.79	157410	四川	
300355	蒙草生态	0.48	991908544	    29.57	        234.54亿	          5.80	环境保护	9298	-0.13	14.63	14.65	15.06	14.51	14.55	0.07	14.62	  0.85	671491	内蒙	
002510	天汽模	6.69	987733504	    66.65	         75.73亿	         16.49	汽车配件	13944	0.24	8.46	7.88	8.65	7.85	7.92	0.53	8.45	  2.16	1177531	天津	
603799	华友钴业	-1.56	986072064	    37.80	        510.24亿	          4.25	小金属	9	0.22	86.14	86.95	87.40	84.28	87.45	-1.36	86.09	  0.84	115366	浙江	
300070	碧水源	-0.26	978804224	    56.50	        603.23亿	          2.62	环境保护	4987	-0.04	19.26	19.45	19.77	19.15	19.30	-0.05	19.25	  1.30	503645	北京	
600848	上海临港	5.99	963747136	    87.35	        332.95亿	          8.23	园区开发	16	-0.53	29.75	27.86	30.45	27.54	28.05	1.68	29.73	  1.11	328947	上海	
002273	水晶光电	5.08	961894400	    53.57	        193.17亿	          5.46	元器件	3149	-0.06	29.15	28.00	29.33	28.00	27.73	1.41	29.14	  1.72	334224	浙江	
600822	上海物贸	6.72	953455680	   312.02	         77.22亿	         16.03	商贸代理	1	-0.25	15.58	13.50	16.05	13.20	14.59	0.98	15.57	  3.47	635178	上海	
002497	雅化集团	0.27	945312192	    69.80	        176.64亿	          6.31	化工原料	6666	0.05	18.40	18.29	18.76	18.02	18.35	0.05	18.40	  0.99	513971	四川	
600887	伊利股份	0.37	916905472	    26.92	       1810.93亿	          0.51	乳制品	341	-0.09	29.80	29.76	29.90	29.44	29.68	0.11	29.79	  0.57	308453	内蒙	
000786	北新建材	0.04	916658304	    20.31	        423.71亿	          2.78	其他建材	8616	0.04	23.69	23.78	23.95	22.83	23.68	0.01	23.69	  0.77	392930	北京	
600036	招商银行	0.68	905316416	     8.61	       5528.56亿	          0.16	银行	249	0.19	26.81	26.57	26.89	26.40	26.62	0.18	26.80	  0.95	339320	深圳	
603103	横店影视	-1.61	888417024	    48.18	        195.97亿	         38.56	影视音像	59	0.46	43.51	42.00	45.70	42.00	43.97	-0.71	43.26	  1.84	204348	浙江	
002008	大族激光	0.02	868884416	    28.73	        525.32亿	          1.78	电器仪表	3307	-0.03	49.23	49.30	49.85	48.53	49.22	0.01	49.23	  0.91	176979	深圳	
600018	上港集团	-1.57	868346752	    25.83	       1742.66亿	          0.51	港口	70	0.27	7.52	7.42	7.78	7.32	7.64	-0.12	7.52	  0.89	1154592	上海	
601766	中国中车	-0.20	858716672	    39.81	       2479.00亿	          0.37	运输设备	34	-0.09	10.20	10.21	10.24	10.12	10.21	-0.02	10.19	  1.21	843291	北京	
600050	中国联通	0.28	847208000	    96.39	       1500.72亿	          0.56	电信运营	45	0.00	7.08	7.06	7.15	7.02	7.06	0.02	7.08	  0.65	1195021	上海	
300699	光威复材	0.99	819859776	    90.88	        277.47亿	         11.91	化工原料	2445	-0.20	75.40	74.00	75.86	73.25	74.66	0.74	75.40	  0.60	109552	山东	
600030	中信证券	0.34	797672128	    21.95	       1756.19亿	          0.46	证券	48	0.06	17.87	17.80	17.91	17.73	17.79	0.06	17.85	  0.74	447019	深圳	
300649	杭州园林	10.00	794092864	   294.77	         73.08亿	         44.92	建筑施工	172	0.00	--  	52.50	57.09	52.50	51.90	5.19	57.09	  1.94	143753	浙江	
002450	康得新	0.64	791695424	    33.09	        830.53亿	          1.17	化工原料	8400	0.13	23.50	23.13	23.55	23.09	23.35	0.15	23.50	  0.92	338952	江苏	
002594	比亚迪	0.65	772896704	    51.84	       1187.25亿	          1.04	汽车整车	1139	-0.10	65.49	65.08	66.00	64.53	65.06	0.42	65.48	  0.63	118238	深圳	
