代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
000651	格力电器	-4.83	6096349696	52.01	52.00	52.01	1157391	8120	0.00	          1.94	
601318	中国平安	-1.40	5485814784	69.81	69.80	69.81	780995	42	0.22	          0.72	
00939	建设银行	-1.06	4215758592	8.380	8.380	8.390	501478464	62430000	0.60	          0.21	
00005	汇丰控股	-1.19	2942022400	78.600	78.600	78.650	37296696	1816000	-0.06	          0.18	
01398	工商银行	-1.85	2862282752	6.900	6.890	6.900	412455712	49026000	0.29	          0.48	
600048	保利地产	-3.84	2718958848	14.51	14.48	14.49	1868184	2306	0.62	          1.59	
601288	农业银行	-2.78	2697143296	4.20	4.18	4.19	6379449	130	0.24	          0.22	
000333	美的集团	-5.37	2667769344	54.60	54.60	54.61	478853	7961	-0.45	          0.75	
002460	赣锋锂业	-2.49	2442598912	71.01	71.01	71.02	341402	5030	-0.05	          6.57	
600516	方大炭素	-3.71	2404043520	29.32	29.29	29.30	807247	252	-0.26	          4.70	
601398	工商银行	-3.28	2345465600	6.79	6.76	6.78	3437454	1026	0.74	          0.13	
000858	五 粮 液	-3.08	2243446016	76.10	76.10	76.11	290749	2860	0.05	          0.77	
600036	招商银行	-2.03	2216706048	30.87	30.85	30.86	715338	5171	0.42	          0.35	
600019	宝钢股份	-4.52	2203170048	10.14	10.12	10.13	2157809	332	0.40	          0.98	
600585	海螺水泥	-5.94	2083176064	33.08	33.00	33.01	621494	363	0.36	          1.55	
601166	兴业银行	-0.93	2058983808	18.08	18.06	18.07	1137611	416	0.33	          0.60	
600690	青岛海尔	-4.16	1836026624	19.79	19.78	19.79	923220	15	0.20	          1.51	
601899	紫金矿业	-3.89	1748333952	4.70	4.69	4.70	3688115	1091	0.43	          2.33	
600029	南方航空	-3.97	1694564992	12.08	12.08	12.09	1392417	303	0.58	          1.98	
002466	天齐锂业	-3.28	1687329280	59.00	58.99	59.00	283953	4395	0.00	          2.50	
000002	万 科Ａ	-3.74	1683177728	32.90	32.90	32.91	506598	6341	-0.02	          0.52	
000001	平安银行	-2.77	1590018432	12.28	12.28	12.29	1285869	11134	-0.15	          0.76	
00941	中国移动	-0.54	1586939264	73.850	73.800	73.850	21454592	3589500	0.07	          0.10	
002925	盈趣科技	-9.54	1542476928	88.20	88.19	88.20	167861	4948	-0.53	         22.38	
601699	潞安环能	-6.56	1516527744	12.67	12.66	12.67	1185347	23	0.32	          3.96	
601939	建设银行	-3.77	1446251136	8.42	8.41	8.42	1704025	1155	0.60	          1.78	
001979	招商蛇口	-5.19	1434279808	21.91	21.91	21.92	648897	3484	0.14	          3.42	
601088	中国神华	-5.11	1344848768	24.51	24.47	24.50	541746	279	0.29	          0.33	
600740	山西焦化	-7.78	1299838336	13.39	13.43	13.44	953151	44	0.15	         14.51	
601328	交通银行	-1.79	1284472704	6.58	6.58	6.59	1945104	3	0.30	          0.50	
600507	方大特钢	-3.83	1197943552	18.56	18.52	18.54	643380	70	0.49	          4.85	
000825	太钢不锈	-4.04	1181545472	6.88	6.87	6.88	1683708	29468	-0.28	          2.96	
002001	新 和 成	-4.58	1165919872	37.69	37.69	37.70	301408	4388	-0.04	          2.81	
600028	中国石化	-1.06	1129185920	6.56	6.55	6.56	1720690	30	0.15	          0.18	
02007	碧桂园	-3.91	1106967424	14.240	14.240	14.260	76658904	3809000	0.14	          0.35	
01288	农业银行	-1.98	1097751680	4.450	4.450	4.460	245252864	17920000	0.00	          0.80	
601988	中国银行	-1.82	1080786688	4.32	4.31	4.32	2495358	146	0.23	          0.12	
01918	融创中国	-5.71	1072290560	28.900	28.800	28.900	36459880	1500000	1.05	          0.83	
601225	陕西煤业	-5.00	1031534848	8.74	8.74	8.75	1167274	1	-0.10	          1.17	
01088	中国神华	-3.42	947845824	22.600	22.600	22.650	41477964	2342000	0.22	          1.22	
601336	新华保险	-3.42	913853696	53.97	53.95	53.96	168773	6	0.15	          0.81	
601933	永辉超市	-2.90	890485568	10.39	10.38	10.39	852075	15	0.29	          1.31	
600031	三一重工	-2.85	879722368	8.52	8.52	8.53	1024665	157	-0.11	          1.34	
600188	兖州煤业	-7.11	846989120	15.94	15.94	15.96	521816	13	-0.24	          1.76	
03968	招商银行	-2.30	832644672	34.000	33.950	34.000	24382986	3235500	0.29	          0.53	
601009	南京银行	-4.84	822183808	9.04	9.06	9.07	889601	96	-0.54	          1.10	
03993	洛阳钼业	-7.26	811743808	6.260	6.250	6.260	126695464	1560000	-0.16	          3.22	
601818	光大银行	-2.01	789706496	4.38	4.38	4.39	1796252	47	0.23	          0.45	
600104	上汽集团	-0.26	776204608	34.39	34.37	34.38	226628	7	0.26	          0.20	
002110	三钢闽光	-3.48	765331136	22.74	22.74	22.75	333707	2412	-0.03	          3.37	
00998	中信银行	-1.84	760876544	5.880	5.870	5.880	129132232	5310000	0.34	          0.87	
002650	加加食品	-5.79	756523136	4.72	4.71	4.72	1614806	17729	-0.62	         17.08	
600282	南钢股份	-1.76	755382720	5.59	5.59	5.60	1344724	102	-0.17	          3.47	
600581	八一钢铁	-5.24	737167936	15.74	15.71	15.72	462492	11	0.13	          6.03	
600016	民生银行	-2.05	724540160	8.59	8.59	8.60	833898	12	-0.11	          0.28	
600383	金地集团	-2.35	704257344	12.46	12.45	12.46	562938	14	0.32	          1.25	
000932	*ST华菱	-2.82	689307520	10.01	10.01	10.02	682445	4756	0.10	          2.26	
01109	华润置地	-3.36	667585728	28.800	28.800	28.850	22892122	1960000	-0.17	          0.33	
002594	比亚迪	-2.23	644261760	63.46	63.46	63.47	100651	704	0.06	          0.88	
601636	旗滨集团	-5.55	633187584	6.81	6.81	6.82	916950	62	-0.14	          3.65	
002251	步 步 高	-7.88	623624320	16.61	16.60	16.61	364671	7951	0.24	          4.80	
002035	华帝股份	-6.23	594704960	30.23	30.23	30.24	197823	435	0.10	          3.80	
000672	上峰水泥	-5.34	590439424	11.88	11.87	11.88	488939	6506	0.08	          6.01	
02238	广汽集团	-2.40	586551936	17.900	17.880	17.900	32622028	1520000	0.45	          1.47	
00215	和记电讯香港	-14.67	585931712	2.850	2.840	2.850	204596528	1984000	0.00	          4.25	
600111	北方稀土	-1.92	584769088	12.75	12.76	12.77	456380	30	-0.07	          1.26	
600782	新钢股份	-3.62	578764608	7.72	7.72	7.73	740742	7	-0.12	          2.66	
000933	神火股份	-2.31	566622848	8.05	8.05	8.06	704317	4242	-0.11	          3.71	
000983	西山煤电	-4.27	561384064	9.19	9.19	9.20	602710	3509	-0.10	          1.91	
002050	三花智控	-3.12	550061888	19.57	19.56	19.57	280930	1267	0.05	          1.80	
02601	中国太保	-1.51	533725888	39.150	39.100	39.150	13580067	2149000	0.38	          0.49	
03333	中国恒大	-3.75	513043744	23.100	23.050	23.100	22074720	1520000	0.43	          0.17	
00762	中国联通	-0.20	503678240	10.120	10.100	10.120	49826488	4580000	0.20	          0.16	
01211	比亚迪股份	-2.14	499532704	73.150	73.100	73.150	6757196	622000	-0.14	          0.74	
000898	鞍钢股份	-3.87	492960128	7.21	7.21	7.22	674787	5675	0.00	          1.10	
000960	锡业股份	-3.37	485999040	14.62	14.62	14.63	328963	4287	-0.13	          2.72	
300212	易华录	-5.32	481565024	30.64	30.63	30.64	153479	3453	0.07	          5.03	
01171	兖州煤业股份	-7.08	468464384	11.820	11.800	11.820	38619432	1386000	0.34	          1.98	
601997	贵阳银行	-1.92	446487744	15.32	15.31	15.32	289201	56	0.00	          2.33	
600348	阳泉煤业	-4.23	445114880	8.61	8.59	8.60	513341	20	0.12	          2.13	
601229	上海银行	-2.38	444493824	15.56	15.55	15.56	283692	13	0.13	          0.77	
002714	牧原股份	-4.32	435958816	48.25	48.25	48.26	90062	572	-0.09	          1.50	
03328	交通银行	-1.23	434312864	6.400	6.390	6.400	67656288	5470000	0.16	          0.19	
600547	山东黄金	-1.20	431316352	26.30	26.31	26.32	164198	50	0.04	          1.13	
02319	蒙牛乳业	-2.08	425027904	25.950	25.950	26.000	16316670	1061000	0.00	          0.42	
01988	民生银行	-2.00	417920128	8.330	8.320	8.330	49987220	4048500	0.48	          0.72	
000789	万年青	-4.03	397661312	10.72	10.72	10.73	367007	3732	-0.08	          5.98	
002304	洋河股份	-1.22	390315552	127.21	127.21	127.22	30546	209	-0.06	          0.25	
600808	马钢股份	-2.53	389014784	4.23	4.23	4.24	913219	56	-0.23	          1.53	
002092	中泰化学	-2.12	385055104	12.90	12.89	12.90	297359	3525	-0.07	          1.46	
600426	华鲁恒升	-3.08	382969408	18.26	18.25	18.26	209010	23	-0.15	          1.29	
000792	盐湖股份	-2.24	379895040	12.68	12.67	12.68	297072	4871	0.00	          1.08	
000568	泸州老窖	-2.37	379823552	60.09	60.09	60.10	62384	483	-0.09	          0.44	
03323	中国建材	-4.28	372682656	7.610	7.600	7.610	48078360	3980000	-0.26	          1.67	
002572	索菲亚	-4.21	368976320	36.88	36.88	36.89	99895	139	-0.04	          1.61	
600176	中国巨石	-3.09	357071872	15.99	15.99	16.00	220794	46	-0.11	          0.76	
600569	安阳钢铁	-2.28	350692352	5.14	5.14	5.15	678014	177	-0.18	          2.83	
600346	恒力股份	-4.97	349451264	15.50	15.48	15.49	220822	1	-0.12	          2.40	
600970	中材国际	-2.30	345409856	9.77	9.76	9.77	352497	22	-0.19	          2.09	
601857	中国石油	-1.57	342018016	8.13	8.13	8.14	418637	146	0.12	          0.03	
600216	浙江医药	-2.19	337256800	15.61	15.60	15.62	212286	6	-0.12	          2.24	
01548	金斯瑞生物科技	-2.20	335584096	24.450	24.450	24.500	13763200	60000	-0.61	          0.79	
02899	紫金矿业	-6.25	330019744	3.750	3.740	3.750	86573432	3586000	0.54	          1.51	
601998	中信银行	-1.54	329416000	7.03	7.02	7.03	468209	100	0.43	          0.15	
600436	片仔癀	-0.84	318002560	74.12	74.10	74.17	43105	24	-0.10	          0.71	
000426	兴业矿业	-4.16	315514400	11.07	11.06	11.07	281975	1250	0.09	          2.12	
002127	南极电商	-1.98	313566752	14.34	14.34	14.35	217699	1191	-0.41	          2.25	
00817	中国金茂	-6.49	304158272	4.610	4.600	4.610	65327560	1298000	0.66	          0.56	
00884	旭辉控股集团	-4.42	301044352	6.490	6.450	6.490	46590968	2894000	1.41	          0.61	
600801	华新水泥	-3.27	297265120	13.59	13.59	13.60	216298	16	0.07	          2.22	
600153	建发股份	-3.42	297123872	12.43	12.40	12.42	236803	60	-0.07	          0.84	
300003	乐普医疗	-1.91	295838080	26.76	26.75	26.76	109448	966	0.11	          0.78	
601666	平煤股份	-4.44	291256960	6.46	6.45	6.47	445623	550	-0.14	          1.89	
300075	数字政通	-0.06	288699232	16.25	16.25	16.26	179506	1805	0.18	          6.55	
002294	信立泰	-4.75	286417088	38.34	38.34	38.35	73830	794	0.03	          0.71	
002709	天赐材料	-2.52	285097408	46.10	46.10	46.11	61828	746	0.09	          3.28	
600015	华夏银行	-1.47	283535776	9.40	9.39	9.40	300188	5	0.00	          0.23	
600919	江苏银行	-1.05	283052832	7.54	7.54	7.55	373622	215	-0.12	          0.63	
002128	露天煤业	-3.32	278735904	10.49	10.48	10.49	263878	1864	0.00	          1.61	
601169	北京银行	-2.00	273343808	7.34	7.34	7.35	368820	10	-0.13	          0.20	
02202	万科企业	-1.65	271908224	35.800	35.750	35.800	7523600	972100	0.14	          0.57	
600810	神马股份	-1.76	267797904	10.60	10.59	10.61	254219	14	-0.46	          5.75	
600499	科达洁能	-2.51	262394208	10.10	10.10	10.11	258304	114	-0.09	          1.83	
000663	永安林业	-10.00	261657952	16.29	--  	16.29	156362	675	0.00	          7.24	
01958	北京汽车	-3.38	260981216	10.300	10.280	10.300	24566556	693000	-0.77	          1.17	
002080	中材科技	-4.57	258651664	21.71	21.70	21.71	116852	1055	-0.08	          2.92	
000709	河钢股份	-1.49	254430128	3.97	3.97	3.98	638526	4220	0.00	          0.60	
002271	东方雨虹	-3.57	250887504	40.00	40.00	40.01	62178	372	0.00	          1.09	
600022	山东钢铁	-1.33	239499056	2.23	2.23	2.24	1070400	379	0.00	          1.00	
300409	道氏技术	-2.29	234869584	51.16	51.15	51.16	45617	143	-0.07	          3.47	
600971	恒源煤电	-3.71	227151200	10.37	10.36	10.37	216095	16	-0.09	          2.16	
600060	海信电器	-3.37	224423008	15.48	15.45	15.46	143885	16	0.13	          1.10	
02600	中国铝业	-2.29	222397040	4.700	4.690	4.700	47088848	2314000	0.00	          1.19	
600219	南山铝业	-1.47	222366960	3.35	3.35	3.36	662702	50	0.00	          0.93	
002188	ST巴士	-5.00	220283792	7.60	--  	7.60	287750	963	0.00	         15.60	
000625	长安汽车	-1.40	217834000	11.96	11.95	11.96	181131	4720	0.00	          0.48	
