代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08392	舍图控股	40.35	148107600	0.800	--  	208420000	110000	0.00	         20.84	  3.32	0.540	
08207	中新控股	-0.99	79309352	1.000	--  	79360000	20000	0.00	          0.35	  3.04	1.010	
08526	荣丰集团亚洲	2.63	75896352	0.390	--  	182310000	100000	-1.27	         31.76	0.00	0.425	
08367	倩碧控股	-1.82	47230804	0.270	--  	171510000	10000	0.00	         21.44	  0.60	0.280	
08473	弥明生活百货	-11.76	41793900	0.600	--  	65050000	30000	-1.64	          5.81	  0.16	0.690	
08479	金泰丰国际控股	29.90	36581160	1.260	--  	29096000	12000	-7.35	          6.93	  3.05	0.970	
08532	宝发控股	-3.57	23087362	0.270	--  	82824000	160000	3.85	         10.35	  0.33	0.285	
08138	同仁堂国药	-0.60	15889481	13.280	--  	1198000	1000	0.61	          0.14	  1.11	13.500	
08291	万成金属包装	24.16	15870091	1.850	--  	8821000	10000	0.00	          2.21	  7.82	1.450	
08359	HYPEBEAST	10.00	15690731	0.660	--  	25203740	60000	4.76	          1.26	  1.01	0.610	
08137	洪桥集团	-6.25	14643861	1.500	--  	9392000	2000	0.00	          0.10	  1.94	1.620	
08227	西安海天天	0.33	14340521	6.090	--  	2332000	3000	-0.65	          0.36	  0.81	6.090	
08238	惠陶集团	-13.95	12632149	0.074	--  	168060000	80000	1.37	          1.95	  0.66	0.087	
08059	朝威控股	3.64	11399601	0.570	--  	20175000	10000	0.00	          2.17	 44.15	0.550	
08379	汇安智能	4.82	10720101	0.435	--  	24000000	30000	0.00	          3.00	  0.23	0.420	
08046	恒芯中国	8.57	10461004	0.038	--  	280184000	260000	0.00	          3.37	  4.20	0.035	
08170	KSL HOLDINGS	5.61	9407610	3.390	--  	2813000	1000	0.00	          0.68	 10.23	3.300	
08469	盛业资本	-0.27	8248681	7.400	--  	1110000	2000	-0.13	          0.15	  0.30	7.490	
08376	方圆房服集团	1.59	7354321	0.640	--  	11088000	12000	0.00	          2.77	  5.86	0.660	
08083	中国创新支付	0.00	6768261	0.450	--  	15156000	68000	0.00	          0.22	  1.14	0.445	
08228	国艺娱乐	-3.85	6477641	0.375	--  	17068000	240000	0.00	          0.38	  0.82	0.390	
08142	德利机械	-2.56	6202501	0.380	--  	15840000	10000	2.70	          1.58	  1.65	0.395	
08522	德益控股	-2.02	6169961	0.970	--  	6256000	4000	1.04	          1.68	  0.49	1.010	
08285	森浩集团	-4.11	6164426	0.350	--  	17560000	10000	2.94	          3.14	  2.52	0.370	
08040	ＤＣＢ控股	0.00	6083101	1.030	--  	5580000	5000	-2.83	          1.74	  0.33	1.030	
08021	汇隆控股	14.71	5529917	0.039	--  	146468000	10000	2.63	          1.15	  7.80	0.034	
08361	中国育儿网络	20.25	5045882	0.475	--  	10569400	10000	4.40	          1.03	  2.67	0.395	
08178	中国信息科技	2.36	4881984	0.130	--  	38736000	120000	0.00	          0.68	 42.02	0.125	
08022	永耀集团控股	0.00	4825440	1.080	--  	4485000	3000	0.93	          0.27	  1.15	1.080	
08156	众彩股份	1.28	4762450	0.790	--  	6045000	5000	0.00	          0.18	  0.60	0.790	
08073	兴业新材料	-2.55	4760752	1.530	--  	3154787	64000	2.00	          0.66	  0.99	1.500	
08136	英马斯集团	-4.94	4658450	0.385	--  	12310000	10000	-1.28	          1.23	  1.49	0.415	
08090	中国融保金融集团	1.14	3932460	0.890	--  	4440000	2000	1.14	          0.25	  1.10	0.890	
08147	汇思太平洋	-3.85	3690160	0.250	--  	14336000	16000	0.00	          0.26	  0.85	0.260	
08158	中国再生医学	5.56	3690140	0.171	--  	22345000	90000	0.59	          0.13	  0.97	0.163	
08078	ＨＭＶ数码中国	-1.64	3518756	0.240	--  	14620416	20000	-0.41	          0.11	 11.89	0.242	
08523	常满控股	-6.86	3247950	0.475	--  	6845000	30000	1.06	          1.71	  0.34	0.500	
08278	CMON	-5.00	3173050	0.285	--  	10890000	10000	1.79	          0.60	  0.92	0.305	
08101	壹家壹品	0.93	3156196	0.108	--  	29400000	8000	0.93	          1.02	  0.32	0.110	
08519	JIA GROUP	-13.96	2985560	0.191	--  	14710000	300000	-1.55	          1.71	  0.55	0.218	
08383	东骏控股	3.80	2962360	0.410	--  	7248000	16000	0.00	          0.91	  2.08	0.415	
08462	桥英控股	2.90	2706800	1.420	--  	1985000	45000	0.71	          0.33	  0.41	1.360	
08427	瑞强集团	-1.79	2647080	0.275	--  	9544000	320000	0.00	          1.54	  0.94	0.280	
08013	ECI TECH	5.00	2588780	0.189	--  	13880000	20000	0.00	          0.87	  0.16	0.180	
08470	莹岚集团	-4.81	2570098	1.780	--  	1392650	8000	0.56	          0.23	  0.22	1.870	
08005	裕兴科技	3.80	2546660	0.820	--  	3050000	20000	1.23	          0.17	  9.03	0.790	
08535	荧德控股	-1.96	2465400	0.150	--  	16600000	80000	1.35	          1.38	  0.36	0.153	
08293	星亚控股	0.46	2418000	22.000	--  	110000	5000	0.00	          0.04	  1.33	21.900	
08422	ＷＴ集团	0.00	2313500	1.300	--  	1790000	10000	-1.52	          0.18	  1.20	1.260	
08450	钜京控股	-6.40	2240360	0.190	--  	11700000	30000	0.00	          1.17	  0.46	0.204	
08300	皇玺餐饮集团	1.55	2208240	0.131	--  	16940000	140000	0.00	          0.64	  0.77	0.131	
08217	联旺集团	-4.84	2205150	0.295	--  	7260000	60000	0.00	          0.58	  1.00	0.310	
08307	密迪斯肌	0.00	2026680	0.530	--  	3792000	40000	0.00	          0.79	  1.43	0.520	
08413	亚洲杂货	-1.74	1977970	0.226	--  	8670000	10000	0.44	          0.75	  0.52	0.240	
08191	鸿伟亚洲	1.67	1953600	0.305	--  	6408000	6180000	0.00	          0.77	  1.65	0.305	
08279	亚博科技控股	2.22	1900920	0.920	--  	2084000	8000	2.22	          0.02	  1.43	0.910	
08071	中彩网通控股	-7.73	1779805	0.179	--  	9810000	55000	-1.65	          0.21	  2.52	0.197	
08100	智易控股	-2.44	1767720	0.400	--  	4350000	6000	0.00	          0.98	  0.78	0.410	
08157	象兴国际	0.00	1748900	0.300	--  	5760000	20000	0.00	          0.58	  0.81	0.300	
08325	中国支付通	0.00	1707100	0.950	--  	1740000	50000	0.00	          0.11	  3.67	0.960	
08193	汉华专业服务	10.20	1669495	0.054	--  	32255000	580000	0.00	          0.55	  3.42	0.050	
08163	万德金融	1.23	1584285	0.082	--  	19592500	400000	1.23	          0.96	 26.12	0.080	
08513	迎宏控股	-8.93	1569400	0.510	--  	3012000	32000	0.00	          0.75	  0.57	0.560	
08089	华人策略控股	0.00	1539814	3.000	--  	519400	1800	2.74	          0.25	  1.12	3.000	
08265	中国之信集团	0.00	1528560	3.000	--  	508000	24000	-0.33	          0.02	  1.91	3.000	
08255	神州数字	-1.98	1516860	0.990	--  	1602000	6000	-1.00	          0.33	  5.13	1.000	
08257	靖洋集团	-3.33	1505695	0.290	--  	5131000	10000	0.00	          0.51	  1.11	0.300	
08055	中国网络信息科技	2.67	1438480	0.385	--  	3688000	8000	0.00	          0.10	  0.36	0.385	
08446	ITP HOLDINGS	-10.00	1375900	3.870	--  	350000	10000	7.20	          0.04	  1.17	4.000	
08426	雅居投资控股	5.03	1359350	0.209	--  	6770000	380000	3.98	          0.85	  5.07	0.200	
08232	CLASSIFIED GP	10.09	1351900	1.200	--  	1130000	5000	0.00	          0.25	  3.58	1.100	
08410	安领国际	-3.01	1346300	1.290	--  	1040000	10000	-0.77	          0.10	  0.67	1.310	
08043	ATLINKS	0.00	1341050	0.660	--  	2060000	5000	-1.49	          0.52	  0.28	0.670	
08328	信义香港	0.00	1319955	2.150	--  	611250	20000	0.00	--  	 49.33	2.120	
08455	礼建德集团	4.91	1297200	1.710	--  	760000	100000	0.00	          0.10	  6.44	1.630	
08181	港深联合	0.00	1291080	0.350	--  	3736000	40000	0.00	          0.44	  0.43	0.345	
08321	泰锦控股	-5.07	1274740	0.206	--  	6090000	30000	0.00	          0.76	  1.00	0.211	
08175	中国数码文化	-1.41	1173600	0.700	--  	1690000	30000	0.00	          0.09	  0.70	0.700	
08371	尝高美集团	-3.41	1114400	0.850	--  	1308000	20000	-2.30	          0.33	  1.81	0.850	
08308	古兜控股	-4.37	1095640	1.970	--  	556000	8000	1.03	          0.06	  1.14	2.030	
08065	高萌科技	8.24	1075725	0.460	--  	2425000	5000	0.00	          0.61	  0.40	0.420	
