代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
01299	友邦保险	3.72	2795591168	65.550	65.550	65.600	42629636	4531600	-0.23	          0.35	
300104	乐视网	3.03	1907703936	5.44	5.44	5.45	3562522	113615	0.74	         11.79	
600460	士兰微	0.06	1904602240	15.86	15.86	15.87	1203605	177	0.32	          9.65	
002230	科大讯飞	1.05	1748857728	55.09	55.09	55.10	315532	4995	0.04	          2.67	
300017	网宿科技	7.61	1645751936	12.30	12.30	12.31	1357541	16968	-0.39	          8.46	
002236	大华股份	0.86	1483461376	29.40	29.40	29.41	510105	12886	0.44	          3.00	
600160	巨化股份	2.50	1483079680	12.30	12.28	12.29	1202453	115	-0.48	          5.88	
002049	紫光国芯	0.38	1459970688	42.48	42.47	42.48	344338	4838	-0.18	          5.71	
600487	亨通光电	0.61	1457536256	38.18	38.19	38.20	376275	41	0.03	          3.03	
002241	歌尔股份	2.14	1450023808	15.25	15.25	15.26	950813	6822	0.07	          3.50	
600703	三安光电	1.31	1326404864	25.45	25.45	25.46	517086	26	-0.15	          1.27	
300618	寒锐钴业	1.59	1307951744	280.95	280.95	280.96	46448	402	0.00	         15.48	
002456	欧菲科技	0.61	1287857280	21.45	21.45	21.46	591367	3862	0.05	          2.23	
300251	光线传媒	3.97	1263378688	13.10	13.09	13.10	976704	13487	0.00	          3.55	
601012	隆基股份	1.93	1258071168	34.82	34.82	34.85	361171	24	-0.16	          1.83	
002129	中环股份	3.13	1242068224	8.91	8.91	8.92	1376260	7937	0.00	          5.20	
300113	顺网科技	4.56	1210690304	23.60	23.60	23.61	516880	6431	-0.16	         11.19	
300136	信维通信	0.27	1184793344	40.20	40.19	40.20	293369	1981	-0.04	          3.94	
002635	安洁科技	6.34	1150275712	23.16	23.16	23.17	497308	4372	0.35	         15.60	
000977	浪潮信息	5.06	1117490688	18.70	18.69	18.70	598509	8261	-0.10	          4.66	
000503	海虹控股	9.91	1051353344	34.95	34.95	34.96	311067	1572	-0.05	          3.46	
002027	分众传媒	2.42	1021511680	14.81	14.81	14.82	687846	5279	0.07	          1.19	
02689	玖龙纸业	8.26	970063168	13.900	13.880	13.900	72239592	1305000	0.43	          1.55	
300058	蓝色光标	3.85	964150272	7.55	7.54	7.55	1299276	15868	-0.25	          7.73	
000807	云铝股份	1.30	934837888	8.59	8.58	8.59	1110123	21226	0.00	          4.93	
00027	银河娱乐	1.02	931230208	69.350	69.350	69.400	13401902	964000	0.22	          0.31	
603056	德邦股份	5.99	923447232	22.81	22.80	22.81	407560	12	0.04	         40.76	
600584	长电科技	0.57	893443136	19.50	19.49	19.50	451645	30	-0.09	          4.59	
002008	大族激光	0.18	881505088	55.10	55.09	55.10	158675	1235	-0.03	          1.60	
300027	华谊兄弟	3.75	869318336	9.97	9.96	9.97	885563	8500	0.10	          4.61	
002839	张家港行	1.77	858033088	9.78	9.78	9.79	879077	11950	0.00	         10.54	
000100	TCL 集团	1.36	829805888	3.72	3.71	3.72	2276312	28844	0.27	          1.94	
600522	中天科技	0.56	812941184	12.52	12.52	12.53	644470	95	0.40	          2.36	
