代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
300110	华仁药业	-2.88	2481186304	6.41	6.41	6.42	3860102	52211	-0.46	         32.65	
000506	中润资源	-7.05	817494656	4.48	4.48	4.49	1851349	4012	0.45	         19.94	
600664	哈药股份	-8.61	717783488	5.31	5.30	5.31	1298689	28	0.19	          5.21	
00215	和记电讯香港	-14.67	585931712	2.850	2.840	2.850	204596528	1984000	0.00	          4.25	
002278	神开股份	0.68	412821088	10.44	10.43	10.44	398551	1567	-0.37	         11.65	
300566	激智科技	-1.99	302188608	28.52	28.52	28.53	108998	379	-0.03	         14.98	
000663	永安林业	-10.00	261657952	16.29	--  	16.29	156362	675	0.00	          7.24	
002188	ST巴士	-5.00	220283792	7.60	--  	7.60	287750	963	0.00	         15.60	
000910	大亚圣象	-4.31	178332720	21.53	21.52	21.53	82435	273	-0.04	          1.56	
600829	人民同泰	-8.25	174065312	11.23	11.22	11.24	152645	33	0.54	          2.63	
600212	江泉实业	-5.69	158118384	7.95	7.91	7.93	202925	14	1.53	          3.97	
002729	好利来	-9.99	157974496	40.46	--  	40.46	38657	261	0.00	          5.80	
600622	光大嘉宝	-3.00	103469632	13.88	13.89	13.90	74665	8	0.14	          1.12	
002112	三变科技	-9.22	84282208	11.52	11.52	11.57	73603	2436	-3.10	          4.03	
002810	山东赫达	-6.67	68218992	20.02	20.02	20.18	32846	3072	-0.73	          6.42	
01826	丰展控股	-9.04	48743204	1.510	--  	--  	33570000	40000	-0.66	          2.72	
00142	第一太平	2.34	43785172	4.820	4.810	4.820	9174343	690000	0.21	          0.21	
300492	山鼎设计	-10.00	30095674	41.38	--  	41.38	7273	128	0.00	          2.94	
00672	众安房产	-3.13	22639456	0.620	--  	--  	37035800	201000	-1.59	          0.63	
01310	香港宽频	-1.24	18550458	8.790	8.790	8.850	2091500	161500	-0.68	          0.21	
01572	中国艺术金融	-8.65	13454059	0.950	--  	--  	14067640	24000	-1.04	          0.88	
数据来源:通达信
