代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
02828	恒生中国企业	-0.89	2390234880	--  	--  	19328952	135600	0.16	--  	  1.36	122.300	125.400	
02800	盈富基金	-0.97	1494145152	--  	--  	48762656	1030000	0.16	--  	  1.16	30.450	30.900	
02822	南方Ａ５０	-0.37	1076470400	--  	--  	66311596	1092200	0.00	--  	  1.24	16.140	16.420	
02823	安硕Ａ５０	-0.51	599373696	--  	--  	37849940	1345400	0.00	--  	  0.97	15.760	16.000	
00823	领展房产基金	-0.60	361768512	--  	--  	5436647	1147000	0.23	--  	  0.86	66.800	67.150	
07228	ＦＬ二　三星国指	-2.05	240152176	--  	--  	27530000	4000	0.23	--  	  1.36	8.640	8.920	
03188	华夏沪深三百	-0.49	239667040	--  	--  	4687509	284000	0.20	--  	  0.60	51.050	51.500	
07300	ＦＩ南方恒指	0.94	135201136	--  	--  	25228500	7000	-0.19	--  	  0.97	5.390	5.410	
07288	ＦＬ二南方国指	-1.91	91309520	--  	--  	8799000	58700	0.19	--  	  0.80	10.280	10.660	
07205	ＦＬ二　三星恒指	-2.01	77780352	--  	--  	7861600	2000	0.10	--  	  1.65	9.840	10.040	
07221	ＦＬ二华夏恒指	-1.96	61468344	--  	--  	4661700	20000	0.31	--  	  1.12	13.120	13.400	
07267	ＦＬ二华夏国指	-2.24	60339072	--  	--  	5229200	138800	0.71	--  	  0.98	11.440	11.780	
07230	ＦＬ二未来国指	-1.83	51926816	--  	--  	4781600	1200	0.38	--  	  1.48	10.760	11.100	
07200	ＦＬ二南方恒指	-2.00	39747940	--  	--  	3360400	500	0.17	--  	  0.42	12.000	12.100	
07341	ＦＩ华夏国指	1.13	36731148	--  	--  	5894200	10000	0.00	--  	  2.65	6.230	6.280	
07242	ＦＬ二易方达恒指	-1.99	35090124	--  	--  	4727100	1000	0.14	--  	  1.16	7.430	7.530	
07336	ＦＩ未来恒指	1.08	24274884	--  	--  	4307900	3000	0.00	--  	  4.34	5.600	5.640	
07312	ＦＩ　三星恒指	0.90	23073794	--  	--  	5136200	4000	0.00	--  	  2.15	4.480	4.530	
02833	恒指ＥＴＦ	-0.97	18080016	--  	--  	586326	10000	0.16	--  	  1.47	30.950	31.150	
03121	ＢＭＯ亚太房地产	-0.18	16972810	--  	--  	1531000	20000	0.00	--  	 75.34	11.020	11.040	
03161	易亚中概股	0.00	16532185	--  	--  	1146400	20000	0.14	--  	  6.91	14.400	14.540	
83115	安硕恒生指数－Ｒ	-0.96	14146201	--  	--  	160000	2000	-0.62	--  	  1.78	88.450	88.450	
00778	置富产业信托	0.65	13092776	--  	--  	1412780	75000	0.11	--  	  0.99	9.250	9.300	
00405	越秀房产信托基金	-0.19	12306877	--  	--  	2361687	25000	0.00	--  	  0.45	5.230	5.230	
07388	ＦＩ南方国指	1.08	12286834	--  	--  	2185100	20000	-0.18	--  	  0.46	5.600	5.670	
02840	ＳＰＤＲ金ＥＴＦ	0.92	11868636	--  	--  	11970	300	-0.05	--  	  0.65	991.500	992.500	
07321	ＦＩ华夏恒指	0.84	11561970	--  	--  	1942100	500	-0.33	--  	  0.76	5.940	5.990	
83010	安硕亚洲除日－Ｒ	0.54	10972651	--  	--  	237500	5000	0.00	--  	  3.12	46.200	46.300	
07210	ＸＬ二易亚中概股	-0.74	10313540	--  	--  	513000	20000	0.75	--  	  2.91	19.960	20.400	
07231	ＦＬ二未来恒指	-1.93	9751648	--  	--  	789300	3000	0.00	--  	  0.55	12.360	12.560	
87001	汇贤产业信托	-0.31	9552627	--  	--  	2950764	52000	0.00	--  	  1.68	3.250	3.250	
07328	ＦＩ　三星国指	0.86	8141859	--  	--  	1743600	1000	-0.21	--  	  0.85	4.740	4.740	
83188	华夏沪深三百－Ｒ	-0.85	7886030	--  	--  	190871	10200	0.00	--  	  1.43	41.700	41.700	
03115	安硕恒生指数	-1.00	7453172	--  	--  	68730	13890	0.28	--  	  0.90	109.200	110.000	
82823	安硕Ａ５０－Ｒ	-0.78	7151721	--  	--  	559700	142100	0.00	--  	 11.33	12.900	12.900	
03040	未来ＭＳＣＩ中国	-0.41	6752565	--  	--  	185480	40000	0.55	--  	  3.02	36.250	36.650	
07362	ＦＩ未来国指	1.20	5645898	--  	--  	967200	3000	0.00	--  	  3.91	5.870	5.920	
82828	恒生中国企业－Ｒ	-1.24	5035000	--  	--  	50000	13000	-1.04	--  	  2.93	100.700	100.700	
03167	南方中国新行业	-0.64	4808752	--  	--  	61454	900	0.00	--  	  0.83	78.350	78.750	
82822	南方Ａ５０－Ｒ	-0.61	4474568	--  	--  	342117	16600	0.31	--  	  0.40	13.000	13.200	
02778	冠君产业信托	-0.36	4141983	--  	--  	744600	151000	-0.18	--  	  0.22	5.550	5.600	
03173	ＰＰ中国新经济	0.12	3421295	--  	--  	396341	10500	0.35	--  	  2.04	8.620	8.650	
02803	ＰＰ中国基石经济	0.58	3376100	--  	--  	391000	12000	0.35	--  	  3.29	8.650	8.660	
07322	ＸＩ未来标普	1.31	3363230	--  	--  	271600	14700	0.00	--  	  2.17	12.380	12.480	
03010	安硕亚洲除日	-0.52	3105749	--  	--  	54218	2000	0.00	--  	  1.44	57.100	57.300	
02838	恒生富时中国５０	-1.30	2605320	--  	--  	12200	1000	0.19	--  	  1.79	215.400	216.000	
02836	安硕印度	-1.47	2355970	--  	--  	100136	400	0.00	--  	  1.68	23.800	23.800	
03046	价值中国ＥＴＦ	-0.74	2345700	--  	--  	50500	500	0.00	--  	  3.81	46.450	47.100	
00808	泓富产业信托	0.29	2065391	--  	--  	609427	35000	0.29	--  	  0.68	3.400	3.400	
03147	南方中创业板	-0.38	1951482	--  	--  	244600	10000	-0.13	--  	  0.61	8.010	8.020	
03140	领航标普５００	-1.02	1886613	--  	--  	97434	42300	0.00	--  	  1.16	19.520	19.520	
00435	阳光房地产基金	0.19	1773869	--  	--  	333365	10000	0.00	--  	  0.24	5.350	5.350	
01275	开元产业信托	-0.42	1650340	--  	--  	699000	270000	0.42	--  	  5.72	2.380	2.380	
03092	ＴＲ泰国	-1.15	1633090	--  	--  	7300	3600	0.00	--  	  1.87	223.600	225.000	
03081	价值黄金	0.93	1517938	--  	--  	46717	2700	-0.15	--  	  0.98	32.550	32.650	
03086	ＢＭＯ纳斯达克	-1.14	1430308	--  	--  	103200	1000	0.00	--  	  6.51	13.840	13.880	
03101	领航富时发展欧洲	0.10	1201346	--  	--  	60921	2600	-0.40	--  	  1.29	19.780	19.840	
07261	ＦＬ二华夏纳一百	-2.03	1175660	--  	--  	40600	5000	0.52	--  	  0.86	29.050	29.200	
01881	富豪产业信托	-0.83	1168387	--  	--  	486314	1000	-0.42	--  	  0.60	2.410	2.410	
00820	汇丰中国翔龙基金	0.53	813110	--  	--  	72000	1000	0.18	--  	  1.23	11.220	11.320	
03020	ＸＴＲ美国	-0.88	811223	--  	--  	1440	60	0.18	--  	  0.98	563.500	564.500	
03095	价值中国Ａ股	0.35	796090	--  	--  	91500	6500	-0.35	--  	  0.61	8.700	8.740	
02801	安硕中国ＥＴＦ	-1.53	793814	--  	--  	27133	600	0.00	--  	  0.19	29.450	29.500	
02834	安硕纳指一百	-0.93	760236	--  	--  	59500	100	0.00	--  	 10.90	12.740	12.820	
02827	标智沪深３００	-0.25	660860	--  	--  	16600	800	0.13	--  	  0.15	39.850	40.000	
03027	ＸＴＲ俄罗斯	-1.94	586313	--  	--  	25875	5000	0.44	--  	  2.52	22.600	22.700	
07331	ＦＩ华夏纳一百	0.95	582530	--  	--  	54900	400	-0.56	--  	  1.53	10.600	10.680	
