代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601398	工商银行	1.22	2620109824	0.08	6.63	6.64	3933426	1225	-0.14	          0.15	6.59	
600036	招商银行	2.43	2596877568	0.73	30.75	30.76	842334	105	-0.44	          0.41	30.50	
601288	农业银行	0.25	2469408000	0.01	4.04	4.05	6061359	586	-0.24	          0.21	4.06	
000858	五 粮 液	0.05	2102488960	0.04	73.27	73.28	283761	2742	0.00	          0.75	73.24	
601166	兴业银行	0.56	1980622464	0.10	18.03	18.04	1091923	87	-0.21	          0.57	18.07	
601939	建设银行	1.85	1980308224	0.15	8.25	8.26	2383800	377	-0.11	          2.48	8.19	
000333	美的集团	0.11	1183915648	0.06	56.26	56.28	208925	2122	0.07	          0.33	56.26	
601009	南京银行	0.67	922849984	0.06	9.06	9.07	1003951	215	-0.10	          1.24	9.20	
601988	中国银行	0.72	909904640	0.03	4.21	4.22	2149248	740	0.24	          0.10	4.21	
002142	宁波银行	2.97	749764608	0.59	20.48	20.49	365708	4206	0.34	          0.81	19.99	
002508	老板电器	0.41	648294272	0.16	39.03	39.04	166211	2076	0.03	          1.78	38.61	
601998	中信银行	0.30	483334688	0.02	6.74	6.75	708947	60	0.00	          0.22	6.77	
600809	山西汾酒	3.29	442565920	1.81	56.69	56.70	77919	1	0.50	          0.90	55.08	
002714	牧原股份	3.58	406200960	1.65	47.78	47.79	86128	690	0.06	          1.44	46.08	
01093	石药集团	1.37	311757120	0.240	17.740	17.760	17550986	984000	-0.11	          0.28	17.620	
02020	安踏体育	2.83	215282960	1.100	39.850	40.000	5461500	382000	0.38	          0.20	38.550	
600779	水井坊	0.87	209201392	0.37	43.06	43.07	48239	2	0.14	          0.99	42.51	
601877	正泰电器	0.55	189499744	0.13	23.77	23.78	79988	125	0.25	          0.47	23.70	
600197	伊力特	1.42	180225664	0.29	20.71	20.72	86623	6	-0.18	          1.96	20.47	
002048	宁波华翔	1.72	164145216	0.34	20.15	20.16	81523	952	-0.29	          1.77	19.83	
000910	大亚圣象	2.89	149188272	0.60	21.31	21.35	69575	325	0.85	          1.32	20.80	
00267	中信股份	0.53	108867904	0.060	11.340	11.360	9639245	1206000	0.00	          0.03	11.200	
000596	古井贡酒	0.02	108627504	0.01	61.48	61.50	17570	188	0.62	          0.46	61.25	
00880	澳博控股	0.82	98312192	0.060	7.410	7.420	13339717	796000	0.27	          0.24	7.320	
000921	海信科龙	0.45	97266768	0.06	13.39	13.40	72424	1012	-0.06	          0.80	13.32	
603589	口子窖	0.95	95350696	0.41	43.40	43.43	22016	4	0.25	          0.75	42.90	
600112	*ST天成	4.17	84449888	0.19	4.73	4.75	181617	1655	1.06	          3.57	4.55	
000418	小天鹅Ａ	1.11	84400384	0.77	70.14	70.15	12043	111	0.04	          0.27	69.85	
02338	潍柴动力	0.59	80109560	0.050	8.540	8.550	9368664	393000	0.12	          0.48	8.500	
600559	老白干酒	0.31	78077104	0.08	26.18	26.19	29842	1	0.19	          0.85	26.05	
002570	贝因美	1.56	61523308	0.08	5.21	5.22	118472	2209	-0.18	          1.16	5.15	
600054	黄山旅游	0.38	55081704	0.05	13.12	13.13	42066	14	0.08	          0.82	13.07	
01317	枫叶教育	1.01	51819172	0.100	9.950	9.960	5154194	4000	-0.10	          0.35	9.870	
600130	波导股份	0.29	50924164	0.02	7.01	7.02	72833	38	0.43	          0.95	7.00	
000708	大冶特钢	0.72	47330544	0.08	11.25	11.26	42052	1049	-0.08	          0.94	11.19	
03311	中国建筑国际	0.95	47023340	0.100	10.640	10.660	4404961	662000	-0.19	          0.09	10.520	
600239	云南城投	0.65	47000220	0.03	4.66	4.67	99734	20	0.00	          0.62	4.69	
600871	石化油服	0.88	44421872	0.02	2.28	2.29	194384	559	0.44	          0.16	2.27	
03606	福耀玻璃	0.16	43021896	0.050	32.250	32.300	1334800	106400	0.31	          0.26	32.500	
02386	中石化炼化工程	2.98	37705288	0.220	7.600	7.610	4985500	101500	0.00	          0.34	7.380	
00069	香格里拉（亚洲）	0.11	37550652	0.020	17.480	17.500	2142355	476000	0.11	          0.06	17.700	
600377	宁沪高速	0.10	36810180	0.01	9.78	9.79	37484	30	0.00	          0.10	9.78	
02666	环球医疗	0.47	36325312	0.030	6.390	6.400	5670500	212000	-0.16	          0.33	6.360	
00606	中国粮油控股	0.30	32425974	0.010	3.330	3.350	9677323	430000	0.90	          0.18	3.340	
002372	伟星新材	0.10	31575818	0.02	20.20	20.22	15631	136	0.15	          0.18	20.38	
600653	申华控股	0.43	31488682	0.01	2.35	2.36	134328	2	0.00	          0.77	2.33	
600575	皖江物流	0.27	30434038	0.01	3.71	3.72	82164	50	-0.26	          0.26	3.71	
01458	周黑鸭	1.23	28298632	0.100	8.240	8.250	3421000	56500	0.12	          0.14	8.230	
00308	香港中旅	0.70	24418018	0.020	2.860	2.870	8549202	92000	0.35	          0.16	2.840	
00119	保利置业集团	0.25	22040494	0.010	3.970	3.980	5509443	39000	-0.25	          0.15	3.940	
600706	曲江文旅	1.55	21053102	0.27	17.78	17.79	11929	2	-0.44	          0.67	17.49	
002053	云南能投	0.94	17345710	0.10	10.76	10.78	16075	595	-0.27	          0.43	10.69	
002286	保龄宝	0.88	13800835	0.09	10.27	10.28	13490	313	0.10	          0.47	10.20	
02877	神威药业	0.91	13361061	0.100	11.080	11.140	1199000	11000	-0.18	          0.14	10.860	
00815	中国白银集团	2.67	12770231	0.050	--  	--  	6630000	2000	0.52	          0.41	1.880	
00439	光启科学	1.51	11304371	0.030	2.000	2.020	5589000	64000	0.50	          0.09	1.960	
600083	博信股份	0.05	11198024	0.01	19.35	19.36	5790	23	0.10	          0.25	19.37	
603199	九华旅游	0.34	10882812	0.09	26.90	26.91	4035	65	0.07	          0.55	26.91	
01196	伟禄集团	1.98	10705031	0.100	5.130	5.140	2103000	2000	0.00	          0.18	5.040	
03969	中国通号	0.50	9791845	0.030	6.000	6.030	1632502	30000	0.17	          0.08	6.040	
002832	比音勒芬	0.16	8950981	0.09	56.55	56.77	1566	4	0.42	          0.34	57.31	
01138	中远海能	0.23	7878501	0.010	4.240	4.270	1844000	10000	0.71	          0.14	4.260	
00061	绿领控股	6.25	7412381	0.025	--  	--  	17550500	70000	0.00	          0.24	0.400	
01263	柏能集团	0.35	6783591	0.020	--  	--  	1172000	2000	-0.17	          0.26	5.670	
00861	神州控股	1.15	6464090	0.050	4.380	4.390	1472855	12000	0.00	          0.09	4.380	
数据来源:通达信
