代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
08473	弥明生活百货	-2.50	31460302	--  	--  	39850000	10000	0.00	          3.56	  0.25	0.790	0.820	
08483	名仕快相	4.76	29110682	--  	--  	88968000	80000	0.00	         11.12	  0.74	0.310	0.340	
08207	中新控股	-3.16	18155000	--  	--  	19584000	12000	0.00	          0.09	  0.55	0.940	0.950	
08392	舍图控股	3.92	17243450	--  	--  	33350000	50000	3.92	          3.34	  0.25	0.500	0.550	
08138	同仁堂国药	3.68	15691910	--  	--  	1155020	1000	0.74	          0.14	  1.45	13.060	13.800	
08227	西安海天天	0.50	15200031	--  	--  	2535000	3000	-0.17	          0.39	  1.27	6.040	6.070	
08469	盛业资本	-0.27	15091161	--  	--  	2014000	2000	-1.06	          0.27	  0.68	7.590	7.600	
08062	俊盟国际	15.22	12141826	--  	--  	24815000	30000	0.00	          5.17	  4.60	0.465	0.530	
08279	亚博科技控股	-3.49	10599321	--  	--  	12492000	24000	-1.19	          0.11	  7.15	0.860	0.860	
08137	洪桥集团	0.00	10491720	--  	--  	6358000	60000	0.00	          0.06	  1.11	1.640	1.690	
08083	中国创新支付	-1.05	9461400	--  	--  	20108000	8000	0.00	          0.29	  1.01	0.480	0.480	
08479	金泰丰国际控股	-0.91	9202720	--  	--  	4052000	12000	-0.46	          0.96	  0.36	2.100	2.450	
08101	壹家壹品	2.63	8907356	--  	--  	77376000	80000	0.86	          2.68	  1.67	0.115	0.119	
08198	乐透互娱	22.91	7212937	--  	--  	32800000	1080000	0.00	          1.04	 68.91	0.182	0.243	
08128	中国地能	3.12	7114337	--  	--  	41250000	56000	0.00	          1.02	  0.72	0.160	0.188	
08275	永勤集团控股	4.20	7091401	--  	--  	5020000	10000	0.68	          0.84	  0.33	1.430	1.530	
08055	中国网络信息科技	2.74	6711561	--  	--  	18472000	240000	0.00	          0.49	  3.07	0.365	0.375	
08522	德益控股	1.68	6686001	--  	--  	5624000	28000	1.68	          1.51	  1.16	1.160	1.230	
08022	永耀集团控股	1.85	6293071	--  	--  	5739000	60000	0.00	          0.35	  0.92	1.100	1.120	
08429	冰雪集团	5.33	5591051	--  	--  	7120000	5000	1.28	          1.48	  7.25	0.760	0.820	
08359	HYPEBEAST	-1.39	5581001	--  	--  	7880000	40000	1.43	          0.39	  0.18	0.720	0.750	
08462	桥英控股	3.07	5443201	--  	--  	3205000	150000	0.00	          0.53	  1.20	1.640	1.780	
08001	东方汇财证券	7.59	5167800	--  	--  	6120000	40000	3.66	          1.42	  4.87	0.790	0.860	
08292	盛良物流	-11.11	4988400	--  	--  	3870000	10000	1.59	          0.48	  0.70	1.420	1.420	
08356	中国新华电视	10.00	4385220	--  	--  	43540000	100000	0.00	          1.07	  5.57	0.090	0.115	
08100	智易控股	0.00	4126120	--  	--  	10148000	6000	1.23	          2.28	  2.06	0.410	0.410	
08156	众彩股份	0.00	4060230	--  	--  	4966000	150000	0.00	          0.15	  0.49	0.830	0.830	
08491	COOL LINK	2.20	3980875	--  	--  	8245000	5000	0.00	          1.37	  1.63	0.445	0.510	
08337	直通电讯	-13.46	3843250	--  	--  	20880000	30000	1.69	          0.67	  0.17	0.208	0.210	
08256	金利通	-29.63	3770724	--  	--  	91938000	2000000	-2.56	          7.57	  1.59	0.050	0.050	
08073	兴业新材料	-1.32	3517240	--  	--  	2352000	92000	0.00	          0.49	  1.03	1.510	1.520	
08228	国艺娱乐	0.00	3494800	--  	--  	9700000	20000	1.39	          0.21	  0.40	0.365	0.365	
08147	汇思太平洋	-0.80	3040736	--  	--  	12188000	12000	0.81	          0.22	  0.86	0.255	0.255	
08089	华人策略控股	-1.47	2870556	--  	--  	1060800	1800	1.89	          0.51	  0.87	2.730	2.730	
08470	莹岚集团	-2.94	2750400	--  	--  	1624000	64000	0.00	          0.27	  0.60	1.720	1.730	
08090	中国融保金融集团	-3.45	2724300	--  	--  	3134000	6000	-2.33	          0.18	  1.94	0.850	0.880	
08437	德斯控股	0.00	2651680	--  	--  	4744000	8000	0.00	          0.79	 10.44	0.560	0.580	
08367	倩碧控股	-6.00	2553490	--  	--  	10620000	180000	-1.26	          1.33	  0.25	0.250	0.250	
08269	富誉控股	7.76	2451590	--  	--  	21490000	10000	5.04	          2.62	 19.84	0.116	0.125	
08415	乐嘉思控股	4.72	2292740	--  	--  	9440000	50000	0.00	          0.84	  3.14	0.226	0.260	
08257	靖洋集团	-7.14	2254450	--  	--  	8370000	10000	0.00	          0.84	  2.46	0.285	0.290	
08300	皇玺餐饮集团	0.00	2237460	--  	--  	16940000	1000000	-0.76	          0.64	  0.31	0.131	0.134	
08047	中国海洋捕捞	5.45	2234172	--  	--  	3892400	12000	0.00	          0.13	  1.11	0.550	0.590	
