代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	
601318	中国平安	-0.78	4086838784	-0.54	68.74	68.76	590555	127	0.07	          0.55	68.98	70.18	
600901	江苏租赁	-1.59	3724494592	-0.19	11.79	11.80	3195409	263	-0.24	         49.93	12.00	12.75	
000725	京东方Ａ	-2.07	3630404352	-0.12	5.66	5.67	6363940	46189	0.00	          1.88	5.78	5.79	
002460	赣锋锂业	3.01	3378827520	2.17	74.19	74.20	458992	5194	0.38	          8.83	72.17	75.00	
600460	士兰微	6.21	3247232000	0.99	16.91	16.92	1934547	164	-0.40	         15.51	15.80	17.34	
600887	伊利股份	-3.28	3061321216	-1.05	30.94	30.95	979206	76	0.32	          1.62	31.95	32.06	
601398	工商银行	1.22	2620109824	0.08	6.63	6.64	3933426	1225	-0.14	          0.15	6.59	6.73	
600036	招商银行	2.43	2596877568	0.73	30.75	30.76	842334	105	-0.44	          0.41	30.50	31.08	
600519	贵州茅台	-1.14	2480929024	-8.22	709.91	710.20	34596	5	0.00	          0.28	715.00	724.00	
601288	农业银行	0.25	2469408000	0.01	4.04	4.05	6061359	586	-0.24	          0.21	4.06	4.11	
600030	中信证券	-0.81	2345101824	-0.15	18.28	18.29	1275174	184	0.16	          1.30	18.30	18.66	
000830	鲁西化工	-8.29	2299195904	-1.75	19.35	19.36	1157634	15147	0.68	          7.91	20.98	20.98	
601600	中国铝业	-3.62	2248522240	-0.20	5.31	5.32	4195780	151	0.19	          3.83	5.40	5.44	
000732	泰禾集团	0.26	2199731200	0.08	31.27	31.28	691343	10941	-0.05	          5.56	31.78	32.82	
000858	五 粮 液	0.05	2102488960	0.04	73.27	73.28	283761	2742	0.00	          0.75	73.24	75.08	
603799	华友钴业	0.33	2051224576	0.40	120.85	120.86	170137	245	0.05	          2.91	120.01	122.82	
601166	兴业银行	0.56	1980622464	0.10	18.03	18.04	1091923	87	-0.21	          0.57	18.07	18.21	
601939	建设银行	1.85	1980308224	0.15	8.25	8.26	2383800	377	-0.11	          2.48	8.19	8.42	
600588	用友网络	-0.57	1949532288	-0.23	40.05	40.07	485908	8	0.35	          3.33	40.40	41.37	
002049	紫光国芯	0.75	1909424384	0.35	47.28	47.29	398255	5096	-0.12	          6.61	47.00	48.97	
600903	贵州燃气	9.99	1831068672	2.87	31.59	--  	599757	3	0.00	         49.18	28.36	31.59	
603993	洛阳钼业	-2.13	1811584256	-0.19	8.72	8.73	2055969	370	-0.10	          1.59	8.88	9.01	
601360	三六零	-4.88	1778637568	-2.46	47.91	47.93	362709	11	-0.38	          9.13	50.48	51.40	
600048	保利地产	-0.90	1759589632	-0.14	15.42	15.43	1131348	59	0.26	          0.96	15.47	15.86	
000063	中兴通讯	-1.89	1749699840	-0.63	32.66	32.67	532888	7978	-0.05	          1.55	33.10	33.11	
000001	平安银行	-0.41	1744085248	-0.05	12.04	12.05	1427570	9775	-0.16	          0.84	12.15	12.34	
000651	格力电器	-0.29	1731324160	-0.15	51.71	51.72	333013	2950	-0.05	          0.56	51.87	52.49	
300353	东土科技	2.19	1720635392	0.38	17.71	17.72	944873	9496	-0.27	         28.83	17.60	19.06	
600516	方大炭素	-1.80	1646012288	-0.49	26.75	26.76	613668	183	0.00	          3.57	27.00	27.24	
002230	科大讯飞	-0.69	1637562496	-0.40	57.61	57.63	283720	4054	-0.13	          2.40	57.90	58.49	
002466	天齐锂业	-0.70	1581910656	-0.43	60.80	60.81	259492	1350	0.05	          2.29	61.38	62.00	
600728	佳都科技	0.97	1489432960	0.10	10.43	10.44	1443169	1765	0.39	         10.47	10.12	10.57	
000933	神火股份	1.45	1473698560	0.12	8.37	8.38	1730439	22531	0.24	          9.11	8.61	8.74	
002929	润建通信	10.00	1461968640	4.59	50.49	--  	294129	367	0.00	         53.30	49.00	50.49	
000807	云铝股份	-1.15	1338102016	-0.10	8.57	8.58	1542540	14660	-0.11	          6.85	8.68	8.80	
002415	海康威视	-3.48	1306295040	-1.50	41.59	41.60	309861	6773	-0.52	          0.42	43.00	43.00	
601838	成都银行	-2.79	1293465600	-0.37	12.88	12.90	964065	47	-0.61	         26.69	13.80	14.00	
000002	万 科Ａ	-2.29	1292495360	-0.77	32.90	32.91	387993	3420	0.09	          0.40	33.44	33.92	
603019	中科曙光	-1.18	1258684928	-0.57	47.91	47.92	260443	25	-0.01	          4.05	48.18	49.29	
002925	盈趣科技	-4.54	1255570304	-4.73	99.50	99.51	124802	2564	-0.14	         16.64	102.68	104.23	
