1,00981,中芯国际,3284330752
2,01810,小米集团－Ｗ,2863009792
3,00700,腾讯控股,1633797632
4,02013,微盟集团,1556428160
5,03690,美团－Ｗ,1459376896
6,06969,思摩尔国际,1215256448
7,09880,优必选,1122225536
8,09988,阿里巴巴－Ｗ,955418560
9,02318,中国平安,643120256
10,00763,中兴通讯,614739008
11,00939,建设银行,610732352
12,00883,中国海洋石油,579171712
13,03896,金山云,549967168
14,01398,工商银行,623883904
15,02015,理想汽车－Ｗ,518433792
16,01347,华虹半导体,474795520
17,01211,比亚迪股份,443645184
18,02382,舜宇光学科技,425235264
19,00941,中国移动,440822976
20,00388,香港交易所,406178880
21,01585,雅迪控股,355528256
22,02228,晶泰控股－Ｐ,364331072
23,09868,小鹏汽车－Ｗ,386556928
24,00175,吉利汽车,364383424
25,06181,老铺黄金,324201344
26,01797,东方甄选,308415296
27,01024,快手－Ｗ,298831360
28,03988,中国银行,324382752
29,00285,比亚迪电子,281237504
30,02020,安踏体育,289553760
31,00857,中国石油股份,268608480
32,09923,移卡,302573056
33,00005,汇丰控股,265139776
34,09961,携程集团－Ｓ,259203280
35,01288,农业银行,259933664
36,00992,联想集团,258053184
37,09992,泡泡玛特,231485920
38,01088,中国神华,243171648
39,06862,海底捞,225329984
40,02269,药明生物,200691248
41,02498,速腾聚创,201799424
42,01918,融创中国,193523840
43,02202,万科企业,197662016
44,00020,商汤－Ｗ,177386640
45,02628,中国人寿,163944448
46,03968,招商银行,173783920
47,01299,友邦保险,159688768
48,09888,百度集团－ＳＷ,166172528
49,01801,信达生物,147795136
50,09618,京东集团－ＳＷ,152257600
51,01691,ＪＳ环球生活,136457744
52,00386,中国石油化工股份,134074272
53,00489,东风集团股份,144619680
54,01860,汇量科技,120735416
55,06690,海尔智家,125955136
56,06682,第四范式,121809592
57,01336,新华保险,114211240
58,00836,华润电力,113282760
59,06088,FIT HON TENG,109810496
60,03800,协鑫科技,100715128
61,09626,哔哩哔哩－Ｗ,102152696
62,09896,名创优品,100241064
63,09926,康方生物,103792152
64,02550,宜搜科技,94612008
65,01919,中远海控,90251976
66,02899,紫金矿业,93333568
67,01658,邮储银行,93965104
68,02313,申洲国际,92558240
69,02331,李宁,107363144
70,09633,农夫山泉,86928408
71,00688,中国海外发展,111724200
72,00780,同程旅行,84377528
73,00300,美的集团,77356744
74,00027,银河娱乐,98157264
75,03888,金山软件,75536280
76,03328,交通银行,73195576
77,06869,长飞光纤光缆,74923960
78,03998,波司登,75915952
79,01952,云顶新耀－Ｂ,71648152
80,03898,时代电气,69695352
81,01928,金沙中国有限公司,89808960
82,00291,华润啤酒,73095088
83,01114,BRILLIANCE CHI,74403960
84,02359,药明康德,68828088
85,06160,百济神州,68211216
86,00316,东方海外国际,65755172
87,01109,华润置地,80476016
88,01171,兖矿能源,70178552
89,09866,蔚来－ＳＷ,67736840
90,02233,西部水泥,64452956
91,02319,蒙牛乳业,66035352
92,09987,百胜中国,69130200
93,01378,中国宏桥,65027456
94,06099,招商证券,67472288
95,09999,网易－Ｓ,66022672
96,03738,阜博集团,67131432
97,09863,零跑汽车,64976836
98,00268,金蝶国际,63711316
99,01898,中煤能源,61654112
100,00135,昆仑能源,61278336
101,01093,石药集团,62662132
102,09676,十月稻田,62949148
103,00772,阅文集团,64966992
104,02338,潍柴动力,60366552
105,00788,中国铁塔,57944716
106,00998,中信银行,59243828
107,00728,中国电信,56766620
108,01119,创梦天地,55591108
109,02018,瑞声科技,56783108
110,03908,中金公司,54471336
111,02367,巨子生物,58468040
112,02357,中航科工,55432956
113,02601,中国太保,53378336
114,02727,上海电气,50575024
115,01128,永利澳门,53629884
116,01478,丘钛科技,52207568
117,01359,中国信达,50777864
118,06030,中信证券,52047708
119,01274,知行汽车科技,49466224
120,00819,天能动力,55311256
121,01766,中国中车,46817404
122,00960,龙湖集团,51833108
123,02688,新奥能源,48392952
124,00136,中国儒意,46939260
125,09899,网易云音乐,52508532
126,01635,大众公用,46862920
127,03993,洛阳钼业,46180528
128,02328,中国财险,54135000
129,00011,恒生银行,45542136
130,02443,汽车街,46147520
131,06855,亚盛医药－Ｂ,46267240
132,01357,美图公司,46724620
133,09959,联易融科技－Ｗ,42583584
134,01071,华电国际电力股份,41675248
135,06618,京东健康,47046484
136,02186,绿叶制药,43399712
137,01988,民生银行,41794120
138,00006,电能实业,41389144
139,02388,中银香港,45216060
140,01787,山东黄金,49040376
141,00669,创科实业,44581828
142,02556,迈富时,40956888
143,00354,中国软件国际,39898184
144,09660,地平线机器人－Ｗ,38238708
145,02238,广汽集团,46690224
146,02121,创新奇智,38147120
147,00017,新世界发展,41311880
148,00267,中信股份,40270520
149,02252,微创机器人－Ｂ,41223740
150,02600,中国铝业,41536596
151,06078,海吉亚医疗,36796040
152,00916,龙源电力,38159236
153,01341,昊天国际建投,40361760
154,00013,和黄医药,35452424
155,00001,长和,36977412
156,02171,科济药业－Ｂ,34248536
157,01548,金斯瑞生物科技,34457728
158,02057,中通快递－Ｗ,35451244
159,09636,九方智投控股,36389076
160,03669,永达汽车,36350040
161,02105,来凯医药－Ｂ,36130164
162,00189,东岳集团,33307522
163,00522,ASMPT,35032896
164,01177,中国生物制药,34876488
165,00968,信义光能,35924408
166,02380,中国电力,31886606
167,03692,翰森制药,31893280
168,00241,阿里健康,39748720
169,01816,中广核电力,34356208
170,00168,青岛啤酒股份,37067000
171,06881,中国银河,34735272
172,00762,中国联通,45399620
173,00016,新鸿基地产,29508662
174,06185,康希诺生物,29197380
175,01138,中远海能,29174430
176,03323,中国建材,27886676
177,02333,长城汽车,32791286
178,03759,康龙化成,28478788
179,01339,中国人民保险集团,34357544
180,03700,映宇宙,27888210
181,01772,赣锋锂业,29563724
182,03606,福耀玻璃,28043382
183,06186,中国飞鹤,31949460
184,01833,平安好医生,32513762
185,00902,华能国际电力股份,26152140
186,02400,心动公司,25222626
187,00358,江西铜业股份,26391720
188,02268,药明合联,24440950
189,01193,华润燃气,24991424
190,06865,福莱特玻璃,25977584
191,00384,中国燃气,25716714
192,00002,中电控股,31417280
193,01896,猫眼娱乐,26767052
194,01910,新秀丽,23665822
195,00914,海螺水泥,26159010
196,01385,上海复旦,25853568
197,02276,康耐特光学,25004324
198,02148,VESYNC,23597050
199,02196,复星医药,27249070
200,01800,中国交通建设,28749580
201,06098,碧桂园服务,25704260
202,01880,中国中免,25400910
203,00288,万洲国际,23299368
204,01456,国联证券,23539860
205,02016,浙商银行,23146930
206,01929,周大福,24654446
207,01818,招金矿业,55954664
208,09698,万国数据－ＳＷ,22621742
209,02158,医渡科技,24789620
210,00293,国泰航空,23544770
211,06818,中国光大银行,21284804
212,02607,上海医药,21518812
213,09922,九毛九,23062354
214,01769,思考乐教育,21113570
215,03347,泰格医药,21179364
216,01070,ＴＣＬ电子,22797504
217,02883,中海油田服务,23122440
218,00390,中国中铁,19687850
219,06886,HTSC,20410416
220,09911,赤子城科技,29239262
221,03808,中国重汽,21003224
222,06990,科伦博泰生物－Ｂ,20390756
223,01882,海天国际,19364016
224,03320,华润医药,18973928
225,00552,中国通信服务,18208440
226,02666,环球医疗,19400790
227,00853,微创医疗,18954348
228,01038,长江基建集团,21752306
229,00753,中国国航,19802440
230,01208,五矿资源,18503000
231,02602,万物云,18426044
232,01199,中远海运港口,17795672
233,02162,康诺亚－Ｂ,18741612
234,01876,百威亚太,18791550
235,09901,新东方－Ｓ,19892204
236,01179,华住集团－Ｓ,17488888
237,01958,北京汽车,18677846
238,00881,中升控股,21914598
239,01157,中联重科,17340190
240,09658,特海国际,21898394
241,06055,中烟香港,16801584
242,03900,绿城中国,17228084
243,00696,中国民航信息网络,16783544
244,00868,信义玻璃,17308832
245,02128,中国联塑,16369374
246,00548,深圳高速公路股份,16644627
247,02282,美高梅中国,18760096
248,06049,保利物业,16807108
249,01099,国药控股,15852120
250,01113,长实集团,17591878
251,01060,阿里影业,16247650
252,01579,颐海国际,15922395
253,01415,高伟电子,18892150
254,01526,瑞慈医疗,14746900
255,01186,中国铁建,17179444
256,01530,三生制药,15954479
257,06069,盛业,17569582
258,06936,顺丰控股,15555830
259,00995,安徽皖通高速公路,15892120
260,00322,康师傅控股,15375402
261,00576,浙江沪杭甬,18716864
262,02273,固生堂,15138625
263,02099,中国黄金国际,15240090
264,06060,众安在线,14930050
265,00019,太古股份公司Ａ,14425192
266,00123,越秀地产,15328510
267,00867,康哲药业,14312398
268,00570,中国中药,14093064
269,02618,京东物流,14926784
270,00177,江苏宁沪高速公路,13462040
271,01209,华润万象生活,14220624
272,02411,百果园集团,14048492
273,03618,重庆农村商业银行,14724161
274,01836,九兴控股,14757844
275,01798,大唐新能源,12823880
276,00921,海信家电,15142650
277,00066,港铁公司,12890362
278,00956,新天绿色能源,13040650
279,02465,龙蟠科技,12651970
280,01541,宜明昂科－Ｂ,12963560
281,00467,联合能源集团,12260650
282,02858,易鑫集团,26369556
283,03306,江南布衣,12192296
284,09858,优然牧业,12342002
285,02473,喜相逢集团（新）,12559650
286,06066,中信建投证券,12038790
287,00101,恒隆地产,11339005
288,01313,华润建材科技,14425320
289,00966,中国太平,11659315
290,01164,中广核矿业,11589578
291,06699,时代天使,10863940
292,00297,中化化肥,15548180
293,09869,海伦司,10977955
294,00144,招商局港口,11022200
295,03969,中国通号,12664067
296,09969,诺诚健华,11368373
297,01072,东方电气,11273284
298,06979,珍酒李渡,12302216
299,01558,东阳光长江药业,10580810
300,01951,锦欣生殖,10914030
301,00270,粤海投资,11897359
302,01735,中环新能源,10538838
303,00303,VTECH HOLDINGS,10532039
304,01308,海丰国际,10943173
305,06178,光大证券,10545442
306,01468,京基金融国际,10840700
307,09890,中旭未来,11518298
308,02469,粉笔,10836365
309,00152,深圳国际,10053900
310,02777,富力地产,9920956
311,02488,元征科技,10921060
312,06680,金力永磁,10911018
313,00220,统一企业中国,10314819
314,00392,北京控股,10281405
315,01913,普拉达,10401835
316,01329,首创钜大,9316580
317,01030,新城发展,10664423
318,01519,极兔速递－Ｗ,11913544
319,02432,越疆,9374135
320,01044,恒安国际,9567800
321,00596,浪潮数字企业,8979284
322,01052,越秀交通基建,9059088
323,00546,阜丰集团,9404904
324,01888,建滔积层板,10309744
325,01997,九龙仓置业,8527096
326,01992,复星旅游文化,8432236
327,02208,金风科技,8891745
328,00003,香港中华煤气,8583401
329,03933,联邦制药,9803400
330,00598,中国外运,8136680
331,01972,太古地产,8590180
332,00412,山高控股,9181870
333,02343,太平洋航运,8018913
334,00095,绿景中国地产,10365228
335,00317,中船防务,8443840
336,02533,黑芝麻智能,8081820
337,06806,申万宏源,11210413
338,01942,马可数字科技,8914620
339,00434,博雅互动,8312320
340,01066,威高股份,8502140
341,09860,艾迪康控股,7926248
342,00874,白云山,8120360
343,01318,毛戈平,9529910
344,01776,广发证券,7571494
345,02429,友宝在线,7694420
346,06110,滔搏,8187548
347,02255,海昌海洋公园,8626868
348,02155,森松国际,7270540
349,00553,南京熊猫电子股份,7504520
350,00991,大唐发电,7201540
351,06808,高鑫零售,8773035
352,09688,再鼎医药,7876563
353,02356,大新银行集团,7316873
354,00257,光大环境,7425220
355,02689,玖龙纸业,6921425
356,02669,中海物业,7765084
357,00012,恒基地产,6806756
358,01055,中国南方航空股份,7182424
359,03958,东方证券,12101618
360,00038,第一拖拉机股份,7611140
361,02562,狮腾控股,7435250
362,01316,耐世特,8063197
363,00828,王朝酒业,6429460
364,01448,福寿园,8127690
365,02169,沧港铁路,6684960
366,06198,青岛港,6303650
367,01368,特步国际,7460635
368,02477,经纬天地,6034560
369,00425,敏实集团,6486686
370,02423,贝壳－Ｗ,5885346
371,00586,海螺创业,5995487
372,00345,VITASOY INT'L,6716504
373,02563,华昊中天医药－Ｂ,5860610
374,02096,先声药业,5722530
375,01783,晋景新能,6065080
376,06837,海通证券,8184395
377,02593,草姬集团,5878376
378,06823,香港电讯－ＳＳ,5871967
379,01302,先健科技,6705883
380,00710,京东方精电,5657092
381,00751,创维集团,6765106
382,02611,国泰君安,8162528
383,00880,澳博控股,5804860
384,01799,新特能源,5282126
385,03650,KEEP,5432418
386,02150,奈雪的茶,5399630
387,00777,网龙,5145725
388,02431,佑驾创新,5588676
389,01907,中国旭阳集团,5227050
390,06821,凯莱英,5303029
391,03396,联想控股,5358515
392,00565,锦艺集团控股,5406900
393,01773,天立国际控股,5829180
394,01277,力量发展,4889531
395,01963,重庆银行,5088150
396,09995,荣昌生物,5552628
397,02142,和铂医药－Ｂ,4991670
398,00975,MONGOL MINING,4945470
399,00694,北京首都机场股份,5708518
400,09690,途虎－Ｗ,4908408
401,02419,德康农牧,4711310
402,03393,威胜控股,4641442
403,00081,中国海外宏洋集团,4594542
404,00839,中教控股,4811270
