代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生Ｈ股	0.75	1997646976	121.300	--  	16322255	80200	0.08	--  	  0.74	121.700	
02800	盈富基金	1.52	1391660672	30.100	--  	46140168	376500	0.33	--  	  0.69	30.000	
02822	南方Ａ５０	1.79	1018483904	15.940	--  	63623472	1284200	0.13	--  	  0.44	15.760	
02823	安硕Ａ５０	1.44	698704192	15.520	--  	44762592	1739800	-0.13	--  	  0.45	15.400	
03188	华夏沪深三百	0.62	485641952	49.050	--  	9840140	742200	-0.20	--  	  0.40	48.800	
00823	领展房产基金	-0.76	407766272	65.500	--  	6214482	687000	-0.08	--  	  0.65	66.000	
07300	ＦＩ南方恒指	-1.08	135526096	5.490	--  	24804200	20000	0.00	--  	  0.61	5.460	
07288	ＦＬ二南方国指	1.53	60481908	9.980	--  	5940400	1000	-0.20	--  	  0.38	10.120	
07388	ＦＩ南方国指	-0.86	58618152	5.760	--  	10268300	100000	0.17	--  	  1.03	5.700	
07200	ＦＬ二南方恒指	2.15	41457776	11.420	--  	3592500	1800	-0.17	--  	  0.38	11.400	
07228	ＦＬ二　三星国指	1.46	29401362	8.340	--  	3443200	15000	-0.48	--  	  0.64	8.500	
03115	安硕恒生指数	1.04	28547596	106.800	--  	265740	10000	0.00	--  	  1.81	107.000	
07302	ＦＩ易方达恒指	-0.81	26308126	4.870	--  	5454300	50700	0.00	--  	  3.09	4.850	
07205	ＦＬ二　三星恒指	1.94	25654026	9.480	--  	2679400	10000	0.11	--  	  1.51	9.520	
07230	ＦＬ二未来国指	1.37	24953640	10.360	--  	2346200	10000	-0.38	--  	  0.56	10.820	
02778	冠君产业信托	-0.76	24100104	5.200	--  	4624984	502000	0.19	--  	  0.50	5.220	
82822	南方Ａ５０－Ｒ	1.89	20675400	12.920	--  	1596666	30000	0.00	--  	  0.52	12.800	
07267	ＦＬ二华夏国指	1.47	20342568	11.020	--  	1794500	7000	0.00	--  	  0.50	11.260	
00778	置富产业信托	0.44	17770736	9.180	--  	1940011	43000	0.22	--  	  0.41	9.150	
00405	越秀房产信托基金	1.78	16956872	5.140	--  	3304025	50000	-0.19	--  	  0.36	5.080	
02801	安硕中国ＥＴＦ	1.43	15879401	28.300	--  	555115	600	-0.35	--  	  1.04	28.400	
02833	恒指ＥＴＦ	1.00	15720305	30.250	--  	517456	400	-0.17	--  	  0.71	30.400	
07231	ＦＬ二未来恒指	2.06	13480363	11.880	--  	1117600	10000	-0.17	--  	  0.39	11.940	
07221	ＦＬ二华夏恒指	1.94	11980519	12.620	--  	935800	49400	-0.63	--  	  1.22	12.680	
02840	ＳＰＤＲ金ＥＴＦ	0.36	11712176	984.500	--  	11910	1500	0.00	--  	  0.42	981.000	
03167	南方中国新行业	1.41	11449853	75.400	--  	151350	2000	0.00	--  	  1.12	75.400	
07242	ＦＬ二易方达恒指	1.85	10394891	7.150	--  	1431900	100	-2.05	--  	  0.88	7.180	
07312	ＦＩ　三星恒指	-1.08	10336222	4.580	--  	2263200	16000	-0.22	--  	  1.73	4.580	
87001	汇贤产业信托	0.32	9795223	3.140	--  	3110575	15000	-0.63	--  	  0.56	3.150	
02802	安硕亚洲新兴	1.07	8059911	56.700	--  	143000	2600	-0.53	--  	 17.11	56.600	
83188	华夏沪深三百－Ｒ	0.89	5736163	39.800	--  	143225	200	0.00	--  	  0.20	39.850	
00435	阳光房地产基金	0.38	5468881	5.320	--  	1023000	2000	-0.37	--  	  0.88	5.300	
07336	ＦＩ未来恒指	-1.04	5329986	5.730	--  	938500	1000	0.00	--  	  0.43	5.720	
07341	ＦＩ华夏国指	-0.62	5314840	6.380	--  	842500	10000	0.31	--  	  0.46	6.330	
03040	未来ＭＳＣＩ中国	0.87	5102430	34.950	--  	145400	55000	-1.13	--  	  0.83	35.450	
03147	南方中创业板	0.96	4774674	7.370	--  	645518	1600	0.00	--  	  0.95	7.360	
07210	ＸＬ二易亚中概股	2.38	4661564	18.100	--  	255400	20800	-0.22	--  	  1.29	18.220	
03161	易亚中概股	1.04	4312360	13.600	--  	315400	50000	-0.15	--  	  0.51	13.680	
00808	泓富产业信托	1.22	4143980	3.330	--  	1252000	28000	0.30	--  	  0.42	3.310	
83012	东汇香港３５－Ｒ	1.14	3628000	17.680	--  	205000	25000	0.00	--  	 11.65	17.660	
03087	ＸＤＢ富时越南	2.01	3362660	274.200	--  	12260	10	0.07	--  	  0.29	270.600	
02836	安硕印度	-0.41	3280757	24.450	--  	133866	400	0.00	--  	  0.83	24.650	
07321	ＦＩ华夏恒指	-0.81	2853681	6.090	--  	470600	200000	0.16	--  	  0.48	6.070	
02827	标智沪深３００	1.19	2433059	38.200	--  	62731	200	-0.13	--  	  0.12	37.700	
07328	ＦＩ　三星国指	-0.83	2398104	4.800	--  	504000	6000	0.21	--  	  0.42	4.750	
07362	ＦＩ未来国指	-0.83	2320260	6.010	--  	391400	3000	0.00	--  	  0.70	5.950	
03049	ＸＤＢ沪深三百	1.32	2187032	8.420	--  	259374	27300	-0.12	--  	  0.62	8.460	
03140	领航标普５００	0.32	2166624	18.900	--  	114151	800	-0.32	--  	  0.46	18.960	
82843	东汇Ａ５０－Ｒ	1.54	1991400	13.160	--  	150000	10000	-0.30	--  	  0.57	13.220	
02846	安硕沪深三百	4.07	1819635	32.000	--  	57300	100	0.00	--  	  0.46	31.300	
03046	价值中国ＥＴＦ	0.77	1697590	45.800	--  	36800	2000	0.00	--  	  1.41	46.400	
02838	恒生富时中国５０	0.97	1606740	208.600	--  	7600	900	0.00	--  	  1.44	211.600	
03128	恒生Ａ股龙头	1.24	1559260	61.200	--  	25400	1000	0.00	--  	  0.38	61.200	
02843	东汇Ａ５０	1.50	1464200	16.260	--  	90000	10000	0.00	--  	  0.41	16.220	
02805	领航富时亚洲	1.20	1382832	25.200	--  	55186	300	0.00	--  	  0.88	24.800	
03173	ＰＰ中国新经济	1.77	1353625	8.030	--  	167500	5000	0.00	--  	  0.43	8.040	
07331	ＦＩ华夏纳一百	-1.07	1235960	11.140	--  	111500	2000	0.00	--  	  0.65	11.080	
02803	ＰＰ中国基石经济	1.45	1136600	8.380	--  	135000	10000	-0.59	--  	  0.48	8.340	
01881	富豪产业信托	0.43	1129830	2.360	--  	477000	30000	0.00	--  	  0.17	2.360	
07261	ＦＬ二华夏纳一百	0.77	1086000	26.200	--  	41000	1000	0.00	--  	  0.65	26.650	
01426	春泉产业信托	2.15	1077990	3.330	--  	326000	1000	0.00	--  	  0.27	3.310	
03118	嘉实明晟Ａ股	1.24	1019374	16.320	--  	61900	100	0.00	--  	  2.40	16.540	
03116	易亚富时黄金矿业	1.95	1009026	8.370	--  	120600	80600	0.00	--  	  1.26	8.350	
03020	ＸＤＢ美国	0.09	959543	549.500	--  	1740	45	0.00	--  	  0.23	552.500	
03081	价值黄金	0.15	951651	32.400	--  	29491	100	0.00	--  	  0.12	32.250	
