代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02800	盈富基金	-2.71	1981037568	30.550	--  	65122840	1438000	-0.16	--  	  2.44	30.200	
02822	南方Ａ５０	-2.62	1897462656	15.600	--  	122182600	2900800	0.13	--  	  4.20	15.560	
02828	恒生中国企业	-2.39	1388424832	122.300	--  	11433871	379400	0.08	--  	  0.99	120.000	
02823	安硕Ａ５０	-2.43	1194504064	15.240	--  	78892592	2249700	0.00	--  	  2.24	15.240	
03188	华夏沪深三百	-2.67	779747648	49.200	--  	15945029	157200	0.20	--  	  3.74	49.400	
00823	领展房产基金	-0.66	287898944	67.800	--  	4288996	729500	0.22	--  	  0.73	66.550	
07300	ＦＩ南方恒指	2.29	263327664	5.350	--  	48930100	20000	0.00	--  	  3.38	5.500	
07288	ＦＬ二南方国指	-4.53	186938720	10.120	--  	18747000	60700	0.00	--  	  3.37	10.000	
07228	ＦＬ二　三星国指	-4.62	148735856	8.460	--  	17778000	400	0.00	--  	  1.07	8.380	
07205	ＦＬ二　三星恒指	-4.57	122403472	9.810	--  	12621200	400	-0.10	--  	  8.12	9.590	
07200	ＦＬ二南方恒指	-4.52	120966016	11.820	--  	10358600	10000	0.00	--  	  2.62	11.980	
00778	置富产业信托	-0.32	63284896	9.460	--  	6701169	271000	0.11	--  	  2.42	9.380	
07221	ＦＬ二华夏恒指	-4.66	56750392	13.080	--  	4385700	500	0.15	--  	  2.89	13.020	
07267	ＦＬ二华夏国指	-4.78	35831052	11.160	--  	3241500	100	0.90	--  	  0.70	11.000	
00405	越秀房产信托基金	-0.93	34598448	5.310	--  	6543165	29000	0.00	--  	  1.75	5.290	
07242	ＦＬ二易方达恒指	-4.50	34472460	7.420	--  	4701700	500	0.13	--  	  1.73	7.250	
07230	ＦＬ二未来国指	-4.71	33590036	10.520	--  	3234200	2200	0.00	--  	  1.16	10.340	
07388	ＦＩ南方国指	2.35	33266102	5.660	--  	5796800	4000	-0.35	--  	  1.14	6.000	
07312	ＦＩ　三星恒指	2.52	29829748	4.480	--  	6628400	400	-0.22	--  	  2.98	4.510	
02833	恒指ＥＴＦ	-2.22	27730672	30.900	--  	901600	54200	0.32	--  	  4.72	31.500	
02801	安硕中国ＥＴＦ	-3.64	25861622	29.100	--  	891250	2200	0.00	--  	  2.47	29.200	
