代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08083	中国创新支付	-1.96	37998880	0.500	--  	76136000	4000	1.01	          1.09	  1.45	0.500	
08022	永耀集团控股	-2.78	33509164	1.050	--  	31447720	12000	0.96	          1.90	  2.98	1.060	
08131	辰罡科技	24.56	30481654	0.355	--  	80963488	220000	-1.39	         26.89	 23.95	0.275	
08168	宝积资本	-8.15	26843192	0.248	--  	103720000	80000	0.40	         10.37	  0.24	0.250	
08101	壹家壹品	-6.06	23353042	0.310	--  	72140000	28000	0.00	          2.49	  0.57	0.300	
08473	弥明生活百货	-9.68	21740402	0.560	--  	38340000	200000	0.00	          3.42	  0.98	0.580	
08207	中新控股	-4.17	19010920	0.920	--  	20792000	4000	0.00	          0.09	  0.55	0.950	
08082	仁智国际集团	32.73	18981364	0.730	--  	27568196	20000	1.39	          2.38	  1.48	0.485	
08227	西安海天天	-5.29	17987160	5.910	--  	3030000	2000	-0.17	          0.47	  1.69	6.170	
08138	同仁堂国药	-4.16	15848421	14.280	--  	1100000	2000	0.56	          0.13	  0.88	14.600	
08469	盛业资本	-1.98	13105101	7.930	--  	1647000	2000	0.00	          0.22	  0.81	7.980	
08359	HYPEBEAST	-2.41	13065171	0.810	--  	16761500	100000	1.25	          0.84	  1.07	0.780	
08349	美固科技控股	-15.56	10946901	1.900	--  	5450000	10000	0.00	          1.36	  0.84	2.100	
08423	CHI HO DEV	11.11	10840301	1.300	--  	10000000	10000	10.17	          1.25	 84.75	1.160	
08137	洪桥集团	-5.42	10744361	1.570	--  	6852000	100000	0.00	          0.07	  2.04	1.650	
08257	靖洋集团	28.57	9307850	0.360	--  	29090000	60000	4.35	          2.91	  5.56	0.280	
08047	中国海洋捕捞	1.64	7568501	0.620	--  	12506000	160000	3.33	          0.38	  4.81	0.600	
08071	中彩网通控股	-12.56	4833775	0.188	--  	26445000	5000	1.62	          0.57	  1.97	0.210	
08470	莹岚集团	19.76	4798080	2.000	--  	2560000	40000	0.00	          0.43	  0.91	1.620	
08483	名仕快相	-7.02	4310560	0.265	--  	16304000	400000	0.00	          2.04	  0.94	0.270	
08125	仁德资源	0.00	3938000	0.450	--  	8756000	8000	0.00	          2.41	  5.03	0.450	
08266	卓信国际控股	-12.12	3919984	0.145	--  	26144000	144000	3.57	          0.63	  4.12	0.167	
08406	合宝丰年	3.33	3844550	0.310	--  	12540000	10000	1.64	          1.57	  7.78	0.295	
08479	金泰丰国际控股	0.75	3697138	2.700	--  	1388300	4000	2.27	          0.33	  0.71	2.540	
08328	信义香港	-0.98	3636938	2.030	--  	1793250	12000	0.00	--  	143.90	2.030	
08463	TOMO HOLDINGS	2.41	3628560	1.700	--  	2228000	40000	0.00	          0.50	  4.94	1.600	
08427	瑞强集团	4.69	3463520	0.335	--  	10296000	16000	0.00	          1.66	  0.42	0.320	
