代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
601318	中国平安	-0.36	10277151744	73.82	73.86	73.87	1367486	20	0.04	          1.26	
300383	光环新网	10.03	4173980672	17.56	17.56	--  	2427538	9008	0.00	         17.78	
02007	碧桂园	1.23	2344532736	16.460	16.460	16.480	139411584	1560000	0.12	          0.64	
603712	七一二	10.00	2055586944	29.04	29.04	--  	720936	1	1.75	         72.09	
00386	中国石油化工股份	2.28	1628615168	6.740	6.740	6.750	239234624	10042000	0.00	          0.94	
000532	华金资本	5.71	1200732928	17.02	17.02	17.03	706043	6838	0.35	         20.56	
01109	华润置地	5.25	1189570816	30.050	30.000	30.050	39145104	958000	0.00	          0.56	
002137	麦达数字	7.24	1185272064	12.15	12.15	12.16	993925	6611	0.41	         34.19	
300168	万达信息	1.07	1083100800	17.90	17.89	17.90	591746	11966	-0.27	          5.78	
00688	中国海外发展	4.32	1054303296	29.000	28.950	29.000	36195468	1628000	0.35	          0.33	
002208	合肥城建	2.82	1039135360	17.85	17.85	17.86	577479	7442	-0.55	         18.09	
600547	山东黄金	4.29	1003497984	28.18	28.22	28.24	364025	78	-0.38	          2.51	
002264	新 华 都	10.00	995544000	11.11	11.11	--  	921409	12335	0.00	         16.00	
01918	融创中国	3.29	992035968	31.350	31.300	31.350	31212476	331000	0.16	          0.71	
002907	华森制药	10.00	972505856	40.91	40.91	--  	239548	668	0.00	         59.80	
300624	万兴科技	4.31	940238144	111.85	111.83	111.85	84024	5891	0.21	         42.01	
002922	伊戈尔	10.01	796223232	35.93	35.93	--  	230246	167	0.00	         69.77	
00883	中国海洋石油	1.93	789699968	11.640	11.620	11.640	67229480	5206000	0.00	          0.15	
601155	新城控股	2.60	784590016	37.48	37.48	37.49	208743	3	0.73	          2.90	
03888	金山软件	1.02	750278272	29.600	29.550	29.600	24815932	448000	0.34	          1.81	
600462	九有股份	10.07	741080064	6.56	6.56	--  	1194558	42	0.00	         22.38	
002925	盈趣科技	-4.80	720096768	96.87	96.86	96.87	72176	2058	-1.25	          9.62	
600635	大众公用	-3.49	702724416	5.26	5.26	5.27	1303547	146	-0.37	          5.39	
600560	金自天正	4.91	669905600	14.97	14.81	14.91	443509	24	1.22	         19.83	
000555	神州信息	9.98	661661760	15.21	15.21	--  	439977	3763	0.00	          4.81	
601069	西部黄金	9.97	648304128	17.42	17.42	--  	393821	48	0.17	          6.19	
002244	滨江集团	-0.52	630116672	7.61	7.60	7.61	822949	11463	0.00	          3.04	
000503	海虹控股	2.10	618259072	40.89	40.89	40.90	150448	2665	-0.06	          1.67	
002921	联诚精密	0.58	617840064	40.16	40.16	40.18	145902	4411	-0.39	         72.95	
300344	太空智造	-3.33	605903936	11.33	11.33	11.34	517445	10611	-0.08	         26.77	
300477	合纵科技	-0.52	579846912	34.65	34.60	34.65	166726	1953	0.35	         13.78	
002184	海得控制	-0.21	578896128	19.18	19.17	19.18	296649	4188	-0.25	         21.83	
300100	双林股份	4.85	563057088	18.61	18.61	18.62	302050	3429	-0.20	          7.82	
000790	泰合健康	-0.33	534973024	9.08	9.07	9.08	571216	7328	-0.21	         13.27	
600760	中航沈飞	1.19	525959136	31.54	31.57	31.60	165118	2	0.19	          4.79	
300253	卫宁健康	-3.47	519557632	10.00	9.99	10.00	511360	9807	0.10	          4.28	
002877	智能自控	3.08	518966528	33.10	33.08	33.10	153255	1612	-0.56	         50.15	
603058	永吉股份	4.76	508420576	20.26	20.09	20.10	264261	87	-0.68	         11.59	
00003	香港中华煤气	1.73	500879968	16.460	16.440	16.460	30578904	1651000	0.12	          0.22	
002911	佛燃股份	-1.85	489671040	27.03	27.03	27.04	175826	1675	-0.29	         31.40	
002044	美年健康	5.16	485096256	26.10	26.09	26.10	186989	1391	0.00	          1.76	
00016	新鸿基地产	0.15	484492288	129.800	129.700	129.800	3710929	302000	0.00	          0.13	
002702	海欣食品	1.85	483251584	6.05	6.04	6.05	791947	7278	-0.81	         26.72	
000935	四川双马	0.62	482028096	19.43	19.43	19.44	245535	4307	-0.20	          3.90	
300556	丝路视觉	3.79	479271872	27.92	27.92	27.95	175281	2940	0.61	         28.13	
000066	中国长城	-2.11	465370976	7.43	7.43	7.44	617271	5799	-0.12	          2.48	
600332	白云山	-0.65	464370304	29.11	29.14	29.15	159967	55	0.28	          1.49	
002923	润都股份	-2.29	460636832	42.60	42.59	42.60	105021	1666	-0.57	         42.01	
002666	德联集团	0.00	458213248	7.70	7.69	7.70	591897	5276	0.00	         13.34	
600315	上海家化	6.61	457896416	38.57	38.58	38.60	119493	2	0.52	          1.78	
300730	科创信息	-7.21	454036352	40.02	40.02	40.03	107422	2472	-0.93	         46.22	
300213	佳讯飞鸿	-1.35	451150304	8.78	8.77	8.78	506067	5093	0.23	         13.79	
002738	中矿资源	10.01	446284896	31.53	31.53	--  	148033	883	0.00	         11.33	
