代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
601668	中国建筑	0.11	782215744	8.91	8.90	8.91	876661	57	0.00	          0.29	
600072	中船科技	3.26	399553920	13.29	13.28	13.29	306857	90	0.00	          5.11	
01114	BRILLIANCE CHI	0.21	368017856	18.920	18.920	18.940	19396284	1502000	0.21	          0.38	
002369	卓翼科技	0.66	358546336	9.20	9.20	9.21	379993	5293	-0.10	          9.05	
300009	安科生物	-3.10	338720864	25.98	25.97	25.98	127689	1415	0.04	          2.77	
002223	鱼跃医疗	-1.78	244662096	22.09	22.09	22.10	109501	1826	-0.04	          1.28	
300677	英科医疗	-4.16	243020368	70.06	70.01	70.06	33497	440	0.69	         13.78	
00669	创科实业	0.32	241486960	47.000	46.850	47.000	5109090	218000	0.21	          0.28	
002078	太阳纸业	-2.81	236973808	11.43	11.43	11.44	203980	1267	0.18	          0.81	
01316	耐世特	0.75	214634864	13.360	13.320	13.360	15899100	568000	0.15	          0.63	
603938	三孚股份	3.86	175250640	35.77	35.59	35.85	49118	16	-0.38	         13.08	
601005	重庆钢铁	-1.59	157136128	2.48	2.47	2.48	626297	13	0.40	          0.75	
600482	中国动力	0.95	144941280	24.47	24.47	24.48	58977	22	-0.03	          0.65	
000710	贝瑞基因	-2.66	137620016	47.65	47.64	47.65	28558	222	0.51	          1.89	
002035	华帝股份	0.36	134835776	27.85	27.85	27.86	47984	152	0.00	          0.92	
300692	中环环保	-2.59	129627824	36.05	36.04	36.05	35099	774	-0.27	         13.16	
002538	司尔特	4.08	114369448	7.91	7.88	7.91	147810	2277	0.25	          2.11	
01462	金诚控股	3.36	109911264	3.080	--  	--  	36136000	4000	0.65	          0.90	
00151	中国旺旺	0.32	105805000	6.330	6.320	6.330	16620666	989000	0.00	          0.13	
603289	泰瑞机器	-2.25	101362800	16.07	16.07	16.10	61837	8	0.06	         12.12	
600328	兰太实业	-1.65	93876704	10.13	10.12	10.13	91401	20	0.10	          2.09	
002022	科华生物	-2.04	92736080	13.45	13.45	13.46	67745	901	-0.21	          1.49	
002645	华宏科技	0.89	90901752	23.70	23.69	23.70	37755	583	0.13	          2.54	
600641	万业企业	-1.09	86665096	12.65	12.65	12.66	67978	108	0.00	          0.84	
002747	埃斯顿	0.65	75362616	10.90	10.90	10.91	68256	423	0.00	          0.83	
603856	东宏股份	-1.64	74738192	17.34	17.36	17.38	42499	22	-0.45	          8.62	
603689	皖天然气	-0.25	70437424	12.11	12.11	12.12	57772	242	0.67	          3.45	
300503	昊志机电	-2.67	65014244	13.86	13.86	13.87	45942	495	0.00	          4.45	
600873	梅花生物	0.81	64140152	4.96	4.94	4.95	129167	65	0.40	          0.42	
01980	天鸽互动	2.08	60861552	6.860	6.850	6.860	8899000	127000	0.15	          0.70	
00880	澳博控股	0.27	60775532	7.300	7.290	7.300	8312516	358000	0.27	          0.15	
002665	首航节能	0.62	59353092	6.50	6.50	6.51	91869	11308	0.93	          0.59	
00658	中国高速传动	2.91	58715484	11.320	11.300	11.320	5198000	46000	0.00	          0.32	
600237	铜峰电子	-0.21	56694760	4.75	4.75	4.76	118659	38	0.42	          2.10	
603685	晨丰科技	-2.33	56374956	29.73	29.73	29.74	18643	4	-0.06	          7.46	
002527	新时达	1.15	56363308	9.68	9.68	9.69	58092	882	0.10	          1.50	
002454	松芝股份	-0.79	54704192	13.80	13.80	13.81	39354	1119	-0.21	          0.96	
00494	利丰	0.24	54289088	4.250	4.250	4.260	12772020	674000	0.00	          0.15	
603378	亚士创能	-1.96	49663544	19.53	19.52	19.54	24987	1	-0.30	          5.10	
600517	置信电气	0.00	49342748	5.23	5.22	5.23	93317	100	0.38	          0.75	
603100	川仪股份	-3.52	47944300	10.42	10.43	10.44	45056	10	-0.56	          1.74	
03326	保发集团	3.14	46746692	3.610	--  	--  	13221000	9000	1.40	          0.98	
603055	台华新材	-0.99	44384252	14.95	14.94	14.97	29397	50	-0.26	          4.35	
00220	统一企业中国	4.25	42943460	6.620	6.610	6.620	6560402	159000	0.61	          0.15	
002862	实丰文化	0.96	40376640	28.43	28.43	28.44	14099	273	0.04	          7.05	
600217	中再资环	-1.53	36429200	6.42	6.42	6.43	56160	100	-0.15	          0.78	
000782	美达股份	2.28	36211944	6.74	6.73	6.74	52995	400	0.15	          1.19	
600054	黄山旅游	0.23	33998300	13.25	13.24	13.25	25632	20	0.15	          0.50	
600129	太极集团	0.76	29824600	15.95	15.94	15.95	18767	35	0.13	          0.44	
300061	康旗股份	0.06	27609964	16.14	16.14	16.15	17040	120	-0.24	          0.85	
300617	安靠智电	0.96	27195502	45.26	45.26	45.28	5953	99	-0.32	          2.43	
603928	兴业股份	-0.21	27116924	14.26	14.26	14.27	18679	4	0.07	          2.98	
600747	*ST大控	-0.47	26845430	2.13	2.13	2.14	125628	1	-0.46	          1.18	
01266	西王特钢	1.96	26392572	1.560	--  	--  	16936000	10000	1.30	          0.75	
002528	英飞拓	-2.85	25009338	4.77	4.76	4.77	51254	1137	-0.20	          0.61	
000955	欣龙控股	0.46	24785108	6.54	6.53	6.54	37658	766	0.15	          0.70	
00341	大家乐集团	0.10	24337038	19.800	19.740	19.800	1231838	16000	0.20	          0.21	
300354	东华测试	0.99	22468548	11.27	11.26	11.27	19713	152	-0.69	          2.72	
600281	太化股份	-1.57	22194996	5.00	4.99	5.00	44538	8	0.60	          0.87	
300518	盛讯达	-0.96	22134082	51.69	51.69	51.70	4236	120	-0.05	          0.91	
603958	哈森股份	-0.44	21090004	11.43	11.43	11.46	18212	5	-0.08	          2.76	
300029	天龙光电	-2.10	21066026	7.91	7.91	7.94	26270	245	-0.24	          1.36	
00440	大新金融	0.20	20596300	49.650	49.450	49.650	414000	16800	0.20	          0.12	
600510	黑牡丹	-1.17	20447346	6.77	6.76	6.77	30013	1	0.00	          0.38	
08291	万成金属包装	13.33	19999650	0.680	--  	--  	29565000	5000	-1.45	          7.39	
603337	杰克股份	-0.12	17122300	50.73	50.41	50.73	3361	5	0.65	          0.61	
00511	电视广播	0.19	14731961	25.900	25.850	25.900	568700	6600	0.19	          0.13	
300261	雅本化学	-0.25	14596514	8.10	8.09	8.10	17994	111	-0.11	          0.35	
600071	凤凰光学	-0.17	14095066	17.28	17.24	17.27	8116	1	0.29	          0.34	
08349	美固科技控股	3.98	13901721	2.350	--  	--  	5404000	10000	0.00	          1.35	
03308	金鹰商贸集团	1.09	13757871	9.270	9.260	9.290	1453000	1000	-0.11	          0.09	
01836	九兴控股	1.13	13398861	10.740	10.700	10.740	1258000	3500	0.19	          0.16	
01381	粤丰环保	3.53	12481031	4.690	4.680	4.690	2684000	54000	0.43	          0.11	
300416	苏试试验	-0.63	11432805	23.61	23.61	23.68	4790	18	-0.16	          0.63	
02039	中集集团	1.49	11003472	13.580	13.580	13.600	807381	5600	-0.15	          0.05	
01052	越秀交通基建	0.49	10774254	6.110	6.100	6.110	1764391	92000	0.16	          0.11	
000428	华天酒店	0.00	10628541	3.81	3.80	3.81	27825	172	0.26	          0.39	
000150	宜华健康	-1.40	10228106	27.52	27.51	27.52	3653	27	-0.03	          0.10	
300381	溢多利	-0.79	10064046	11.32	11.32	11.33	8829	180	-0.08	          0.27	
300448	浩云科技	-0.20	9693277	20.20	20.12	20.20	4774	200	-0.24	          0.59	
600163	中闽能源	0.00	9242356	4.10	4.09	4.10	22498	7	0.00	          0.30	
00926	碧生源	2.47	7421245	0.415	--  	--  	18501424	5000	0.00	          1.13	
数据来源:通达信
