代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
00388	香港交易所	-1.75	3387021568	269.200	269.200	269.400	12437388	606100	-0.15	          1.00	
01336	新华保险	-10.05	2372295424	39.850	39.850	39.900	57497272	1260900	0.63	          5.56	
601336	新华保险	-4.64	2029691264	49.51	49.53	49.54	403163	10	-0.01	          1.93	
02628	中国人寿	-1.52	1506749440	22.650	22.650	22.700	66060536	5412000	0.22	          0.89	
600685	中船防务	-9.98	593126400	24.00	23.99	24.00	243960	8	0.04	          4.44	
00425	敏实集团	-11.86	569229376	39.000	39.000	39.100	14095043	324000	2.63	          1.23	
000509	华塑控股	-4.37	418203264	4.16	4.16	4.17	1002463	12891	0.24	         12.15	
01114	BRILLIANCE CHI	0.21	368017856	18.920	18.920	18.940	19396284	1502000	0.21	          0.38	
03799	达利食品	-4.45	220038624	6.440	6.430	6.440	33625240	489000	0.47	          0.25	
00410	ＳＯＨＯ中国	-4.24	188754624	4.290	4.280	4.290	44127500	814000	0.23	          0.85	
600365	通葡股份	-4.96	187167920	7.48	7.49	7.50	248042	276	0.13	          6.20	
00358	江西铜业股份	-1.37	142668608	11.520	11.500	11.520	12274000	441000	0.00	          0.88	
000008	神州高铁	0.28	138899392	7.07	7.07	7.08	196556	1249	0.00	          0.77	
00520	呷哺呷哺	-8.93	136232304	14.280	--  	--  	8974000	500	-1.11	          0.84	
600695	绿庭投资	-0.51	120965312	9.68	9.69	9.70	129669	65	1.36	          3.54	
01898	中煤能源	-2.91	118745544	3.340	3.340	3.350	35197072	935000	-0.60	          0.86	
600130	波导股份	0.31	114522640	6.46	6.46	6.47	182515	38	0.62	          2.38	
00161	中航国际控股	-20.92	88509208	5.820	--  	--  	14420000	6000	0.34	          4.33	
601021	春秋航空	-1.60	84193168	31.99	31.97	31.99	26141	5	-0.05	          0.33	
603517	绝味食品	-1.02	83290976	34.03	34.01	34.05	24208	16	-0.20	          1.48	
600649	城投控股	-1.08	79858152	8.23	8.22	8.23	95692	22	-0.83	          0.40	
600012	皖通高速	0.88	67471960	10.33	10.32	10.33	65692	5	0.29	          0.56	
300362	天翔环境	1.74	62782976	11.09	11.09	11.10	56356	326	-0.08	          2.96	
03818	中国动向	-5.66	62592564	1.500	1.500	1.510	41203000	561000	0.00	          0.73	
00493	国美零售	2.25	51533712	0.910	0.900	0.910	57128568	1266000	0.00	          0.27	
002712	思美传媒	3.02	49846112	20.82	20.82	20.84	23874	285	0.34	          1.37	
00297	中化化肥	-1.96	44694708	1.000	0.990	1.000	44620500	2000	0.00	          0.64	
002652	扬子新材	-1.58	42365832	6.87	6.86	6.87	61561	1681	0.15	          1.42	
01982	南旋控股	-4.58	40299360	2.500	--  	--  	15837184	2000	0.00	          0.69	
00577	十三集团	-19.44	40110756	0.870	--  	--  	42236968	24000	-2.25	          4.17	
000030	富奥股份	-1.75	36266964	7.28	7.28	7.30	48984	506	0.41	          0.39	
06828	北京燃气蓝天	0.00	24148082	0.570	0.560	0.570	42464000	3960000	0.00	          0.43	
603558	健盛集团	1.30	24065300	10.89	10.86	10.88	22227	10	0.37	          0.74	
08291	万成金属包装	13.33	19999650	0.680	--  	--  	29565000	5000	-1.45	          7.39	
01466	钱唐控股	9.86	19946260	6.350	--  	--  	3216000	20000	-0.31	          0.95	
00197	亨泰	0.00	18302506	0.500	--  	--  	36516096	105000	0.00	          1.95	
300626	华瑞股份	-1.12	18212542	26.47	26.32	26.47	6970	223	0.30	          1.34	
00563	上实城市开发	-1.58	18205740	1.870	1.860	1.870	9692000	150000	0.00	          0.20	
07312	ＦＩ　三星恒指	0.23	18112520	4.320	--  	--  	4226600	2000	0.23	--  	
03389	亨得利	-8.33	12819561	0.385	0.385	0.390	32844000	220000	-1.28	          0.70	
01566	华夏动漫	-1.01	12516931	2.940	--  	--  	4241000	1000	0.68	          0.46	
01639	安捷利实业	-8.57	10703501	1.920	--  	--  	5467500	20000	0.00	          0.36	
00931	中国天然气	-1.56	9710861	1.260	1.260	1.270	7757791	46000	0.00	          0.14	
00052	FAIRWOOD HOLD	-1.25	8947900	31.500	--  	--  	284000	3000	0.00	          0.22	
01786	铁建装备	-3.37	8557404	1.720	--  	--  	4869500	500	0.58	          0.92	
00086	新鸿基公司	0.00	7566218	5.070	5.050	5.070	1486046	8000	0.20	          0.07	
00686	熊猫绿能	2.38	6837091	0.860	0.850	0.860	8010000	144000	1.18	          0.08	
00164	中国宝力科技	-3.05	4587125	0.127	--  	--  	35750000	25000	-0.78	          0.10	
数据来源:通达信
