代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生中国企业	-0.55	1611441152	126.400	--  	12579664	134000	0.24	--  	  1.33	128.500	
02800	盈富基金	-0.63	738900288	31.700	--  	23039992	361500	0.00	--  	  0.83	32.000	
02823	安硕Ａ５０	-0.63	550983744	15.720	--  	34752596	899400	0.26	--  	  1.09	15.920	
02822	南方Ａ５０	-0.62	487142208	16.140	--  	29937410	766000	0.25	--  	  1.03	16.340	
00823	领展房产基金	-0.15	385575840	68.100	--  	5638288	992000	-0.07	--  	  1.09	68.000	
03188	华夏沪深三百	-0.78	267642080	51.000	--  	5203800	160200	0.10	--  	  1.06	51.700	
07228	ＦＬ二　三星国指	-1.31	111439528	9.020	--  	11950800	1400	0.11	--  	  0.70	9.320	
07300	ＦＩ南方恒指	0.58	101230144	5.170	--  	19843600	44000	0.00	--  	  2.37	5.110	
07288	ＦＬ二南方国指	-1.28	69744328	10.800	--  	6266700	200	0.19	--  	  1.02	11.140	
07267	ＦＬ二华夏国指	-1.16	56107848	11.940	--  	4541300	10000	-0.50	--  	  1.24	12.320	
07388	ＦＩ南方国指	0.73	55165880	5.500	--  	10055000	600	0.18	--  	  3.53	5.400	
07200	ＦＬ二南方恒指	-0.63	49627336	12.700	--  	3851000	10000	0.16	--  	  1.12	12.840	
07230	ＦＬ二未来国指	-1.23	40870516	11.220	--  	3530600	20000	0.18	--  	  1.65	11.600	
07242	ＦＬ二易方达恒指	-0.62	33559504	7.970	--  	4079100	2000	0.13	--  	  2.00	8.200	
87001	汇贤产业信托	0.00	32777502	3.250	--  	10053813	30000	-0.31	--  	  2.33	3.260	
07221	ＦＬ二华夏恒指	-0.71	28994576	14.060	--  	2016000	1200	-0.14	--  	  1.15	14.520	
00405	越秀房产信托基金	-0.93	28344226	5.340	--  	5273000	69000	-0.19	--  	  0.98	5.380	
07205	ＦＬ二　三星恒指	-0.75	25860182	10.540	--  	2397000	40000	0.00	--  	  2.30	10.840	
02801	安硕中国ＥＴＦ	0.65	21109194	31.000	--  	683065	10000	0.65	--  	  3.27	30.850	
07231	ＦＬ二未来恒指	-0.60	20206196	13.220	--  	1494200	1300	0.00	--  	  1.60	13.400	
03167	南方中国新行业	-0.43	18610818	81.100	--  	227050	1000	-0.12	--  	  2.55	81.950	
07312	ＦＩ　三星恒指	0.23	18112520	4.320	--  	4226600	2000	0.23	--  	  4.95	4.290	
02778	冠君产业信托	-0.89	17094678	5.590	--  	3049841	402000	0.18	--  	  0.88	5.690	
07321	ＦＩ华夏恒指	1.57	16106839	5.810	--  	2846000	9500	0.00	--  	  3.99	5.700	
07341	ＦＩ华夏国指	0.50	13716770	6.080	--  	2289900	10000	0.16	--  	  1.02	5.970	
03197	华夏Ａ国际通	-0.34	12941917	11.700	--  	1100600	6000	0.00	--  	 11.80	11.820	
00778	置富产业信托	0.53	11073803	9.450	--  	1173079	30000	0.00	--  	  0.38	9.410	
02827	标智沪深３００	-0.25	8444506	39.750	--  	211430	1400	-0.25	--  	  3.49	40.400	
82828	恒生中国企业－Ｒ	-0.68	8239961	102.000	--  	80000	9000	-0.97	--  	  1.37	103.000	
02833	恒指ＥＴＦ	-0.31	5834907	32.000	--  	180771	29	0.00	--  	  0.82	32.450	
03115	安硕恒生指数	-0.18	5828833	113.100	--  	50950	10	0.00	--  	  1.54	114.700	
82822	南方Ａ５０－Ｒ	-0.46	5813562	13.060	--  	442020	15600	0.46	--  	  0.79	13.200	
02803	ＰＰ中国基石经济	-0.23	5805376	8.720	--  	659500	10000	0.11	--  	  2.23	8.770	
02840	ＳＰＤＲ金ＥＴＦ	0.10	5750456	980.000	--  	5880	500	0.15	--  	  0.37	979.500	
00808	泓富产业信托	0.30	4931044	3.360	--  	1468000	13000	0.00	--  	  0.69	3.360	
07328	ＦＩ　三星国指	0.44	4163300	4.580	--  	923000	30000	0.00	--  	  0.94	4.500	
03040	未来ＭＳＣＩ中国	-0.13	3992875	38.050	--  	104200	100	0.13	--  	  1.31	38.550	
83010	安硕亚洲除日－Ｒ	0.63	3808000	47.600	--  	80000	1300	0.00	--  	  0.46	47.600	
00435	阳光房地产基金	-0.56	3801965	5.330	--  	711000	14000	0.00	--  	  1.04	5.360	
03147	南方中创业板	-2.17	3735842	8.120	--  	452800	9400	-0.49	--  	  0.97	8.320	
03173	ＰＰ中国新经济	-1.12	3701760	8.830	--  	413000	10000	0.00	--  	  1.45	8.950	
03095	价值中国Ａ股	-0.12	3648700	8.620	--  	425000	5000	0.00	--  	  7.38	8.640	
03087	ＸＴＲ富时越南	0.53	3164180	302.800	--  	10483	10	-0.33	--  	  0.77	301.000	
07336	ＦＩ未来恒指	0.37	3156747	5.400	--  	592400	1000	0.19	--  	  1.65	5.350	
83188	华夏沪深三百－Ｒ	-0.60	3001864	41.150	--  	72160	5000	0.00	--  	  0.71	41.600	
03128	恒生Ａ股龙头	1.93	2851850	66.000	--  	43400	200	0.08	--  	  1.15	64.750	
03126	领航富时日本	0.00	1974605	27.050	--  	72700	500	0.00	--  	  6.65	27.150	
03010	安硕亚洲除日	0.17	1954825	59.000	--  	32973	200	0.00	--  	  0.18	59.250	
02805	领航富时亚洲	0.38	1858810	26.400	--  	69800	1000	0.00	--  	  2.62	26.650	
01881	富豪产业信托	1.23	1367740	2.470	--  	556000	1000	0.00	--  	  1.12	2.440	
03140	领航标普５００	0.20	1349157	19.600	--  	68910	600	0.00	--  	  0.94	19.560	
83128	恒生Ａ股龙头－Ｒ	1.44	1171380	52.850	--  	22200	1000	0.00	--  	  2.53	51.150	
03165	ＢＭＯ欧优股对冲	0.00	1164100	10.120	--  	115000	25000	0.00	--  	  3.12	10.140	
03175	Ｆ三星原油期	1.52	1137672	13.380	--  	85000	200	0.00	--  	  7.78	13.400	
03116	易亚富时黄金矿业	0.12	1093720	8.070	--  	136000	5000	0.00	--  	  2.58	8.000	
02836	安硕印度	-0.64	960900	23.300	--  	41000	3400	0.00	--  	  1.13	23.450	
03101	领航富时发展欧洲	-0.10	857055	19.960	--  	43007	3700	0.00	--  	  1.22	19.900	
03070	平安香港高息股	0.75	784575	33.700	--  	23000	100	-0.30	--  	  0.91	34.100	
07362	ＦＩ未来国指	0.53	723185	5.740	--  	126800	1000	0.00	--  	  4.81	5.640	
09010	安硕亚洲除日－Ｕ	0.00	656496	7.480	--  	87300	12100	0.00	--  	 13.81	--  	
03081	价值黄金	0.00	615366	32.150	--  	19206	1000	0.00	--  	  0.27	32.100	
03085	领航亚洲高股息率	0.00	563300	24.300	--  	23111	100	0.00	--  	  1.68	24.500	
02838	恒生富时中国５０	0.00	537460	221.200	--  	2400	100	-1.60	--  	  0.58	223.800	
02846	安硕沪深三百	0.31	500080	32.700	--  	15200	7600	-0.46	--  	  1.53	32.950	
02819	ＡＢＦ港债指数	0.05	473303	98.450	--  	4810	800	0.00	--  	 15.42	97.750	
03161	易亚中概股	1.88	453604	15.200	--  	29800	800	-0.26	--  	  0.14	15.260	
01426	春泉产业信托	-0.88	440460	3.380	--  	130000	11000	0.00	--  	  0.30	3.400	
02802	安硕亚洲新兴	0.59	432060	59.650	--  	7200	400	-0.50	--  	  1.68	59.300	
03155	安硕ＥＳ５０	-0.76	416800	10.420	--  	40000	40000	0.00	--  	  3.18	10.420	
82843	东汇Ａ５０－Ｒ	-0.45	399600	13.320	--  	30000	10000	0.00	--  	  1.30	13.320	
03135	Ｆ南方东英原油	1.19	391833	8.490	--  	46200	39900	0.12	--  	  1.77	8.490	
