代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00388	香港交易所	-1.93	3582435584	-5.200	263.800	264.000	13534962	1193300	0.23	          1.09	270.000	
600887	伊利股份	-5.74	3271910144	-1.75	28.69	28.70	1113631	191	-0.02	          1.85	30.40	
601336	新华保险	-4.71	1689125120	-2.33	47.18	47.20	355115	38	0.11	          1.70	49.16	
300159	新研股份	-10.00	795107008	-1.04	--  	9.36	845499	579	0.00	          8.89	9.36	
00425	敏实集团	-1.92	544925568	-0.750	38.150	38.250	14372962	228000	0.13	          1.26	37.500	
600685	中船防务	-9.54	454765824	-2.29	21.70	21.73	202124	14	0.18	          3.68	23.30	
00966	中国太平	-4.47	444378464	-1.300	27.800	27.850	15892287	490800	0.18	          0.44	29.300	
00135	昆仑能源	-3.11	421521888	-0.220	6.860	6.880	60913100	3466000	-0.58	          0.75	7.170	
01536	煜荣集团	6.74	411662944	0.120	--  	--  	209002000	2000	-0.52	         55.00	1.780	
01044	恒安国际	-2.87	355855904	-2.200	74.500	74.550	4762475	244000	-0.07	          0.39	77.000	
01728	正通汽车	-7.49	348222432	-0.540	6.660	6.670	51848000	914000	-0.30	          2.08	6.850	
000895	双汇发展	-3.16	336620384	-0.88	26.94	26.95	123470	848	0.34	          0.37	27.71	
002701	奥瑞金	7.84	208187968	0.44	6.05	6.06	351437	11338	1.00	          1.95	5.61	
601618	中国中冶	-1.99	173154496	-0.08	3.93	3.94	437760	183	0.00	          0.25	4.01	
00069	香格里拉（亚洲）	-8.18	172572800	-1.460	16.380	16.400	10568892	1318000	0.37	          0.29	17.860	
601985	中国核电	-0.98	172414848	-0.07	7.04	7.05	244144	334	0.00	          0.58	7.11	
06886	HTSC	-0.51	165823104	-0.080	15.480	15.500	10640200	521600	-0.13	          0.62	15.620	
00347	鞍钢股份	-3.18	164429808	-0.250	7.620	7.630	21462614	392000	-0.39	          1.98	7.920	
002463	沪电股份	-5.86	163049760	-0.27	4.34	4.35	368388	4116	0.23	          2.20	4.57	
600827	百联股份	3.89	162431984	0.44	11.74	11.75	140363	154	1.03	          0.91	11.38	
00877	昂纳科技集团	-11.55	141622816	-0.670	--  	--  	27317480	10000	0.20	          3.42	5.850	
01898	中煤能源	-2.10	141248576	-0.070	3.260	3.270	42944000	1283000	0.00	          1.05	3.370	
603225	新凤鸣	-3.73	139841552	-0.98	25.27	25.28	54851	5	0.16	          5.07	25.98	
03898	中车时代电气	-2.22	130993624	-0.900	39.500	39.550	3278844	173600	0.38	          0.60	40.700	
01458	周黑鸭	-7.92	120855472	-0.670	7.780	7.790	15442000	121500	0.00	          0.65	8.290	
000951	中国重汽	-2.77	112105048	-0.43	15.11	15.12	73424	419	0.00	          1.09	15.50	
002617	露笑科技	0.20	95496056	0.03	14.67	14.68	65743	1095	0.20	          0.94	14.64	
601021	春秋航空	0.66	93726936	0.21	32.19	32.20	29301	1	0.19	          0.37	32.03	
00934	中石化冠德	-11.97	93589976	-0.570	4.180	4.190	21655000	154000	0.48	          0.87	4.540	
002002	鸿达兴业	1.06	84066168	0.07	6.68	6.69	128500	6495	0.91	          0.62	6.63	
002032	苏 泊 尔	-1.51	77993792	-0.62	40.56	40.57	19198	202	-0.09	          0.35	41.18	
600377	宁沪高速	0.62	69138776	0.06	9.73	9.74	70947	30	-0.20	          0.19	9.65	
000639	西王食品	-1.24	64870704	-0.19	15.08	15.09	43187	243	-0.19	          1.15	15.25	
600428	中远海特	-1.16	45341692	-0.06	5.12	5.13	88412	5	0.39	          0.52	5.18	
00577	十三集团	-17.24	44875572	-0.150	--  	--  	60590708	10000	1.41	          5.98	0.880	
002652	扬子新材	1.89	41157668	0.13	7.00	7.01	59946	7697	0.86	          1.39	6.82	
01982	南旋控股	-9.60	35345320	-0.240	--  	--  	15124000	6000	-1.74	          0.66	2.500	
00750	兴业太阳能	-4.37	27226262	-0.140	--  	--  	9221400	1000	2.34	          1.11	3.100	
00511	电视广播	-1.16	24821724	-0.300	25.550	25.600	963900	3000	-0.19	          0.22	26.000	
00197	亨泰	0.00	24121854	0.000	--  	--  	48132384	195000	0.00	          2.57	0.500	
300138	晨光生物	-2.23	21076042	-0.25	10.95	10.97	19115	118	0.64	          0.72	11.24	
08291	万成金属包装	-25.00	20687676	-0.170	--  	--  	39145000	65000	2.00	          9.79	0.690	
00976	齐合环保	-7.30	15321721	-0.290	3.670	3.700	4016000	82000	-0.54	          0.25	4.090	
00095	绿景中国地产	-1.51	12641621	-0.050	3.270	3.280	3942000	8000	0.62	          0.08	3.320	
01281	隆基泰和智慧能源	-8.39	11902469	-0.130	--  	--  	8113859	532000	0.00	          0.59	1.500	
600882	广泽股份	0.23	11237463	0.02	8.62	8.63	13158	80	1.06	          0.33	8.57	
01986	彩客化学	0.70	9708110	0.030	--  	--  	2355500	2500	0.70	          0.23	4.210	
00086	新鸿基公司	-1.18	9306529	-0.060	4.980	5.010	1857070	5000	0.40	          0.09	5.070	
00555	御泰中彩控股	-11.54	9041725	-0.006	--  	--  	191724992	200000	0.00	          1.27	0.051	
08089	华人策略控股	-3.19	6559257	-0.080	--  	--  	2751400	1800	1.25	          1.33	2.510	
00164	中国宝力科技	-2.36	4948150	-0.003	--  	--  	40100000	250000	-0.80	          0.12	0.127	
02236	惠生工程	-2.58	4610620	-0.040	--  	--  	2996000	100000	-0.66	          0.07	1.590	
数据来源:通达信
