date	Price
1545	4.69
1544	4.69
1543	4.68
1542	4.69
1541	4.68
1540	4.68
1539	4.68
1538	4.68
1537	4.68
1536	4.68
1535	4.69
1534	4.68
1533	4.69
1532	4.69
1531	4.68
1530	4.68
1529	4.69
1528	4.68
1527	4.69
1526	4.68
1525	4.69
1524	4.68
1523	4.69
1522	4.69
1521	4.69
1520	4.68
1519	4.68
1518	4.69
1517	4.69
1516	4.68
1515	4.68
1514	4.68
1513	4.69
1512	4.69
1511	4.68
1510	4.69
1509	4.69
1508	4.68
1507	4.68
1506	4.68
1505	4.69
1504	4.69
1503	4.68
1502	4.69
1501	4.68
1500	4.69
1459	4.69
1458	4.69
1457	4.69
1456	4.68
1455	4.69
1454	4.69
1453	4.69
1452	4.69
1451	4.69
1450	4.69
1449	4.69
1448	4.69
1447	4.69
1446	4.69
1445	4.69
1444	4.69
1443	4.69
1442	4.69
1441	4.69
1440	4.70
1439	4.69
1438	4.68
1437	4.69
1436	4.69
1435	4.68
1434	4.68
1433	4.68
1432	4.69
1431	4.69
1430	4.69
1429	4.69
1428	4.69
1427	4.69
1426	4.69
1425	4.69
1424	4.69
1423	4.69
1422	4.69
1421	4.70
1420	4.69
1419	4.69
1418	4.69
1417	4.69
1416	4.69
1415	4.69
1414	4.69
1413	4.69
1412	4.69
1411	4.69
1410	4.69
1409	4.69
1408	4.69
1407	4.69
1406	4.69
1405	4.69
1404	4.69
1403	4.69
1402	4.70
1401	4.69
1400	4.69
1359	4.69
1358	4.69
1357	4.69
1356	4.69
1355	4.69
1354	4.69
1353	4.69
1352	4.69
1351	4.69
1350	4.70
1349	4.69
1348	4.70
1347	4.69
1346	4.69
1345	4.69
1344	4.69
1343	4.69
1342	4.70
1341	4.71
1340	4.71
1339	4.71
1338	4.70
1337	4.71
1336	4.71
1335	4.70
1334	4.71
1333	4.70
1332	4.71
1331	4.71
1330	4.70
1329	4.71
1328	4.71
