Date,Open,High,Low,Close,Volume
1124	4.62	4.63	4.62	4.63	-1978273
1129	4.62	4.63	4.62	4.63	-70000
1134	4.62	4.63	4.62	4.63	-290000
1139	4.62	4.63	4.62	4.63	-678000
1144	4.63	4.64	4.63	4.63	-350000
1149	4.62	4.63	4.62	4.62	-68000
1154	4.63	4.63	4.62	4.63	-340000
1159	4.64	4.64	4.63	4.64	-232000
1303	4.64	4.64	4.63	4.63	-174000
1308	4.63	4.64	4.63	4.64	-98000
1313	4.64	4.64	4.63	4.63	-1694000
1318	4.62	4.64	4.62	4.64	-866000
1323	4.64	4.64	4.63	4.64	-26000
1328	4.64	4.64	4.63	4.63	-90000
1333	4.63	4.63	4.63	4.63	-32000
1338	4.63	4.64	4.63	4.64	-124000
1343	4.64	4.64	4.64	4.64	-106000
1348	4.63	4.64	4.63	4.64	-26000
1353	4.63	4.64	4.62	4.63	-1716000
1358	4.63	4.64	4.63	4.64	-14000
1403	4.64	4.64	4.62	4.62	-5e+05
1408	4.62	4.63	4.62	4.63	-121025
1413	4.62	4.63	4.62	4.62	-52000
1418	4.63	4.63	4.62	4.62	-46000
1423	4.62	4.63	4.62	4.63	-254000
1428	4.63	4.63	4.63	4.63	-80000
1433	4.63	4.63	4.62	4.63	-466000
1438	4.63	4.63	4.62	4.63	-338000
1443	4.63	4.63	4.62	4.63	-158828
1448	4.62	4.63	4.62	4.63	-96000
1453	4.62	4.63	4.62	4.63	-580000
1458	4.63	4.63	4.62	4.63	-306000
1503	4.63	4.63	4.62	4.62	-774000
1508	4.63	4.64	4.63	4.64	-458000
1513	4.63	4.64	4.63	4.63	-32000
1518	4.63	4.64	4.63	4.64	-170000
1523	4.64	4.64	4.63	4.64	-114000
1528	4.64	4.64	4.63	4.64	-144000
1533	4.64	4.64	4.64	4.64	-422000
1538	4.64	4.66	4.64	4.66	-2552000
1543	4.66	4.66	4.65	4.65	-850000
1548	4.66	4.66	4.65	4.65	-1042000
1553	4.66	4.66	4.65	4.66	-684000
1558	4.66	4.67	4.66	4.66	34218999
0932	4.66	4.66	4.64	4.64	-1102614
0937	4.63	4.64	4.63	4.63	-292000
0942	4.63	4.64	4.63	4.64	-988000
0947	4.65	4.65	4.64	4.64	-388000
0952	4.64	4.64	4.64	4.64	-904000
0957	4.64	4.64	4.63	4.63	-838000
1002	4.64	4.64	4.63	4.63	-781800
1007	4.65	4.65	4.64	4.64	-486577
1012	4.64	4.66	4.64	4.66	-614000
1017	4.65	4.66	4.65	4.66	-806000
1022	4.66	4.66	4.66	4.66	-972000
1027	4.65	4.66	4.65	4.65	-394000
1032	4.66	4.66	4.65	4.65	-396000
1037	4.65	4.66	4.65	4.65	-686000
1042	4.65	4.65	4.65	4.65	-126000
1047	4.66	4.66	4.66	4.66	-948000
1052	4.66	4.67	4.66	4.67	-136000
1057	4.66	4.67	4.66	4.67	-3513978
1102	4.68	4.68	4.67	4.67	-930000
1107	4.67	4.68	4.67	4.68	-182749
1112	4.68	4.68	4.68	4.68	-212000
1117	4.68	4.69	4.68	4.69	-1448000
1122	4.68	4.69	4.68	4.68	-47638
1127	4.68	4.69	4.68	4.69	-177088
1132	4.69	4.69	4.68	4.69	-478000
1137	4.68	4.69	4.68	4.69	-62000
1142	4.69	4.69	4.68	4.69	-372000
1147	4.69	4.69	4.68	4.69	-952000
1152	4.7	4.7	4.69	4.69	-816465
1157	4.69	4.7	4.69	4.7	-346000
1301	4.69	4.7	4.69	4.7	-146000
1306	4.7	4.7	4.7	4.7	-202000
1311	4.7	4.7	4.7	4.7	-58000
1316	4.7	4.7	4.69	4.7	-128000
1321	4.69	4.69	4.69	4.69	-284000
1326	4.69	4.7	4.69	4.7	-238000
1331	4.7	4.7	4.7	4.7	-596000
1336	4.69	4.7	4.69	4.7	-256000
1341	4.7	4.7	4.69	4.7	-412000
1346	4.7	4.7	4.69	4.7	-194000
1351	4.7	4.7	4.69	4.7	-248102
1356	4.69	4.7	4.69	4.7	-230000
1401	4.69	4.7	4.69	4.7	-374927
1406	4.7	4.7	4.69	4.69	-180000
1411	4.69	4.7	4.69	4.69	-216000
1416	4.69	4.69	4.69	4.69	-3e+05
1421	4.69	4.7	4.69	4.7	-178282
1426	4.7	4.7	4.69	4.69	-194000
1431	4.7	4.7	4.69	4.69	-330000
1436	4.69	4.7	4.69	4.69	-675400
1441	4.69	4.69	4.69	4.69	-410000
1446	4.69	4.69	4.69	4.69	-1e+05
1451	4.69	4.7	4.69	4.69	-128000
1456	4.7	4.7	4.69	4.7	-222000
1501	4.69	4.7	4.69	4.69	-768000
1506	4.68	4.69	4.68	4.68	-464000
1511	4.68	4.68	4.68	4.68	-359000
1516	4.69	4.69	4.68	4.68	-956000
1521	4.67	4.68	4.67	4.68	-412000
1526	4.67	4.67	4.67	4.67	-416000
1531	4.67	4.67	4.67	4.67	-722000
1536	4.67	4.68	4.67	4.67	-240000
1541	4.67	4.68	4.67	4.68	-404000
1546	4.68	4.68	4.68	4.68	-532000
1551	4.67	4.68	4.67	4.68	-1212000
1556	4.68	4.68	4.67	4.67	-3272000
