代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生Ｈ股	-2.07	1939633920	123.000	--  	15762908	188000	0.24	--  	  0.93	124.400	
02800	盈富基金	-1.28	1198955008	30.900	--  	38867932	1135000	0.16	--  	  1.14	30.950	
02822	南方Ａ５０	-0.99	832730048	15.960	--  	52132200	1165000	0.00	--  	  0.68	15.920	
00823	领展房产基金	0.22	610332992	68.800	--  	8926573	1542000	0.29	--  	  1.37	68.550	
02823	安硕Ａ５０	-1.14	518523264	15.560	--  	33297292	1415200	0.13	--  	  0.82	15.520	
03188	华夏沪深三百	-1.09	343107808	50.100	--  	6829669	155400	0.00	--  	  0.75	50.500	
07228	ＦＬ二　三星国指	-4.47	171891856	8.550	--  	19994800	1400	0.00	--  	  1.60	8.610	
07288	ＦＬ二南方国指	-4.30	94733264	10.240	--  	9197300	23600	0.00	--  	  1.09	10.380	
07300	ＦＩ南方恒指	1.52	89632240	5.330	--  	16826000	18000	0.00	--  	  0.93	5.320	
07200	ＦＬ二南方恒指	-3.22	76581544	12.020	--  	6367500	12500	0.00	--  	  1.61	12.100	
07267	ＦＬ二华夏国指	-4.56	71521192	11.300	--  	6295100	10000	0.00	--  	  2.19	11.380	
07221	ＦＬ二华夏恒指	-3.34	50457848	13.300	--  	3789400	600	0.00	--  	  1.85	13.640	
07205	ＦＬ二　三星恒指	-3.11	47795708	9.980	--  	4785800	1200	0.00	--  	  2.19	9.990	
00405	越秀房产信托基金	0.38	28875726	5.220	--  	5541000	180000	-0.19	--  	  1.09	5.200	
07388	ＦＩ南方国指	2.17	21293780	5.660	--  	3773700	4400	0.00	--  	  0.80	5.640	
07230	ＦＬ二未来国指	-4.49	21139922	10.640	--  	1970700	3000	0.00	--  	  0.80	10.760	
02778	冠君产业信托	0.36	20946580	5.600	--  	3752000	521000	0.18	--  	  0.84	5.560	
07242	ＦＬ二易方达恒指	-3.33	14282664	7.540	--  	1894100	66300	-0.26	--  	  0.82	7.580	
82822	南方Ａ５０－Ｒ	-1.52	12555719	12.920	--  	968328	3000	-0.31	--  	  1.28	12.960	
07321	ＦＩ华夏恒指	1.72	12000407	5.920	--  	2030800	10000	-0.17	--  	  1.33	5.910	
