代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
00939	建设银行	-2.68	6628745728	8.000	7.990	8.000	828348672	338801000	0.38	          0.34	
00941	中国移动	-0.41	3474895104	72.600	72.600	72.650	47783592	19166500	-0.62	          0.23	
00005	汇丰控股	-0.90	2617580288	77.200	77.150	77.200	33903684	8462400	-0.06	          0.17	
03988	中国银行	-0.94	2503802880	4.200	4.200	4.210	597814400	149021000	0.72	          0.71	
601600	中国铝业	-2.02	2267488512	5.34	5.33	5.34	4239573	125	0.00	          3.87	
01299	友邦保险	-1.83	2014335360	64.400	64.350	64.400	31294396	7406400	0.23	          0.26	
000063	中兴通讯	-2.57	1895239680	31.52	31.51	31.52	594218	9158	-0.18	          1.73	
000858	五 粮 液	-1.21	1813429760	73.42	73.42	73.43	246607	3618	-0.09	          0.65	
002236	大华股份	-6.68	1813183744	28.34	28.34	28.35	624801	8639	-0.38	          3.67	
600460	士兰微	-5.35	1798085760	15.58	15.58	15.59	1132831	113	-0.37	          9.08	
00883	中国海洋石油	-1.42	1471896960	11.100	11.080	11.100	132154064	54750000	-0.54	          0.30	
02628	中国人寿	-1.50	1461158528	22.950	22.900	22.950	63887400	16515000	0.66	          0.86	
600019	宝钢股份	-3.90	1351984512	9.61	9.60	9.61	1405199	54	-0.20	          0.64	
03968	招商银行	-2.41	1260056192	32.450	32.450	32.500	38878288	8838500	0.62	          0.85	
601939	建设银行	-0.36	1163761152	8.21	8.20	8.21	1421278	306	-0.23	          1.48	
601288	农业银行	-0.48	1158641536	4.11	4.10	4.11	2825758	3062	0.24	          0.10	
600029	南方航空	-2.42	1126442240	11.30	11.32	11.33	1002208	24	-0.25	          1.43	
002456	欧菲科技	-5.09	1122668800	20.71	20.71	20.72	533234	5725	0.00	          2.01	
601398	工商银行	-0.15	1089812864	6.68	6.67	6.68	1636774	92	0.15	          0.06	
000002	万 科Ａ	-0.40	1038873920	32.28	32.28	32.29	322839	2489	0.03	          0.33	
00857	中国石油股份	-2.01	1021430336	5.350	5.340	5.350	191449520	52406000	0.75	          0.91	
000732	泰禾集团	-4.10	990862784	28.80	28.79	28.80	338420	10823	-0.61	          2.72	
000825	太钢不锈	-4.82	990296960	6.71	6.70	6.71	1456763	15391	-0.14	          2.56	
