代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
00941	中国移动	-0.41	3474895104	72.600	72.600	72.650	47783592	19166500	-0.62	          0.23	
00762	中国联通	-1.29	671920896	9.950	9.940	9.950	67982096	16980000	0.00	          0.22	
01186	中国铁建	-0.72	660124096	8.270	8.270	8.280	80409784	44898500	2.10	          3.87	
002012	凯恩股份	-5.94	657983680	7.13	7.13	7.14	912329	3577	0.28	         19.51	
601369	陕鼓动力	-8.68	204272400	6.94	6.93	6.94	296506	10	-0.71	          1.81	
02338	潍柴动力	-4.55	154799184	8.600	8.590	8.600	17806860	684000	0.35	          0.92	
603988	中电电机	10.00	129653648	30.36	30.36	--  	44679	10	0.00	          3.72	
300143	星普医科	-10.00	69653056	23.04	--  	23.04	29726	99	0.00	          2.16	
002160	常铝股份	-4.70	62186404	6.29	6.28	6.29	97129	2583	-0.15	          2.06	
603421	鼎信通讯	3.11	43396064	21.88	21.86	21.87	19871	38	-0.04	          4.58	
00672	众安房产	-9.38	31006746	0.580	--  	--  	52140200	1000000	0.00	          0.89	
01786	铁建装备	-3.63	10342825	1.860	--  	--  	5498000	500	-0.53	          1.03	
01003	欢喜传媒	1.32	8999800	1.530	--  	--  	5920000	20000	0.00	          0.21	
02080	奥克斯国际	-3.25	7434101	1.490	--  	--  	5108000	40000	1.36	          1.36	
数据来源:通达信
