代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
603799	华友钴业	2.48	3673638912	123.06	123.02	123.03	296944	67	0.08	          5.07	
600588	用友网络	3.25	2571279360	37.22	37.23	37.24	677869	51	0.70	          4.64	
300104	乐视网	5.77	2388211200	5.50	5.49	5.50	4395146	49418	-0.17	         14.44	
600903	贵州燃气	0.81	1998764032	28.57	28.51	28.52	676034	3	-1.34	         55.44	
600410	华胜天成	8.00	1790639232	11.61	11.61	11.62	1541198	64	0.26	         14.09	
603019	中科曙光	0.77	1708803712	45.81	45.77	45.80	373054	47	0.02	          5.80	
300353	东土科技	8.01	1664649088	17.00	17.00	17.01	970113	10808	0.12	         29.60	
002497	雅化集团	0.78	1363271424	14.13	14.13	14.14	946873	10013	-0.06	         11.62	
000970	中科三环	6.64	1287624448	13.17	13.16	13.17	971224	4692	-0.07	          9.12	
002405	四维图新	2.32	1252186112	23.33	23.32	23.33	541902	7241	0.17	          5.28	
600111	北方稀土	1.91	1243718528	13.31	13.30	13.31	930543	45	0.00	          2.56	
002925	盈趣科技	1.91	1120656256	87.85	87.84	87.85	128296	1546	-0.13	         17.11	
601838	成都银行	1.81	1113773696	12.93	12.92	12.93	858782	60	-0.30	         23.77	
600392	盛和资源	0.66	1044467712	16.81	16.81	16.82	611101	72	0.24	          5.69	
600104	上汽集团	3.21	1020887488	35.02	35.03	35.04	295354	162	0.06	          0.26	
600690	青岛海尔	2.14	955964096	20.01	20.00	20.01	480465	68	-0.04	          0.79	
600050	中国联通	0.62	939158720	6.44	6.43	6.44	1451538	158	0.00	          0.68	
300367	东方网力	2.19	892416960	16.83	16.82	16.83	526874	6526	0.66	          9.60	
002102	冠福股份	6.71	869956928	5.09	5.09	5.10	1688441	14648	-0.19	         10.67	
000816	智慧农业	5.00	866984576	4.20	4.20	4.21	2090453	31834	0.00	         15.64	
300251	光线传媒	0.39	864533696	12.82	12.82	12.83	665388	8736	-0.38	          2.42	
600977	中国电影	5.16	850103872	17.95	17.95	17.96	481288	5	0.22	          8.52	
002839	张家港行	0.62	816004800	9.80	9.80	9.81	827062	11252	-0.30	          9.91	
002440	闰土股份	2.76	799806144	24.23	24.22	24.23	330655	3118	-0.11	          5.39	
600547	山东黄金	3.44	795562688	26.79	26.79	26.80	299506	169	0.15	          2.06	
000938	紫光股份	0.80	781359424	67.08	67.07	67.08	116845	2164	0.31	          5.67	
000410	沈阳机床	9.99	760858816	11.56	11.56	--  	658719	115	0.00	          8.90	
000636	风华高科	1.63	740356032	12.50	12.49	12.50	591338	9687	0.00	          6.75	
002635	安洁科技	0.76	737375680	23.76	23.76	23.77	309028	3430	0.17	          9.69	
002024	苏宁易购	1.03	715866752	12.73	12.72	12.73	564016	4662	-0.15	          1.13	
300024	机器人	1.18	712648256	18.84	18.82	18.84	374014	2802	-0.04	          2.47	
600577	精达股份	10.00	662079744	4.73	4.73	--  	1411166	8	0.00	          7.22	
300070	碧水源	1.81	651067392	16.90	16.89	16.90	385273	3962	0.48	          2.01	
300236	上海新阳	4.27	624092736	33.43	33.43	33.44	190180	1515	0.18	         10.72	
00823	领展房产基金	0.22	610332992	68.800	--  	--  	8926573	1542000	0.29	--  	
002156	通富微电	2.73	595914048	12.03	12.03	12.04	504659	7866	0.08	          5.19	
002371	北方华创	0.42	591006016	35.80	35.80	35.81	165536	2105	-0.41	          4.73	
300624	万兴科技	9.99	581711168	55.03	55.03	--  	106919	93	0.00	         53.46	
603616	韩建河山	0.86	569338880	16.35	16.41	16.42	352143	33	0.25	         23.90	
002709	天赐材料	5.23	559989056	48.06	48.05	48.06	115913	609	0.06	          6.15	
300182	捷成股份	0.67	550730880	10.55	10.55	10.56	521635	4452	0.00	          3.75	
03888	金山软件	0.55	533221696	27.550	27.550	27.600	19331580	273000	0.18	          1.41	
600260	凯乐科技	1.14	528656096	32.91	32.92	32.93	157199	21	-0.23	          2.91	
300124	汇川技术	0.03	521758560	31.84	31.83	31.84	161301	949	0.19	          1.31	
300277	海联讯	3.82	518409376	11.68	11.67	11.68	447800	5357	1.65	         13.39	
002920	德赛西威	3.08	516735552	38.50	38.50	38.51	133306	1814	-0.25	         13.33	
603080	新疆火炬	3.71	494176480	33.00	33.02	33.03	149420	1	-0.20	         42.09	
603083	剑桥科技	4.76	485096480	44.22	44.21	44.24	106887	30	0.02	         43.68	
600398	海澜之家	2.44	481888928	12.57	12.54	12.57	382614	115	0.40	          0.85	
300316	晶盛机电	4.11	481490560	19.00	19.00	19.01	254520	1763	0.11	          2.76	
002271	东方雨虹	2.57	480401280	41.56	41.55	41.56	115722	406	-0.09	          2.03	
002407	多氟多	1.79	465763904	18.21	18.21	18.22	252982	2049	0.00	          4.71	
601069	西部黄金	7.84	449012928	15.00	15.00	15.03	304281	97	-0.65	          4.78	
600380	健康元	1.47	448574560	12.43	12.42	12.43	362908	45	0.24	          2.32	
002192	融捷股份	5.84	439255584	29.71	29.71	29.72	148501	1741	0.10	          7.80	
300213	佳讯飞鸿	0.75	433502464	8.09	8.08	8.09	519365	2467	0.25	         14.15	
300253	卫宁健康	0.43	431941120	9.29	9.29	9.30	458249	5863	0.11	          4.00	
002369	卓翼科技	2.44	428151936	8.80	8.80	8.81	480370	4861	0.00	         11.44	
002076	雪 莱 特	4.79	426258432	5.69	5.68	5.69	750953	8523	0.18	         17.85	
000868	安凯客车	3.85	417975744	6.75	6.74	6.75	622534	7968	0.15	          8.95	
300244	迪安诊断	2.54	414131424	22.58	22.57	22.58	182755	1005	0.22	          5.34	
00902	华能国际电力股份	2.42	407011072	5.070	5.060	5.070	80688912	9362000	0.60	          1.72	
600893	航发动力	0.46	390515008	26.21	26.17	26.20	148770	12	0.15	          0.76	
