代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生中国企业	0.73	1954934528	--  	--  	15745122	88600	-0.16	--  	  1.30	124.500	
02800	盈富基金	0.65	880742464	--  	--  	28238380	581500	0.00	--  	  0.74	31.250	
02822	南方Ａ５０	0.90	868010176	--  	--  	55529240	1689800	0.26	--  	  1.06	15.780	
02823	安硕Ａ５０	0.79	430249472	--  	--  	28127356	370700	0.13	--  	  0.57	15.400	
03188	华夏沪深三百	1.32	427695040	--  	--  	8584229	221400	0.20	--  	  1.18	49.900	
00823	领展房产基金	0.59	183300640	--  	--  	2709122	619000	-0.07	--  	  0.58	67.400	
07300	ＦＩ南方恒指	-1.13	103062048	--  	--  	19623800	8000	-0.19	--  	  0.69	5.240	
07388	ＦＩ南方国指	-1.07	63828372	--  	--  	11367000	194500	0.00	--  	  1.38	5.560	
07200	ＦＬ二南方恒指	2.01	57492348	--  	--  	4700100	1000	0.16	--  	  0.77	12.240	
07228	ＦＬ二　三星国指	1.99	57150932	--  	--  	6557400	2000	0.11	--  	  0.48	8.800	
07288	ＦＬ二南方国指	2.16	34312664	--  	--  	3287700	2000	0.19	--  	  0.39	10.360	
00778	置富产业信托	0.74	26830072	--  	--  	2827023	106000	0.00	--  	  0.80	9.400	
07267	ＦＬ二华夏国指	2.31	25110248	--  	--  	2177600	13000	-0.17	--  	  0.55	11.580	
02801	安硕中国ＥＴＦ	1.36	22091952	--  	--  	738500	5200	0.00	--  	  1.81	29.950	
02840	ＳＰＤＲ金ＥＴＦ	0.70	18597690	--  	--  	18470	10	0.00	--  	  0.81	1006.000	
00405	越秀房产信托基金	0.75	17991890	--  	--  	3333015	123000	0.00	--  	  0.81	5.390	
03167	南方中国新行业	1.48	15074136	--  	--  	191300	50	0.06	--  	  0.81	78.500	
03115	安硕恒生指数	1.09	13839090	--  	--  	124780	10	0.09	--  	  3.17	111.200	
07321	ＦＩ华夏恒指	-1.02	12839443	--  	--  	2199200	10000	0.00	--  	  0.84	5.810	
02778	冠君产业信托	-0.54	12481806	--  	--  	2233026	546000	0.00	--  	  0.77	5.650	
07221	ＦＬ二华夏恒指	2.11	10347696	--  	--  	764700	2000	0.00	--  	  0.31	13.260	
07302	ＦＩ易方达恒指	-1.06	9920570	--  	--  	2123000	1000	0.00	--  	 43.34	4.670	
03086	ＢＭＯ纳斯达克	2.22	8732125	--  	--  	631796	200	0.00	--  	 17.19	13.820	
07205	ＦＬ二　三星恒指	2.11	8505844	--  	--  	838400	10000	-0.20	--  	  0.17	10.080	
82822	南方Ａ５０－Ｒ	0.32	8505825	--  	--  	680767	1000	0.16	--  	  0.59	12.500	
07312	ＦＩ　三星恒指	-0.90	7448609	--  	--  	1694200	10000	0.00	--  	  0.42	4.390	
03087	ＸＴＲ富时越南	0.27	7299911	--  	--  	24030	100	0.00	--  	  1.05	303.400	
00808	泓富产业信托	-0.30	7254951	--  	--  	2157338	323000	-0.59	--  	  0.86	3.360	
02833	恒指ＥＴＦ	0.80	7229865	--  	--  	230303	53500	0.00	--  	  0.49	31.800	
07341	ＦＩ华夏国指	-1.12	7006940	--  	--  	1134800	30000	0.00	--  	  0.47	6.140	
01881	富豪产业信托	-2.04	6523281	--  	--  	2744000	80000	-0.41	--  	  5.55	2.390	
03173	ＰＰ中国新经济	3.03	6178296	--  	--  	703000	5000	0.00	--  	  1.65	8.750	
03147	南方中创业板	3.37	5936267	--  	--  	720400	3000	-0.24	--  	  1.40	8.070	
02803	ＰＰ中国基石经济	1.31	5896351	--  	--  	693000	1000	0.00	--  	  1.77	8.510	
07230	ＦＬ二未来国指	1.88	5367109	--  	--  	494500	1000	0.00	--  	  0.19	10.900	
87001	汇贤产业信托	0.32	5267335	--  	--  	1692404	12000	0.00	--  	  0.25	3.120	
03160	ＢＭＯ日股对冲	2.27	5113779	--  	--  	472185	185	-0.37	--  	 16.09	10.820	
07328	ＦＩ　三星国指	-1.27	4946890	--  	--  	1064200	10000	0.00	--  	  0.65	4.630	
07231	ＦＬ二未来恒指	1.77	4254972	--  	--  	334600	3000	0.16	--  	  0.23	12.780	
03010	安硕亚洲除日	1.41	4051187	--  	--  	70298	5	0.00	--  	  1.65	57.750	
03027	ＸＴＲ俄罗斯	-1.77	3584707	--  	--  	159250	5000	0.00	--  	  9.04	22.550	
83188	华夏沪深三百－Ｒ	0.76	3481934	--  	--  	87564	800	0.00	--  	  0.67	39.950	
07210	ＸＬ二易亚中概股	2.87	3229390	--  	--  	158000	11000	0.00	--  	  0.97	20.600	
03070	平安香港高息股	2.91	2769325	--  	--  	82500	500	0.00	--  	  3.92	33.550	
00435	阳光房地产基金	1.13	2540795	--  	--  	475683	70000	0.00	--  	  0.61	5.310	
03040	未来ＭＳＣＩ中国	1.79	2462315	--  	--  	66800	300	0.00	--  	  0.43	36.900	
02827	标智沪深３００	0.78	2273100	--  	--  	58800	1000	0.00	--  	  0.62	38.550	
03110	未来恒生高股息率	1.58	2071260	--  	--  	64100	500	0.00	--  	  2.53	32.200	
03020	ＸＴＲ美国	2.09	1849650	--  	--  	3300	1650	-0.09	--  	  3.83	561.000	
02805	领航富时亚洲	0.78	1827529	--  	--  	70227	27	0.00	--  	  1.00	25.700	
03140	领航标普５００	1.37	1824508	--  	--  	94967	5800	0.00	--  	  0.55	19.200	
03128	恒生Ａ股龙头	1.13	1643770	--  	--  	26200	200	0.16	--  	  0.59	63.400	
03175	Ｆ三星原油期	0.44	1593764	--  	--  	115200	5000	0.00	--  	  1.92	13.840	
03101	领航富时发展欧洲	1.53	1582220	--  	--  	79744	1000	0.00	--  	  1.63	19.560	
