代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
000977	浪潮信息	8.83	3304468992	1.98	24.39	24.40	1404690	13435	-1.04	         10.94	23.11	
002049	紫光国芯	4.02	3257000448	2.04	52.73	52.74	630623	6780	-0.14	         10.46	50.95	
603019	中科曙光	6.63	2652332800	3.35	53.89	53.90	505566	120	-0.19	          7.86	51.12	
002929	润建通信	4.58	2203394560	2.63	59.99	60.00	356328	4924	-0.26	         64.57	60.81	
002405	四维图新	10.00	1893494656	2.22	24.42	--  	789875	1029	0.00	          7.70	22.60	
00941	中国移动	3.12	1866896512	2.200	72.700	72.750	25810526	2578500	0.07	          0.13	71.250	
000002	万 科Ａ	2.27	1803144960	0.69	31.02	31.03	578854	4456	0.13	          0.60	30.89	
600570	恒生电子	10.00	1761333120	5.14	56.53	--  	320311	2	0.00	          5.18	52.49	
000636	风华高科	1.87	1328576128	0.26	14.13	14.14	957163	7597	-0.27	         10.93	13.70	
300170	汉得信息	7.18	1218966016	1.13	16.86	16.87	737790	7690	0.00	         11.11	16.02	
601069	西部黄金	8.51	1210916352	1.63	20.78	20.79	627121	47	-0.33	          9.86	18.32	
000768	中航飞机	0.41	1204310016	0.07	17.24	17.25	704739	6530	-0.05	          2.55	16.90	
300253	卫宁健康	10.03	1195830912	1.08	11.85	--  	1058760	17944	1.28	          8.85	11.09	
000066	中国长城	10.06	1171476992	0.72	7.87	7.88	1515230	18684	0.00	          6.08	7.18	
002208	合肥城建	10.00	1160020480	1.77	19.47	--  	614776	583	0.00	         19.26	17.90	
002371	北方华创	8.40	1138432640	3.21	41.33	41.44	287826	2384	0.83	          8.01	39.50	
300367	东方网力	3.11	1082336000	0.55	18.23	18.24	601244	5179	0.11	         10.95	17.98	
300666	江丰电子	4.79	1066039040	3.21	70.21	70.22	155004	1954	0.16	         28.34	68.60	
00762	中国联通	5.58	1050304320	0.520	9.840	9.850	106709472	3426000	0.00	          0.35	9.750	
002151	北斗星通	5.22	1030721152	1.51	30.44	30.45	340743	3416	-0.02	         13.39	30.00	
300316	晶盛机电	5.95	930413056	1.28	22.80	22.81	416755	3593	0.18	          4.53	21.65	
600535	天士力	2.27	881204608	0.99	44.65	44.69	197112	202	-0.03	          1.82	44.00	
000997	新 大 陆	9.98	881089728	1.80	19.83	19.84	459372	4458	0.66	          4.94	18.20	
000735	罗 牛 山	3.06	864079424	0.28	9.42	9.43	920217	10277	0.21	          8.68	9.20	
300070	碧水源	5.43	824750720	0.89	17.28	17.29	483725	4046	0.00	          2.52	16.50	
600435	北方导航	2.42	824673280	0.26	10.99	11.00	761059	98	0.27	          5.11	10.82	
300188	美亚柏科	9.81	799045760	2.63	29.43	29.44	283702	5839	0.72	          9.24	27.30	
002321	华英农业	0.13	787101248	0.01	7.61	7.62	1046502	28182	0.13	         24.70	7.31	
600271	航天信息	4.73	786439040	0.98	21.68	21.69	365573	6	0.00	          1.98	20.81	
002223	鱼跃医疗	1.03	768566784	0.24	23.44	23.45	329398	3474	0.17	          3.85	23.40	
300166	东方国信	3.76	765752064	0.61	16.83	16.84	455927	2739	0.06	          5.65	16.48	
