代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
600460	士兰微	1.39	1841296896	16.08	16.09	16.10	1151982	98	0.44	          9.24	
002497	雅化集团	9.84	1708409600	14.07	14.06	14.07	1253065	8295	-0.06	         15.38	
002340	格林美	4.39	1626852864	7.37	7.37	7.38	2227799	40331	0.00	          7.15	
300017	网宿科技	0.73	1109211136	12.39	12.38	12.39	903300	17122	0.41	          5.63	
600160	巨化股份	1.14	1068934848	12.44	12.44	12.45	861494	8	0.32	          4.21	
300618	寒锐钴业	3.12	1056073088	289.72	289.72	289.75	36832	780	0.00	         12.28	
002024	苏宁易购	0.16	1000177344	12.50	12.50	12.51	789171	5213	-0.15	          1.58	
002241	歌尔股份	2.03	984885696	15.56	15.56	15.57	635270	6521	0.13	          2.34	
000807	云铝股份	0.93	982920576	8.67	8.66	8.67	1144489	15328	0.23	          5.08	
300085	银之杰	4.52	868070720	16.19	16.19	16.20	538413	8773	0.43	         13.72	
02689	玖龙纸业	1.58	825685568	14.120	14.100	14.120	58511008	4073000	0.57	          1.25	
000977	浪潮信息	0.11	760470080	18.72	18.72	18.73	405358	3925	-0.04	          3.16	
000503	海虹控股	2.72	747395648	35.90	35.89	35.90	210405	2777	-0.16	          2.34	
300133	华策影视	0.85	745452544	12.99	12.99	13.00	581938	6906	0.00	          4.77	
300182	捷成股份	7.37	731376256	10.20	10.20	10.21	729166	7357	-0.28	          5.24	
000100	TCL 集团	0.81	701238976	3.75	3.74	3.75	1880031	16939	0.27	          1.60	
300170	汉得信息	0.21	700942784	14.50	14.49	14.50	481235	3559	0.90	          7.25	
300070	碧水源	2.67	697643200	16.56	16.56	16.57	419791	3637	0.06	          2.19	
300364	中文在线	1.58	683339392	11.57	11.57	11.58	587697	6934	1.22	         13.03	
002156	通富微电	1.50	682896832	11.50	11.50	11.51	586118	5978	-0.08	          6.03	
300236	上海新阳	1.20	625856000	31.10	31.10	31.11	199662	2463	-0.31	         11.26	
002174	游族网络	9.99	610610240	24.12	24.12	--  	257735	92	0.00	          4.47	
300226	上海钢联	0.51	605071296	63.03	63.03	63.06	97111	1032	-0.57	          6.44	
00607	丰盛控股	2.09	602689792	4.400	4.390	4.400	139075840	10580000	3.04	          0.70	
600172	黄河旋风	0.23	579347200	8.61	8.60	8.61	660574	22	0.47	          5.65	
