代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
00700	腾讯控股	-3.09	14167755776	432.200	432.200	432.400	32560086	4605200	0.00	          0.34	
601318	中国平安	-2.94	5354288640	67.76	67.71	67.72	782170	131	-0.30	          0.72	
02318	中国平安	-2.23	5035081216	83.450	83.400	83.450	60367036	7219000	0.66	          0.81	
00939	建设银行	-2.74	4098585856	8.150	8.140	8.150	503887168	70623000	0.12	          0.21	
600519	贵州茅台	-1.67	3522004736	725.62	725.32	725.33	48331	7	-0.13	          0.38	
000651	格力电器	-0.62	3197420800	51.69	51.69	51.70	618894	6017	-0.20	          1.04	
00388	香港交易所	-2.00	3021213440	284.000	284.000	284.200	10563349	1159300	-0.21	          0.85	
600030	中信证券	-0.77	2865959680	18.11	18.10	18.11	1585728	281	0.06	          1.62	
000725	京东方Ａ	-0.88	2723804672	5.66	5.66	5.67	4810891	54354	0.00	          1.42	
000858	五 粮 液	-2.39	2444849408	74.28	74.12	74.28	330102	2661	0.51	          0.87	
01398	工商银行	-2.03	2403753984	6.760	6.750	6.760	356684512	62961000	0.75	          0.41	
000063	中兴通讯	-0.40	2258664960	32.24	32.23	32.24	698489	6221	0.09	          2.04	
002508	老板电器	-10.00	2189538304	40.67	--  	40.67	536167	862	0.00	          5.74	
02828	恒生Ｈ股	-2.11	2173031936	125.000	--  	--  	17390244	352200	0.48	--  	
03988	中国银行	-2.29	2047100544	4.270	4.260	4.270	479682592	80442000	0.47	          0.57	
00005	汇丰控股	-0.76	1935793408	78.000	78.000	78.050	24780124	2307200	-0.19	          0.12	
600887	伊利股份	-3.68	1791151104	32.45	32.44	32.45	547095	2	-0.21	          0.91	
601288	农业银行	-1.67	1646072320	4.13	4.12	4.13	3983069	167	0.00	          0.14	
000002	万 科Ａ	-0.61	1621987584	32.70	32.70	32.71	500004	4147	-0.05	          0.51	
601398	工商银行	-1.77	1615860480	6.67	6.67	6.68	2413872	1427	0.00	          0.09	
600036	招商银行	-1.85	1612634112	30.30	30.28	30.29	532577	6	-0.09	          0.26	
00884	旭辉控股集团	-5.08	1561034496	6.160	6.150	6.160	253016304	182872000	0.16	          3.33	
002304	洋河股份	-7.25	1548729472	117.99	117.97	117.99	130020	493	0.59	          1.05	
00941	中国移动	-0.61	1527391232	73.400	73.350	73.400	20805112	5920000	0.14	          0.10	
000001	平安银行	-1.87	1463313664	12.05	12.04	12.05	1214146	13885	-0.07	          0.72	
001979	招商蛇口	-0.18	1453532544	21.87	21.87	21.90	663667	3661	-0.13	          3.49	
601166	兴业银行	-1.22	1427708032	17.86	17.86	17.87	797628	135	-0.21	          0.42	
000830	鲁西化工	-0.86	1409460096	22.98	22.98	22.99	612434	8711	0.00	          4.18	
002925	盈趣科技	-2.29	1409149056	86.18	86.18	86.19	162380	2160	-0.07	         21.65	
02800	盈富基金	-1.43	1330969728	31.100	--  	--  	42720664	1455000	0.16	--  	
600019	宝钢股份	-0.99	1305142144	10.04	10.03	10.04	1308825	335	0.20	          0.59	
601899	紫金矿业	-2.13	1286793728	4.60	4.59	4.60	2799896	187	0.00	          1.77	
600585	海螺水泥	-1.69	1141533184	32.52	32.52	32.53	350130	79	-0.27	          0.88	
600340	华夏幸福	-1.64	1107409920	37.24	37.28	37.29	298893	94	-0.02	          1.01	
01288	农业银行	-2.25	1096714752	4.350	4.340	4.350	252223488	32103000	0.46	          0.82	
601668	中国建筑	-1.41	1093825024	9.11	9.12	9.13	1199102	356	-0.10	          0.40	
600031	三一重工	-2.82	1071390080	8.28	8.28	8.29	1298691	91	0.24	          1.70	
600028	中国石化	-2.29	1070287872	6.41	6.40	6.41	1672396	544	-0.30	          0.18	
00027	银河娱乐	-1.23	1028447680	68.500	68.500	68.550	15030718	1445000	0.07	          0.35	
002926	华西证券	-1.49	1025535488	14.56	14.56	14.57	705043	7966	-0.13	         13.43	
600029	南方航空	-2.24	1008408640	11.81	11.81	11.82	856197	48	0.17	          1.22	
601939	建设银行	-1.31	1006162304	8.31	8.31	8.32	1213792	199	0.24	          1.27	
300136	信维通信	-0.22	999105856	40.11	40.11	40.12	251797	1599	-0.19	          3.38	
600789	鲁抗医药	-6.91	996161216	11.45	11.45	11.46	854813	100	0.79	         14.70	
601699	潞安环能	-1.50	958388544	12.48	12.46	12.47	776067	17	0.08	          2.59	
00386	中国石油化工股份	-3.08	937783104	6.300	6.300	6.310	149177856	31114000	0.16	          0.58	
03968	招商银行	-2.79	903623232	33.050	33.000	33.050	27228228	5065000	0.61	          0.59	
601688	华泰证券	-1.31	894642112	17.29	17.28	17.29	517246	133	0.00	          0.95	
601088	中国神华	-1.43	889075904	24.16	24.14	24.15	370275	11	-0.24	          0.22	
00883	中国海洋石油	-1.89	871090688	11.400	11.380	11.400	76767584	18339000	0.35	          0.17	
600690	青岛海尔	-1.16	870963520	19.56	19.56	19.57	444658	97	-0.19	          0.73	
300251	光线传媒	-4.58	858235968	12.50	12.50	12.51	678848	11560	-0.23	          2.47	
600050	中国联通	-0.47	839462144	6.42	6.42	6.43	1304569	931	0.31	          0.62	
02628	中国人寿	-1.48	827066688	23.250	23.200	23.250	35606916	7242000	0.22	          0.48	
002916	深南电路	-2.34	824774848	71.00	71.00	71.01	114572	2431	-0.16	         16.37	
601111	中国国航	-1.36	786688384	13.81	13.82	13.83	575805	96	0.58	          0.68	
601988	中国银行	-2.08	785233920	4.23	4.22	4.23	1851423	4	0.00	          0.09	
00857	中国石油股份	-1.60	777973376	5.530	5.520	5.530	140594656	22666000	0.36	          0.67	
02822	南方Ａ５０	-1.71	776956736	16.080	--  	--  	48174216	3916200	0.00	--  	
601336	新华保险	-2.30	775477824	52.73	52.77	52.79	146851	7	-0.18	          0.70	
601328	交通银行	-1.22	768997440	6.50	6.49	6.50	1179972	11	-0.14	          0.30	
