代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生Ｈ股	-2.11	2173031936	125.000	--  	17390244	352200	0.48	--  	  1.18	126.300	
02800	盈富基金	-1.43	1330969728	31.100	--  	42720664	1455000	0.16	--  	  1.29	31.200	
02822	南方Ａ５０	-1.71	776956736	16.080	--  	48174216	3916200	0.00	--  	  0.66	16.260	
02823	安硕Ａ５０	-1.75	634688128	15.680	--  	40368920	2290000	0.00	--  	  0.95	15.920	
03188	华夏沪深三百	-1.27	542980544	50.450	--  	10733241	276200	0.00	--  	  1.39	50.650	
00823	领展房产基金	-0.89	424121056	66.900	--  	6360498	2078500	0.45	--  	  1.08	66.700	
07300	ＦＩ南方恒指	1.54	150977664	5.290	--  	28621500	300	0.00	--  	  2.34	5.250	
07288	ＦＬ二南方国指	-4.71	139975120	10.520	--  	13137100	60000	-0.19	--  	  1.98	10.920	
07228	ＦＬ二　三星国指	-4.88	130234968	8.780	--  	14607000	50000	0.00	--  	  2.05	8.980	
07200	ＦＬ二南方恒指	-3.33	64240616	12.200	--  	5221600	5000	0.00	--  	  2.18	12.520	
07267	ＦＬ二华夏国指	-4.60	61870680	11.620	--  	5243900	10000	0.00	--  	  3.79	11.980	
07221	ＦＬ二华夏恒指	-2.87	51512216	13.520	--  	3778300	10000	0.00	--  	  4.19	13.880	
07230	ＦＬ二未来国指	-4.70	32176740	10.940	--  	2892600	3000	0.00	--  	  1.41	11.280	
07205	ＦＬ二　三星恒指	-2.87	31179046	10.160	--  	3053000	5200	0.00	--  	  3.48	10.260	
02778	冠君产业信托	-0.89	27043250	5.570	--  	4850296	1006000	-0.36	--  	  0.84	5.550	
07231	ＦＬ二未来恒指	-3.05	26147086	12.700	--  	2041400	3000	0.00	--  	  2.07	12.860	
07388	ＦＩ南方国指	2.38	23275730	5.590	--  	4194400	8000	0.18	--  	  1.06	5.520	
02840	ＳＰＤＲ金ＥＴＦ	-1.11	22557806	979.000	--  	23040	50	0.00	--  	  2.34	980.500	
07242	ＦＬ二易方达恒指	-3.04	21864538	7.660	--  	2837900	129000	-0.39	--  	  1.82	7.790	
00778	置富产业信托	-0.53	18092354	9.320	--  	1943178	750000	0.43	--  	  0.98	9.370	
