代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
002508	老板电器	-10.00	2189538304	40.67	--  	40.67	536167	862	0.00	          5.74	
002304	洋河股份	-7.25	1548729472	117.99	117.97	117.99	130020	493	0.59	          1.05	
002048	宁波华翔	-5.26	255513568	20.35	20.33	20.35	127253	1752	-0.28	          2.76	
002684	猛狮科技	2.38	221359600	14.22	14.21	14.22	163906	1339	-0.90	          5.08	
002729	好利来	-10.01	211771328	36.41	36.41	36.42	57201	362	-0.02	          8.58	
300262	巴安水务	-9.21	193007600	7.89	7.89	7.90	235627	3203	-0.24	          5.17	
300492	山鼎设计	-7.56	159287216	38.25	38.24	38.25	42684	1840	2.71	         17.28	
002112	三变科技	1.56	138835008	11.70	11.69	11.70	118034	2431	-1.59	          6.46	
002326	永太科技	-3.72	97940848	9.07	9.06	9.07	110304	734	0.00	          2.05	
600622	光大嘉宝	7.78	91174128	14.96	14.96	14.98	62943	87	0.13	          0.94	
00815	中国白银集团	-4.74	87345296	1.810	--  	--  	50357464	2000	1.12	          3.10	
000815	美利云	-4.19	76579176	12.12	12.11	12.12	63165	532	-0.15	          1.99	
00576	浙江沪杭甬	-2.17	72171160	8.550	8.550	8.570	8382418	1648000	-0.23	          0.58	
00970	耀莱集团	2.94	36599240	0.700	--  	--  	54452000	48000	1.45	          1.10	
03368	百盛集团	-9.90	21078136	0.910	0.910	0.920	22917500	500	-1.09	          0.87	
300513	恒泰实达	0.31	13982994	32.00	32.00	32.06	4488	457	2.30	          0.74	
02080	奥克斯国际	-7.19	10129000	1.550	--  	--  	6268000	2000	-3.73	          1.67	
00120	COSMOPOL INT'L	0.00	7785001	0.800	--  	--  	9900000	20000	0.00	          0.22	
数据来源:通达信
