代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00700	腾讯控股	1.08	11506629632	5.000	468.600	468.800	24702582	1595400	-0.09	          0.26	459.200	
600519	贵州茅台	2.70	4161645824	19.59	746.46	746.50	56149	3	0.01	          0.45	728.02	
603799	华友钴业	2.76	3261363200	3.55	132.10	132.19	247423	7	0.33	          4.22	133.00	
300059	东方财富	3.96	3004622592	0.60	15.75	15.76	1959779	40991	0.13	          6.15	15.00	
000858	五 粮 液	3.24	2897588992	2.45	78.00	78.01	373404	3103	0.01	          0.98	75.68	
600887	伊利股份	2.07	2053731328	0.65	32.03	32.04	645868	37	0.06	          1.07	31.30	
601933	永辉超市	4.19	1521741952	0.44	10.93	10.94	1402694	142	0.09	          2.16	10.51	
600728	佳都科技	1.51	1519279488	0.16	10.76	10.77	1449201	416	0.75	         10.51	10.40	
02007	碧桂园	3.94	1260621952	0.600	15.820	15.840	81219800	1865000	-0.25	          0.37	15.100	
600048	保利地产	0.14	1107323520	0.02	14.58	14.59	760648	154	0.07	          0.65	14.57	
600392	盛和资源	2.32	1093981184	0.42	18.55	18.56	597599	5	0.11	          5.57	18.19	
600111	北方稀土	0.58	1026443520	0.08	13.87	13.88	745969	235	0.22	          2.05	13.80	
600276	恒瑞医药	3.48	1023656768	2.78	82.69	82.70	124889	7	0.00	          0.44	79.57	
002137	麦达数字	7.14	1022140224	0.72	10.79	10.80	967121	9827	0.19	         33.27	10.34	
000789	万年青	1.84	938022784	0.23	12.74	12.75	739305	9913	0.16	         12.05	12.68	
01918	融创中国	5.30	913351744	1.600	31.800	31.850	29247664	608000	0.00	          0.66	30.550	
601601	中国太保	3.34	910352512	1.30	40.27	40.28	228272	47	0.30	          0.36	38.67	
600740	山西焦化	1.61	906925440	0.21	13.24	13.25	693305	27	0.08	         10.56	12.72	
601699	潞安环能	1.85	879937472	0.22	12.09	12.10	737956	50	0.17	          2.47	11.80	
601155	新城控股	2.42	868518720	0.86	36.47	36.48	236686	5	0.30	          3.29	36.20	
600196	复星医药	1.12	866687168	0.48	43.46	43.47	199540	5	0.28	          1.04	42.67	
000795	英洛华	2.79	843244480	0.18	6.63	6.64	1291968	7646	0.15	         18.84	6.37	
002074	国轩高科	2.65	806906112	0.60	23.20	23.21	349191	2975	0.09	          5.53	22.40	
00941	中国移动	0.28	781928896	0.200	71.950	72.000	10865599	1741000	-0.28	          0.05	71.750	
600019	宝钢股份	0.10	768466752	0.01	9.53	9.54	809777	82	0.21	          0.37	9.48	
300740	御家汇	10.00	745949504	4.77	52.49	--  	149828	250	0.00	         37.46	46.60	
01548	金斯瑞生物科技	4.29	728181760	1.150	27.950	28.000	26257400	64000	0.00	          1.51	26.500	
002742	三圣股份	5.48	724632256	1.32	25.40	25.41	286022	4520	-0.07	         10.72	24.11	
002202	金风科技	2.99	714335616	0.55	18.91	18.92	379697	4025	0.11	          1.35	18.25	
002208	合肥城建	9.99	698782336	1.36	14.97	--  	504473	1303	0.00	         15.80	13.03	
03993	洛阳钼业	2.41	689445184	0.160	6.790	6.800	100503040	1380000	-0.29	          2.56	6.630	
600348	阳泉煤业	2.12	683898816	0.19	9.14	9.15	757009	124	0.00	          3.15	8.85	
000970	中科三环	2.40	670307968	0.32	13.63	13.64	500371	7695	0.07	          4.70	13.09	
001979	招商蛇口	0.41	655851008	0.09	22.27	22.28	292642	2179	0.04	          1.54	22.19	
601088	中国神华	0.38	645684032	0.09	23.58	23.59	275432	57	0.13	          0.17	23.35	
002184	海得控制	-3.64	620253376	-0.69	18.25	18.26	346416	4963	0.94	         25.50	18.10	
000568	泸州老窖	2.57	613681536	1.55	61.79	61.80	99042	506	0.23	          0.71	60.14	
601336	新华保险	0.63	596167488	0.33	52.52	52.53	113463	74	0.27	          0.54	52.00	
600874	创业环保	2.03	584230528	0.27	13.55	13.56	425862	6	0.44	          3.92	13.29	
600207	安彩高科	0.72	575041216	0.07	9.82	9.83	593751	57	0.41	          8.61	9.45	
300666	江丰电子	1.41	569351936	0.90	64.70	64.71	90672	1962	0.81	         16.58	64.00	
603619	中曼石油	5.88	554129728	2.17	39.08	39.09	146490	3	-0.07	         36.62	36.11	
600809	山西汾酒	5.02	538029952	2.80	58.60	58.61	92752	8	0.09	          1.07	55.99	
000151	中成股份	10.01	533849504	1.34	14.73	--  	373097	220	0.00	         14.00	14.05	
002922	伊戈尔	9.99	501533056	2.64	29.06	--  	182712	229	0.00	         55.37	26.27	
00884	旭辉控股集团	5.88	495431808	0.400	7.180	7.200	68890088	1308000	0.56	          0.91	6.900	
002601	龙蟒佰利	1.07	495407552	0.20	18.91	18.92	262907	5451	0.16	          3.91	18.58	
600436	片仔癀	3.04	489967776	2.43	82.38	82.40	60175	21	0.04	          1.00	79.98	
000786	北新建材	0.91	469670720	0.23	25.44	25.45	185295	3904	0.12	          1.31	25.02	
002016	世荣兆业	1.57	465459584	0.22	14.20	14.21	327615	4419	-0.13	          5.07	13.85	
600405	动力源	3.03	455143840	0.21	7.13	7.14	646789	58	0.28	         11.69	6.93	
600176	中国巨石	1.47	445593760	0.25	17.22	17.23	259532	205	0.12	          0.89	16.95	
300731	科创新源	7.25	437522272	2.41	35.64	35.66	125567	696	-0.16	         57.08	33.90	
002304	洋河股份	1.24	424448288	1.40	114.50	114.51	36974	384	-0.01	          0.30	113.00	
600970	中材国际	2.09	422653408	0.21	10.27	10.28	416431	147	0.29	          2.47	9.99	
01113	长实集团	1.23	420783424	0.850	69.850	69.900	6057924	929500	0.07	          0.16	69.500	
600122	宏图高科	4.63	396221664	0.41	9.25	9.27	432857	382	0.22	          3.74	8.99	
000791	甘肃电投	5.54	392911456	0.41	7.81	7.82	500867	5103	0.00	          5.16	7.90	
300511	雪榕生物	6.61	389383008	1.60	25.75	25.80	147383	1076	0.55	         14.78	26.62	
603367	辰欣药业	5.50	387672928	1.14	21.83	21.84	179502	8	-0.35	         17.95	20.68	
000799	酒鬼酒	4.17	371515072	1.01	25.20	25.21	148207	1609	0.16	          4.56	24.55	
300003	乐普医疗	0.53	369127104	0.16	30.25	30.27	122637	1946	0.20	          0.87	30.00	
603709	中源家居	3.27	368982112	1.26	39.72	39.80	100849	10	0.76	         50.42	35.58	
600249	两面针	3.42	365954080	0.22	6.66	6.67	562617	93	0.15	         10.23	6.07	
002428	云南锗业	2.67	356537760	0.32	12.30	12.31	289327	1633	0.08	          4.49	11.86	
002229	鸿博股份	0.25	356075616	0.03	11.85	11.86	297171	4280	-0.24	          8.06	11.84	
03323	中国建材	0.12	343142464	0.010	8.350	8.360	41046904	1064000	0.00	          1.43	8.300	
02269	药明生物	6.53	342399456	4.350	71.000	71.150	4873128	86000	-0.21	          0.42	66.600	
600600	青岛啤酒	0.96	330926144	0.39	41.23	41.24	79757	14	0.07	          1.15	40.68	
002320	海峡股份	0.28	311212800	0.08	28.65	28.66	109300	1109	0.17	          5.28	28.16	
002189	利达光电	4.42	305131296	0.81	19.13	19.14	165196	3426	0.21	          8.31	17.92	
02208	金风科技	3.25	304116512	0.460	14.600	14.620	21124140	17000	0.27	          3.25	13.960	
02328	中国财险	1.35	301290816	0.220	16.520	16.540	18306498	1480000	-0.24	          0.40	16.180	
000987	越秀金控	6.65	298669248	0.70	11.23	11.24	271780	3018	-0.52	          5.05	10.65	
01030	新城发展控股	3.91	298276864	0.270	7.160	7.170	42156000	1010000	0.14	          0.71	7.010	
600623	华谊集团	3.26	291757184	0.36	11.40	11.42	259637	251	0.35	          2.78	11.02	
600660	福耀玻璃	0.97	284187520	0.26	26.94	26.95	105833	8	0.19	          0.53	26.60	
