代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
02828	恒生中国企业	0.23	959463040	--  	--  	7537087	99000	-0.23	--  	  1.58	126.800	128.700	
02800	盈富基金	0.16	529452896	--  	--  	16714392	1269000	-0.16	--  	  0.52	31.500	31.950	
02822	南方Ａ５０	0.86	474808896	--  	--  	29011908	549600	0.00	--  	  0.87	16.180	16.420	
02823	安硕Ａ５０	0.88	413487456	--  	--  	25929554	784000	0.00	--  	  0.96	15.820	16.000	
03188	华夏沪深三百	0.68	339534784	--  	--  	6566500	627400	0.10	--  	  1.05	51.500	51.850	
00823	领展房产基金	0.44	237368752	--  	--  	3472971	838500	0.22	--  	  0.84	67.800	68.800	
07228	ＦＬ二　三星国指	0.76	155153952	--  	--  	16871400	5000	-0.11	--  	  1.07	9.080	9.370	
07288	ＦＬ二南方国指	0.54	86117216	--  	--  	7856000	200	-0.36	--  	  1.36	10.980	11.220	
00405	越秀房产信托基金	2.43	59909096	--  	--  	11036075	72000	0.00	--  	  2.31	5.350	5.480	
07200	ＦＬ二南方恒指	0.63	56482060	--  	--  	4459600	2000	-0.16	--  	  0.76	12.740	12.860	
07388	ＦＩ南方国指	-0.18	55191964	--  	--  	10175400	20000	0.19	--  	  3.03	5.490	5.490	
07221	ＦＬ二华夏恒指	0.71	49270672	--  	--  	3501200	200	0.00	--  	  1.96	13.800	14.240	
07300	ＦＩ南方恒指	-0.19	43893720	--  	--  	8498710	2000	0.19	--  	  0.51	5.200	5.220	
03010	安硕亚洲除日	0.42	43855568	--  	--  	743410	100	0.00	--  	 18.16	58.700	59.200	
07267	ＦＬ二华夏国指	0.82	43366544	--  	--  	3573800	10000	-0.32	--  	  1.18	11.940	12.380	
07230	ＦＬ二未来国指	0.69	34499572	--  	--  	3024700	1100	0.00	--  	  1.58	11.240	11.680	
00778	置富产业信托	0.43	25537912	--  	--  	2728000	119000	0.00	--  	  1.58	9.350	9.420	
07341	ＦＩ华夏国指	-0.33	23002918	--  	--  	3823100	10000	0.17	--  	  3.30	6.090	6.100	
87001	汇贤产业信托	0.00	20944096	--  	--  	6428783	1000	0.00	--  	  1.78	3.250	3.270	
07242	ＦＬ二易方达恒指	0.75	18531702	--  	--  	2338200	1500	0.00	--  	  0.84	7.860	8.070	
02778	冠君产业信托	0.18	14058184	--  	--  	2485681	257000	0.18	--  	  0.76	5.670	5.670	
07328	ＦＩ　三星国指	-0.22	12954859	--  	--  	2858600	15000	0.22	--  	  5.57	4.560	4.570	
07205	ＦＬ二　三星恒指	0.95	11742957	--  	--  	1110600	5000	0.00	--  	  0.66	10.420	10.680	
