代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
002839	张家港行	-7.68	901048320	-0.74	8.89	8.90	1005110	15608	-0.21	         12.05	9.30	
03331	维达国际	-5.69	701816576	-0.880	14.560	14.580	50936128	1000	-0.14	          4.26	14.500	
601700	风范股份	-5.39	626041088	-0.36	6.32	6.33	1016963	17	-0.31	          8.97	6.01	
01316	耐世特	-5.07	533613472	-0.700	13.100	13.120	40952360	461000	0.00	          1.63	13.500	
000663	永安林业	-7.23	391394272	-1.06	13.59	13.60	291294	2136	0.22	         13.49	13.19	
00669	创科实业	-3.59	385986144	-1.700	45.600	45.700	8446282	719500	0.11	          0.46	46.500	
300498	温氏股份	-2.42	317559712	-0.54	21.73	21.74	145400	1428	-0.04	          0.41	22.18	
002833	弘亚数控	2.78	170974768	1.56	57.70	57.76	31122	250	0.36	          5.08	55.23	
000955	欣龙控股	-3.43	83216936	-0.23	6.46	6.47	127764	1804	0.31	          2.37	6.69	
603239	浙江仙通	-2.50	57949036	-0.42	16.25	16.50	35678	12	1.23	          3.93	16.52	
01508	中国再保险	-0.59	39090800	-0.010	1.680	1.690	23227000	751000	0.00	          0.35	1.680	
02038	富智康集团	-0.99	23375538	-0.020	1.990	2.000	11677620	740000	0.00	          0.14	2.020	
02488	元征科技	-0.22	12295441	-0.020	--  	--  	1366500	500	0.00	          0.83	9.000	
06899	联众	-7.08	12041601	-0.160	--  	--  	5670000	33000	0.00	          0.52	2.280	
03308	金鹰商贸集团	-0.40	11116941	-0.040	9.910	9.970	1121000	2000	0.00	          0.07	9.900	
00926	碧生源	-6.52	9463260	-0.030	--  	--  	21732000	1900000	-1.15	          1.33	0.455	
数据来源:通达信
