代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
002440	闰土股份	1.90	354882432	0.44	23.61	23.62	150692	4254	0.13	          2.46	23.19	
600273	嘉化能源	0.55	97009904	0.05	9.15	9.16	105938	55	0.11	          0.81	9.10	
02362	金川国际	2.01	89856256	0.040	--  	--  	44379000	22000	0.00	          0.92	2.030	
600004	白云机场	0.31	79244960	0.05	15.99	16.00	49557	14	0.13	          0.24	15.91	
002234	民和股份	1.58	65216600	0.18	11.56	11.57	57382	1531	0.17	          2.78	11.38	
000736	中交地产	0.45	40960680	0.08	17.82	17.83	23036	606	0.73	          0.78	17.68	
600561	江西长运	0.24	22760700	0.02	8.24	8.26	27898	5	0.73	          1.18	8.28	
002216	三全食品	0.90	19058952	0.07	7.87	7.88	24353	614	0.13	          0.43	7.80	
00699	神州租车	1.03	18736000	0.070	6.850	6.860	2735304	29000	-0.15	          0.13	6.800	
00888	路讯通	5.35	9305240	0.100	--  	--  	4814000	2000	1.03	          0.48	1.820	
01565	成实外教育	0.21	8009671	0.010	--  	--  	1654000	34000	0.00	          0.05	4.830	
01651	津上机床中国	5.92	7767757	0.600	--  	--  	745000	2000	-0.56	          0.20	10.140	
数据来源:通达信
