代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
600588	用友网络	10.00	1759321856	3.32	36.53	--  	498277	16	0.00	          3.46	33.60	
002929	润建通信	10.01	941538304	5.22	57.37	--  	171096	88	0.00	         31.00	51.08	
600549	厦门钨业	2.51	598476096	0.62	25.29	25.30	238209	40	0.08	          2.20	24.50	
600525	长园集团	2.98	572024064	0.50	17.25	17.26	336615	1	0.06	          2.69	16.72	
600893	航发动力	5.33	566724608	1.34	26.46	26.48	217975	2	0.15	          1.12	25.35	
300216	千山药机	5.35	471807872	0.65	12.80	12.81	378353	9166	0.87	         14.50	12.00	
01171	兖州煤业股份	5.98	461214304	0.550	9.740	9.750	47827192	2242000	0.41	          2.45	9.410	
02319	蒙牛乳业	0.84	266198160	0.200	23.900	23.950	11190984	907000	0.42	          0.28	23.600	
00902	华能国际电力股份	1.92	261595888	0.100	5.300	5.310	49817488	2562000	-0.19	          1.06	5.210	
300542	新晨科技	10.00	246011376	3.47	38.17	--  	67135	640	0.00	         20.59	34.70	
300349	金卡智能	10.00	192838176	3.53	38.84	--  	50452	33	0.00	          2.70	36.15	
600482	中国动力	0.74	172532128	0.18	24.45	24.46	70997	10	0.08	          0.78	24.01	
002624	完美世界	3.57	162754688	1.07	31.08	31.09	52799	339	-0.12	          1.13	29.70	
600715	文投控股	0.16	162300816	0.02	12.44	12.45	133551	2	1.88	          2.98	12.05	
01958	北京汽车	3.30	156542560	0.330	10.300	10.320	15454564	254000	0.00	          0.74	10.140	
000587	金洲慈航	2.03	155306272	0.14	7.05	7.06	223082	3527	0.57	          1.84	6.89	
600266	北京城建	4.30	149419744	0.46	11.17	11.18	135279	8	-0.08	          0.86	10.77	
03799	达利食品	1.88	136086704	0.120	6.490	6.500	21011480	610500	0.31	          0.15	6.500	
002023	海特高新	6.12	126063104	0.52	9.01	9.02	143746	1754	-0.10	          2.18	8.58	
300629	新劲刚	4.46	117638936	2.05	48.04	48.05	25080	504	-0.11	         15.05	45.80	
601118	海南橡胶	1.09	117337992	0.06	5.56	5.57	212113	51	0.00	          0.54	5.35	
002035	华帝股份	1.56	115912832	0.42	27.42	27.43	43126	91	-0.28	          0.83	27.00	
03898	中车时代电气	0.77	102757656	0.300	39.450	39.500	2605102	152500	0.13	          0.48	39.150	
01816	中广核电力	1.49	100029184	0.030	2.030	2.040	49625680	1335000	0.49	          0.44	2.020	
603578	三星新材	5.37	90089648	2.00	39.15	39.30	23536	306	0.69	          7.38	36.96	
300021	大禹节水	3.62	86421856	0.23	6.58	6.59	131734	2073	-0.14	          2.02	6.49	
002677	浙江美大	2.56	83236744	0.43	17.18	17.20	48963	289	0.00	          1.73	16.76	
