代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
08420	NEXION TECH	3.77	24022752	--  	--  	46335000	200000	0.00	          7.72	 59.56	0.520	0.560	
08137	洪桥集团	-4.46	16965500	--  	--  	11340000	12000	-0.66	          0.12	  2.57	1.540	1.570	
08227	西安海天天	0.17	15142151	--  	--  	2587000	10000	0.17	          0.40	  1.26	5.910	5.950	
08083	中国创新支付	0.00	13759441	--  	--  	27428000	200000	0.00	          0.39	  0.47	0.500	0.510	
08469	盛业资本	-1.39	13535561	--  	--  	1732000	6000	-0.26	          0.23	  0.88	7.940	7.940	
08131	辰罡科技	-28.17	13156611	--  	--  	46032000	10000	0.00	         15.29	  2.35	0.340	0.375	
08422	ＷＴ集团	-2.40	12953101	--  	--  	10950000	30000	0.83	          1.10	  2.16	1.230	1.260	
08138	同仁堂国药	1.54	11347561	--  	--  	796000	2000	0.14	          0.10	  0.69	14.420	14.580	
08359	HYPEBEAST	3.70	10273200	--  	--  	12260000	20000	1.20	          0.61	  0.72	0.810	0.870	
08479	金泰丰国际控股	2.96	8629840	--  	--  	3100000	8000	-0.36	          0.74	  1.61	2.700	2.900	
08257	靖洋集团	-1.39	8283951	--  	--  	22730000	20000	1.43	          2.27	  2.22	0.400	0.400	
08082	仁智国际集团	-10.96	7980790	--  	--  	11317500	20000	0.00	          0.98	  0.47	0.750	0.840	
08203	凯顺能源	60.00	7852431	--  	--  	16169000	10000	-1.03	          2.80	 47.22	0.300	0.600	
08473	弥明生活百货	-5.36	7770301	--  	--  	14480000	10000	0.00	          1.29	  0.33	0.560	0.560	
08207	中新控股	-1.09	7647481	--  	--  	8420000	4000	0.00	          0.04	  0.22	0.910	0.910	
08022	永耀集团控股	0.00	6577651	--  	--  	6303000	3000	0.00	          0.38	  0.39	1.040	1.070	
08462	桥英控股	4.00	6209801	--  	--  	3000000	10000	0.00	          0.50	  1.68	2.010	2.090	
08349	美固科技控股	2.11	6051101	--  	--  	3160000	10000	4.86	          0.79	  0.67	1.910	2.050	
08437	德斯控股	-2.17	6015601	--  	--  	13600000	56000	0.00	          2.27	  4.05	0.440	0.450	
08133	铸能控股	2.94	5853121	--  	--  	33080000	3000000	0.00	          0.95	  2.27	0.179	0.179	
08392	舍图控股	15.19	5781501	--  	--  	13110000	20000	-1.09	          1.31	  2.38	0.390	0.475	
08101	壹家壹品	6.45	5740461	--  	--  	18192000	4000	3.13	          0.63	  0.16	0.300	0.335	
08148	奥柏中国	1.94	5366761	--  	--  	25300000	80000	1.94	          2.32	  1.36	0.201	0.219	
08291	万成金属包装	1.06	5088775	--  	--  	10695000	15000	1.06	          2.67	  0.55	0.495	0.570	
08228	国艺娱乐	0.00	4956400	--  	--  	13400000	40000	0.00	          0.30	  0.84	0.370	0.375	
08266	卓信国际控股	4.83	4905632	--  	--  	33920000	48000	-1.94	          0.82	  3.64	0.130	0.161	
08493	龙皇集团	2.76	4834356	--  	--  	26052000	3600000	0.00	          1.81	 16.35	0.180	0.186	
08427	瑞强集团	13.43	4758960	--  	--  	13160000	16000	0.00	          2.12	  0.53	0.360	0.385	
08168	宝积资本	-0.81	4583610	--  	--  	19030000	110000	0.00	          1.90	  0.07	0.248	0.250	
08156	众彩股份	1.32	4531150	--  	--  	6040000	100000	1.32	          0.18	  1.02	0.760	0.770	
08483	名仕快相	15.09	4124560	--  	--  	13912000	16000	0.00	          1.74	  0.78	0.275	0.315	
08293	星亚控股（新）	0.39	3695800	--  	--  	735000	40000	0.00	          0.06	  2.86	4.980	5.100	
08275	永勤集团控股	5.53	3647700	--  	--  	1750000	10000	0.48	          0.29	  1.12	2.000	2.120	
08315	冠辉集团控股	16.13	3487880	--  	--  	100270000	10000	0.00	          1.28	  1.84	0.030	0.036	
08078	ＨＭＶ数码中国	0.42	2686400	--  	--  	11260000	20000	0.42	          0.08	  2.85	0.240	0.240	
08287	ZIONCOM	2.63	2674250	--  	--  	7000000	50000	1.30	          1.06	  0.53	0.380	0.390	
08351	俊文宝石	-3.28	2645800	--  	--  	8820000	6100000	-1.67	          0.24	 11.11	0.300	0.300	
08526	荣丰集团亚洲	1.33	2515350	--  	--  	6500000	20000	0.00	          1.13	  1.01	0.360	0.395	
08090	中国融保金融集团	0.00	2259131	--  	--  	3002177	8000	0.00	          0.17	  1.19	0.760	0.760	
08059	朝威控股	-1.89	2092250	--  	--  	4020000	75000	0.00	          0.43	  1.06	0.520	0.530	
08417	大地教育	5.26	2058400	--  	--  	3410000	100000	0.00	          0.19	  1.06	0.580	0.680	
08423	CHI HO DEV	4.62	2023300	--  	--  	1540000	150000	0.00	          0.19	  0.76	1.290	1.360	
08181	港深联合	1.18	1900840	--  	--  	4448000	200000	0.00	          0.52	  2.70	0.425	0.440	
08252	泰和小贷	-14.10	1829600	--  	--  	788000	8000	0.00	          0.53	 30.78	2.460	2.460	
08300	皇玺餐饮集团	0.00	1767920	--  	--  	12460000	280000	0.00	          0.47	  0.73	0.142	0.145	
08350	骏溢环球金融	0.00	1728760	--  	--  	4552000	80000	-1.30	          0.57	  2.10	0.380	0.385	
08170	KSL HOLDINGS	3.93	1723370	--  	--  	479000	5000	5.71	          0.12	  1.17	3.780	3.830	
08470	莹岚集团	-8.00	1598880	--  	--  	872000	16000	1.10	          0.15	  0.32	1.980	1.980	
08308	古兜控股	1.79	1577960	--  	--  	912000	4000	0.00	          0.09	  1.42	1.680	1.800	
08307	密迪斯肌	-1.85	1550920	--  	--  	2876000	268000	0.00	          0.60	  2.55	0.520	0.560	
08065	高萌科技	1.18	1531550	--  	--  	3470000	10000	0.00	          0.87	  3.01	0.415	0.480	
08021	汇隆控股	-2.17	1501840	--  	--  	32954000	50000	-2.17	          0.23	  0.94	0.043	0.047	
08073	兴业新材料	-0.65	1440840	--  	--  	932000	4000	0.00	          0.19	  0.47	1.590	1.620	
08112	基石金融	0.88	1410360	--  	--  	6048000	48000	-0.43	          0.53	  3.76	0.227	0.245	
08081	互娱中国	0.00	1401362	--  	--  	34811520	1000000	0.00	          0.65	  2.71	0.040	0.041	
08195	L&A INTL HOLD	6.94	1376832	--  	--  	18182000	24000	4.05	          1.42	  2.06	0.074	0.078	
08446	ITP HOLDINGS	3.56	1363300	--  	--  	420000	10000	2.89	          0.05	  2.00	3.130	3.380	
08086	新维国际控股	4.00	1229368	--  	--  	4662160	160	0.00	          0.17	  5.63	0.255	0.265	
08100	智易控股	-1.23	1180500	--  	--  	2916000	60000	0.00	          0.66	  1.23	0.405	0.405	
