代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
02800	盈富基金	1.15	1630346496	--  	--  	53318096	650500	0.16	--  	  1.51	30.500	30.900	
02828	恒生中国企业	0.57	1439573248	--  	--  	11834258	100400	0.16	--  	  0.93	121.800	123.000	
02822	南方Ａ５０	-0.77	760552896	--  	--  	49240064	1278600	0.00	--  	  1.04	15.560	15.640	
02823	安硕Ａ５０	-0.79	678106496	--  	--  	44968392	613200	0.00	--  	  0.99	15.180	15.260	
03188	华夏沪深三百	0.20	336321856	--  	--  	6871946	621800	0.31	--  	  1.08	48.800	49.300	
07300	ＦＩ南方恒指	-0.75	183269856	--  	--  	34220000	99500	0.00	--  	  1.47	5.360	5.410	
00823	领展房产基金	-0.59	144959456	--  	--  	2157604	474000	0.15	--  	  0.45	67.500	67.500	
07288	ＦＬ二南方国指	0.79	86792608	--  	--  	8673700	11000	-0.20	--  	  1.05	10.120	10.220	
07200	ＦＬ二南方恒指	1.18	80302032	--  	--  	6846800	10000	-0.17	--  	  1.25	11.800	11.980	
07228	ＦＬ二　三星国指	0.95	74523008	--  	--  	8901600	10000	0.00	--  	  0.54	8.440	8.540	
07388	ＦＩ南方国指	-0.53	66330240	--  	--  	11702400	10000	0.00	--  	  1.91	5.650	5.750	
07205	ＦＬ二　三星恒指	1.22	60066428	--  	--  	6159600	1000	0.10	--  	  1.61	9.760	9.930	
07267	ＦＬ二华夏国指	0.90	37387928	--  	--  	3377000	10000	0.00	--  	  0.80	11.240	11.280	
07221	ＦＬ二华夏恒指	1.22	36630040	--  	--  	2819200	1300	0.15	--  	  1.39	13.080	13.240	
07321	ＦＩ华夏恒指	-0.51	33979628	--  	--  	5699700	5000	0.17	--  	  3.70	6.100	6.100	
02840	ＳＰＤＲ金ＥＴＦ	0.35	27476342	--  	--  	27440	10	0.00	--  	  1.04	1000.000	1004.000	
02833	恒指ＥＴＦ	0.65	26698892	--  	--  	863200	1000	0.00	--  	  2.65	30.900	31.100	
00778	置富产业信托	-0.42	24531492	--  	--  	2607000	91000	0.11	--  	  0.74	9.420	9.450	
07242	ＦＬ二易方达恒指	1.21	24380924	--  	--  	3312400	1000	0.00	--  	  1.01	7.370	7.510	
82822	南方Ａ５０－Ｒ	-1.27	22468518	--  	--  	1801470	2000	0.00	--  	  2.16	12.420	12.560	
07230	ＦＬ二未来国指	0.95	19656086	--  	--  	1880400	3000	0.00	--  	  0.63	10.540	10.620	
07341	ＦＩ华夏国指	-0.48	17852550	--  	--  	2829200	10000	0.00	--  	  1.42	6.310	6.370	
00405	越秀房产信托基金	0.94	17233488	--  	--  	3240000	241000	0.37	--  	  0.80	5.300	5.360	
07231	ＦＬ二未来恒指	1.47	15679065	--  	--  	1283400	3000	0.00	--  	  0.86	12.180	12.460	
07312	ＦＩ　三星恒指	-0.89	14860083	--  	--  	3306600	1600	0.00	--  	  0.96	4.500	4.520	
03167	南方中国新行业	0.45	14415891	--  	--  	187500	2000	0.19	--  	  0.90	76.500	77.700	
02778	冠君产业信托	0.54	14414385	--  	--  	2600001	197000	0.72	--  	  0.93	5.520	5.600	
07328	ＦＩ　三星国指	-0.42	13881845	--  	--  	2915200	5000	0.00	--  	  2.55	4.720	4.790	
07362	ＦＩ未来国指	-0.34	9750761	--  	--  	1630300	3000	0.17	--  	  1.67	5.950	6.010	
87001	汇贤产业信托	0.00	9126734	--  	--  	2949270	20000	0.00	--  	  0.39	3.100	3.100	
03087	ＸＴＲ富时越南	1.35	7097293	--  	--  	23810	160	0.60	--  	  1.24	297.200	301.400	
00808	泓富产业信托	0.90	6516334	--  	--  	1948000	5000	0.30	--  	  0.79	3.330	3.370	
03173	ＰＰ中国新经济	2.02	5682991	--  	--  	670500	35000	0.00	--  	  1.88	8.340	8.570	
03040	未来ＭＳＣＩ中国	0.14	5446481	--  	--  	152200	100	0.00	--  	  1.07	36.000	36.350	
03161	易亚中概股	0.14	5292273	--  	--  	369600	38000	0.28	--  	  1.57	14.240	14.420	
83188	华夏沪深三百－Ｒ	-0.25	5028327	--  	--  	128020	400	0.13	--  	  0.96	39.350	39.500	
02803	ＰＰ中国基石经济	0.00	4987245	--  	--  	598000	2500	0.12	--  	  1.86	8.310	8.380	
07210	ＸＬ二易亚中概股	0.51	4716168	--  	--  	239400	12000	0.00	--  	  1.86	19.540	19.880	
03140	领航标普５００	-0.21	4710842	--  	--  	249394	100	0.00	--  	  1.87	18.980	18.980	
01426	春泉产业信托	-0.58	4471860	--  	--  	1324000	1000	0.89	--  	  2.30	3.420	3.420	
02827	标智沪深３００	0.52	4464630	--  	--  	118200	5000	0.52	--  	  1.38	37.700	38.350	
03197	华夏Ａ国际通	0.54	3035552	--  	--  	272000	1000	0.18	--  	  0.96	11.140	11.240	
02836	安硕印度	0.86	2752760	--  	--  	118600	10000	0.00	--  	  1.37	23.150	23.350	
00435	阳光房地产基金	0.00	2667755	--  	--  	504000	1000	0.38	--  	  0.64	5.300	5.310	
03085	领航亚洲高股息率	0.64	2524355	--  	--  	107531	100	0.00	--  	  6.29	23.500	23.800	
03147	南方中创业板	4.03	2514076	--  	--  	321600	6000	0.00	--  	  0.59	7.730	8.010	
03115	安硕恒生指数	0.64	2411154	--  	--  	22200	1000	0.18	--  	  0.56	108.500	109.500	
07322	ＸＩ未来标普	0.16	2371542	--  	--  	192000	1000	0.00	--  	  3.89	12.360	12.400	
07336	ＦＩ未来恒指	-0.71	2258963	--  	--  	403100	1000	0.00	--  	  0.31	5.630	5.650	
02801	安硕中国ＥＴＦ	1.20	2247230	--  	--  	76600	200	0.00	--  	  0.15	29.100	30.550	
07261	ＦＬ二华夏纳一百	-1.64	2125785	--  	--  	79300	15000	-0.18	--  	  3.27	26.750	27.100	
03101	领航富时发展欧洲	0.10	2083370	--  	--  	106430	100	0.00	--  	  2.92	19.540	19.760	
03165	ＢＭＯ欧优股对冲	-0.40	1974000	--  	--  	200000	20000	0.20	--  	  0.90	9.870	9.870	
03110	未来恒生高股息率	-1.25	1972940	--  	--  	62000	6600	0.63	--  	  4.04	31.950	31.950	
02805	领航富时亚洲	0.20	1927995	--  	--  	75700	200	0.00	--  	  1.30	25.600	25.650	
03116	易亚富时黄金矿业	2.93	1912512	--  	--  	228200	200	0.00	--  	  2.21	8.350	8.430	
03128	恒生Ａ股龙头	-0.48	1816540	--  	--  	29400	200	0.00	--  	  0.68	62.000	62.250	
03095	价值中国Ａ股	0.00	1730130	--  	--  	207500	2500	0.00	--  	  1.28	8.320	8.400	
01881	富豪产业信托	1.66	1393740	--  	--  	572000	2000	0.00	--  	  1.17	2.420	2.450	
03010	安硕亚洲除日	-0.09	1128326	--  	--  	19915	3900	0.00	--  	  0.47	56.350	56.800	
03175	Ｆ三星原油期	0.58	1121084	--  	--  	81000	400	-0.15	--  	  1.76	13.880	13.920	
02843	东汇Ａ５０	-0.75	1112752	--  	--  	70600	10000	0.00	--  	  1.40	15.920	15.920	
03020	ＸＴＲ美国	-0.54	1023555	--  	--  	1875	105	0.55	--  	  3.84	556.000	556.000	
07331	ＦＩ华夏纳一百	0.00	1016126	--  	--  	92500	400	-0.36	--  	  3.58	11.000	11.020	
02834	安硕纳指一百	-0.16	827318	--  	--  	66600	200	0.00	--  	  0.55	12.480	12.480	
03081	价值黄金	0.15	763091	--  	--  	23180	100	0.00	--  	  0.16	32.850	33.000	
02838	恒生富时中国５０	1.04	759120	--  	--  	3600	500	1.62	--  	  0.64	210.200	213.400	
03070	平安香港高息股	0.46	690095	--  	--  	21300	3000	0.15	--  	  0.97	32.500	32.600	
03046	价值中国ＥＴＦ	0.00	651310	--  	--  	14200	1000	0.98	--  	  1.32	46.050	46.200	
02811	海通沪深三百	-0.69	549268	--  	--  	31800	1600	0.00	--  	  1.07	17.160	17.400	
83197	华夏Ａ国际通－Ｒ	-0.33	527866	--  	--  	59000	1000	-0.11	--  	  2.09	8.880	9.010	
03027	ＸＴＲ俄罗斯	1.12	500500	--  	--  	22000	20000	-0.66	--  	  1.00	22.400	22.800	
83010	安硕亚洲除日－Ｒ	-1.41	456000	--  	--  	10000	10000	0.00	--  	  0.07	45.600	45.600	
07302	ＦＩ易方达恒指	-0.63	455060	--  	--  	95300	1000	0.00	--  	  3.16	4.770	4.800	
03146	安硕ＤＡＸ	-0.19	438500	--  	--  	41800	5000	0.00	--  	  2.71	10.500	10.500	
02802	安硕亚洲新兴	0.70	414460	--  	--  	7200	1200	0.35	--  	  1.05	57.500	57.800	
03157	华夏港股通小型股	0.18	391630	--  	--  	14200	3000	0.72	--  	  1.06	27.650	27.650	
82843	东汇Ａ５０－Ｒ	-1.25	379800	--  	--  	30000	10000	0.00	--  	  0.64	12.700	12.700	
03016	ＴＲ菲律宾	-0.27	368900	--  	--  	25000	15000	0.68	--  	  0.62	14.840	14.840	
83128	恒生Ａ股龙头－Ｒ	-0.20	357590	--  	--  	7200	600	0.00	--  	  0.37	49.600	50.350	
01275	开元产业信托	-1.72	339860	--  	--  	149000	44000	0.00	--  	  1.59	2.300	2.300	
82828	恒生中国企业－Ｒ	-0.10	332940	--  	--  	3400	200	1.34	--  	  0.06	97.700	98.000	
03102	易亚证券收益增长	-0.37	322400	--  	--  	30000	10000	0.00	--  	  0.93	10.740	10.760	
00820	汇丰中国翔龙基金	-0.55	310960	--  	--  	28500	1000	0.92	--  	  1.11	11.000	11.000	
03086	ＢＭＯ纳斯达克	-0.15	276164	--  	--  	20600	200	0.60	--  	  0.56	13.360	13.520	
83115	安硕恒生指数－Ｒ	0.17	263550	--  	--  	3000	1000	0.00	--  	  0.17	87.850	87.900	
03141	ＢＭＯ亚洲投资债	-0.33	205609	--  	--  	13443	1000	0.00	--  	  0.83	15.300	15.300	
03135	Ｆ南方东英原油	1.04	194028	--  	--  	22200	12300	0.00	--  	  1.17	8.740	8.740	
03021	南方东英ＭＴ５０	0.17	185343	--  	--  	32100	1500	0.00	--  	  5.75	5.750	5.800	
03126	领航富时日本	-0.56	134580	--  	--  	5100	100	0.00	--  	  0.14	26.750	26.750	
83074	安硕ＭＳ台湾－Ｒ	-0.21	94100	--  	--  	10000	5000	0.00	--  	  0.17	9.410	9.410	
02846	安硕沪深三百	0.00	93030	--  	--  	3000	700	0.00	--  	  0.33	31.250	31.250	
83155	安硕ＥＳ５０－Ｒ	-0.24	81900	--  	--  	10000	10000	0.00	--  	  0.28	8.190	8.190	
03099	ＸＴＲ印尼	0.33	81630	--  	--  	675	150	0.33	--  	  2.08	120.400	121.200	
03049	ＸＴＲ沪深三百	-0.12	80772	--  	--  	9600	9000	0.12	--  	  0.44	8.330	8.420	
03048	ＴＲ巴西	1.50	80275	--  	--  	2000	1500	1.75	--  	  0.91	40.550	40.550	
03199	南方五年国债	0.51	76345	--  	--  	600	200	0.35	--  	  1.06	126.950	127.500	
03019	ＸＴＲ环球	-0.33	56075	--  	--  	1250	500	0.33	--  	  0.23	45.000	45.000	
03160	ＢＭＯ日股对冲	-0.38	52800	--  	--  	5000	5000	0.19	--  	  0.14	10.560	10.560	
03118	嘉实明晟Ａ股	1.47	50700	--  	--  	3100	100	0.00	--  	  0.57	16.220	16.600	
82846	安硕沪深三百－Ｒ	-6.02	50200	--  	--  	2000	1000	0.00	--  	  0.30	25.200	25.200	
02819	ＡＢＦ港债指数	0.00	46773	--  	--  	477	100	0.00	--  	  0.36	98.000	98.500	
82834	安硕纳指一百－Ｒ	-1.00	45494	--  	--  	4600	4600	0.30	--  	  0.74	9.890	9.890	
07222	ＸＬ二未来标普	-1.55	44500	--  	--  	2000	1000	0.22	--  	  0.27	22.250	22.250	
03060	价值台湾ＥＴＦ	0.11	44250	--  	--  	1000	1000	0.00	--  	  0.33	44.250	44.250	
03143	ＢＭＯ香港银行股	0.41	41130	--  	--  	4200	2000	0.00	--  	  3.09	9.780	9.810	
02821	沛富基金	0.00	38702	--  	--  	330	250	0.00	--  	  3.37	116.900	116.900	
83147	南方中创业板－Ｒ	3.38	38580	--  	--  	6000	2000	0.00	--  	  1.11	6.430	6.430	
07335	ＦＩ南方Ｎ５０	0.44	28644	--  	--  	2100	600	-0.15	--  	  0.89	13.640	13.640	
82811	海通沪深三百－Ｒ	-1.56	27720	--  	--  	2000	2000	0.00	--  	  1.04	13.860	13.860	
82823	安硕Ａ５０－Ｒ	-1.14	22032	--  	--  	1800	800	-0.98	--  	  0.01	12.240	12.240	
03136	嘉实明晟５０	-0.67	21236	--  	--  	1200	1200	0.00	--  	  0.23	17.680	17.700	
03056	未来标普国际消费	-0.41	18000	--  	--  	500	500	0.00	--  	  0.38	36.000	36.000	
03084	价值日本ＥＴＦ	-0.80	17952	--  	--  	1200	1200	0.00	--  	  0.13	14.960	14.960	
83118	嘉实明晟Ａ股－Ｒ	0.15	15680	--  	--  	1200	200	0.00	--  	  0.12	13.040	13.200	
