代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
603712	七一二	9.99	1729076608	2.92	32.14	--  	550040	29	0.00	         55.00	29.51	
601069	西部黄金	1.48	1336460544	0.28	19.18	19.20	679114	264	-0.04	         10.68	19.38	
000768	中航飞机	5.53	1259872384	0.90	17.17	17.18	750735	8478	0.59	          2.71	16.67	
600354	敦煌种业	2.09	961393984	0.16	7.82	7.83	1177233	25	0.13	         26.29	8.24	
600343	航天动力	3.95	859633536	0.52	13.69	13.70	642316	108	-0.28	         10.06	13.32	
000820	神雾节能	10.02	855399296	1.48	16.25	--  	537609	58	0.00	         18.69	15.83	
002265	西仪股份	5.49	847193152	0.93	17.88	17.89	493939	9814	1.88	         16.29	16.50	
600095	哈高科	3.32	802662976	0.23	7.15	7.16	1074867	41	-0.68	         29.75	7.61	
603970	中农立华	8.44	785353280	2.43	31.25	31.29	249685	4	0.51	         74.91	31.68	
300003	乐普医疗	4.02	771483648	1.29	33.35	33.36	234471	2128	0.15	          1.66	31.97	
002208	合肥城建	1.96	708091456	0.34	17.70	17.71	407697	10002	0.51	         12.77	16.50	
600270	外运发展	6.19	695198272	1.07	18.34	18.35	373455	26	0.22	          4.12	19.01	
300740	御家汇	7.04	692078784	3.75	56.99	57.00	127970	2551	-0.01	         31.99	50.50	
00268	金蝶国际	11.05	688679296	0.820	8.210	8.240	87312824	1144000	0.49	          3.00	7.450	
300719	安达维尔	9.99	686839232	2.67	29.41	--  	239310	71	0.00	         56.98	28.00	
600436	片仔癀	2.85	674636032	2.39	86.37	86.38	79568	6	0.00	          1.32	83.00	
603363	傲农生物	0.73	661315136	0.14	19.39	19.40	331941	54	0.83	         55.32	20.98	
603501	韦尔股份	5.94	547124480	2.38	42.39	42.40	130372	317	-0.11	         31.34	40.75	
002910	庄园牧场	3.37	525211872	0.73	22.36	22.37	241327	1574	-0.17	         51.52	22.00	
000519	中兵红箭	3.83	521259296	0.35	9.50	9.51	559426	8725	0.21	          7.61	8.97	
002297	博云新材	3.00	517465440	0.27	9.26	9.27	545375	8803	0.76	         13.73	9.89	
300705	九典制药	10.00	500382496	3.37	37.07	--  	150647	174	0.00	         51.35	30.33	
600962	国投中鲁	4.51	493322624	0.61	14.12	14.13	355753	8	0.07	         14.00	13.03	
600311	荣华实业	1.66	483338720	0.08	4.89	4.90	964524	168	1.24	         14.49	4.98	
002864	盘龙药业	10.00	483032128	3.95	43.45	--  	121468	13	0.00	         56.05	35.61	
002131	利欧股份	1.03	464322656	0.03	2.92	2.93	1642377	19035	0.34	          4.83	2.80	
