代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08473	弥明生活百货	3.70	158009360	0.280	--  	579580032	70000	1.82	         51.75	0.00	0.265	
08523	常满控股	-20.00	89750656	0.400	--  	172884992	140000	0.00	         43.22	0.00	0.800	
08359	HYPEBEAST	45.28	33091802	0.385	--  	89310000	400000	0.00	          4.47	 17.71	0.320	
08147	汇思太平洋	7.41	31908162	0.290	--  	107920000	12000	1.75	          1.96	  5.44	0.270	
08535	荧德控股	-20.00	29000702	0.136	--  	199540000	20000	3.82	         16.63	0.00	0.150	
08207	中新控股	0.00	20678600	0.950	--  	21772000	12000	1.06	          0.10	  0.75	0.980	
08469	盛业资本	0.15	20617142	6.750	--  	3068925	2000	0.45	          0.41	  0.91	6.830	
08470	莹岚集团	-3.70	17188960	1.300	--  	13240000	8000	0.00	          2.21	  0.82	1.220	
08022	永耀集团控股	-1.85	14572471	1.060	--  	13650000	258000	0.95	          0.82	  1.78	1.090	
08137	洪桥集团	0.82	13267381	1.230	--  	10688000	2000	0.00	          0.11	  0.90	1.220	
08227	西安海天天	2.74	11182511	6.010	--  	1869000	20000	-0.83	          0.29	  0.96	5.900	
08228	国艺娱乐	-2.50	9836500	0.390	--  	25080000	80000	0.00	          0.56	  0.50	0.400	
08100	智易控股	5.95	9031892	0.445	--  	22094564	24000	1.14	          4.97	  2.19	0.420	
08156	众彩股份	1.32	7957451	0.770	--  	10125000	5000	-1.28	          0.31	  0.96	0.770	
08479	金泰丰国际控股	1.39	7921961	0.730	--  	10724000	16000	0.00	          2.55	  0.96	0.730	
08457	健升物流中国	-6.78	5559951	0.275	--  	20540000	10000	-1.79	          2.57	  0.23	0.295	
08083	中国创新支付	5.56	5296581	0.380	--  	13940000	4000	0.00	          0.20	  1.00	0.365	
08460	基地锦标集团	3.33	5020540	0.217	--  	22320000	100000	0.00	          2.23	  6.13	0.220	
08413	亚洲杂货	-7.46	4790450	0.310	--  	15120000	10000	1.64	          1.30	  0.61	0.395	
08086	新维国际控股	0.00	4680880	0.260	--  	17984000	200000	-3.70	          0.65	  2.93	0.260	
08138	同仁堂国药	1.95	4487020	11.520	--  	390000	1000	0.00	          0.05	  0.24	11.540	
08420	NEXION TECH	4.00	4304850	0.520	--  	8255000	40000	0.00	          1.38	  2.85	0.520	
08423	CHI HO DEV	-4.38	4302500	1.310	--  	3360000	10000	-1.50	          0.42	  5.53	1.240	
08445	怡康泰工程集团	27.03	4173300	0.470	--  	8920000	40000	4.44	          1.49	 10.02	0.380	
08226	树熊金融集团	-1.41	3802396	0.210	--  	18844000	80000	-1.41	          0.77	  1.51	0.214	
08275	永勤集团控股	-1.45	3761000	0.680	--  	5450000	30000	0.00	          0.91	  0.29	0.650	
08085	香港生命科学	-2.15	3539240	0.091	--  	38464000	8000	0.00	          0.68	  1.75	0.094	
08055	中国网络信息科技	-2.53	3423440	0.385	--  	8888000	40000	0.00	          0.25	  0.27	0.390	
08519	JIA GROUP	1.69	3419200	0.180	--  	19240000	10000	3.45	          2.24	  0.10	0.181	
08293	星亚控股	-0.46	3239500	21.500	--  	150000	5000	0.00	          0.06	  0.75	21.600	
08373	靛蓝星	29.11	3129350	1.020	--  	3230000	5000	-0.97	          0.81	  5.09	0.820	
08326	同景新能源	11.21	2927110	1.190	--  	2319000	6000	0.00	          0.28	  0.95	1.200	
08452	富银融资股份	4.07	2625960	1.280	--  	2020000	40000	4.07	          2.25	  1.22	1.280	
08300	皇玺餐饮集团	1.57	2580640	0.129	--  	20260000	100000	0.78	          0.77	  0.61	0.129	
08073	兴业新材料	0.00	2576760	1.230	--  	2116000	8000	0.00	          0.44	  0.92	1.220	
08292	盛良物流	-8.40	2558500	1.090	--  	2320000	10000	-2.68	          0.29	  0.90	1.180	
08158	中国再生医学	-2.22	2381010	0.176	--  	13500000	1200000	0.57	          0.08	  0.34	0.180	
08427	瑞强集团	5.88	2313200	0.270	--  	8704000	312000	0.00	          1.40	  1.14	0.260	
08462	桥英控股	10.09	2211800	1.200	--  	1930000	10000	3.45	          0.32	  0.98	1.050	
08450	钜京控股	4.37	2166600	0.167	--  	13380000	60000	-1.76	          1.34	  0.35	0.164	
08315	冠辉集团控股	-3.03	2155090	0.032	--  	68920000	1000000	0.00	          0.88	  1.82	0.033	
08142	德利机械	0.00	2072100	0.300	--  	6810000	10000	0.00	          0.68	  1.34	0.300	
08279	亚博科技控股	2.33	2053996	0.880	--  	2304600	4000	-2.22	          0.02	  0.63	0.840	
08415	乐嘉思控股	6.52	2014560	0.196	--  	10270000	40000	0.51	          0.92	  2.42	0.190	
08352	成安控股	1.37	1972000	0.370	--  	5380000	100000	-1.33	          0.80	  1.57	0.365	
08340	域高金融	6.38	1859550	0.500	--  	3660000	20000	3.09	          0.57	  0.39	0.480	
08307	密迪斯肌	2.00	1758500	0.510	--  	3496000	28000	0.00	          0.73	  3.13	0.485	
08089	华人策略控股	-0.99	1743308	2.990	--  	587000	1800	1.01	          0.28	  0.36	3.150	
08422	ＷＴ集团	0.77	1715500	1.310	--  	1310000	20000	0.77	          0.13	  0.43	1.280	
08342	飞思达科技	0.00	1714400	1.390	--  	1240000	5000	2.21	          0.25	  1.35	1.380	
08437	德斯控股	0.00	1581920	0.570	--  	2776000	8000	1.79	          0.46	  2.79	0.570	
08191	鸿伟亚洲	3.28	1558800	0.315	--  	5028000	24000	0.00	          0.60	  4.31	0.310	
08046	恒芯中国	0.00	1527832	0.036	--  	43280000	4000	0.00	          0.52	  0.25	0.035	
08090	中国融保金融集团	8.00	1447520	0.810	--  	1800000	10000	-3.57	          0.10	  0.59	0.760	
08446	ITP HOLDINGS	50.00	1447000	4.500	--  	330000	10000	0.00	          0.04	  0.74	3.130	
08175	中国数码文化	3.17	1422000	0.650	--  	2200000	60000	0.00	          0.11	  0.47	0.630	
08043	ATLINKS	-6.90	1421500	0.540	--  	2540000	20000	0.00	          0.64	  0.43	0.600	
08095	北大青鸟环宇	-0.74	1396680	1.340	--  	1064000	1000	0.00	          0.16	  0.58	1.350	
08133	铸能控股	1.56	1349160	0.195	--  	6920000	2860000	0.00	          0.20	  0.32	0.192	
08392	舍图控股	3.77	1347750	0.275	--  	5010000	20000	10.00	          0.50	  1.05	0.260	
08059	朝威控股	-3.51	1332150	0.550	--  	2395000	5000	0.00	          0.26	  0.37	0.570	
08350	骏溢环球金融	4.23	1275600	0.370	--  	3600000	56000	4.23	          0.45	  1.91	0.345	
08356	中国新华电视	-4.08	1271260	0.047	--  	26460000	10000	-2.08	          0.65	  4.15	0.048	
08385	万里印刷	20.48	1256950	0.300	--  	4360000	10000	0.00	          0.55	  1.49	0.250	
08238	惠陶集团	1.75	1163424	0.058	--  	20264000	2000000	0.00	          0.23	  1.20	0.057	
08102	利宝阁集团	5.00	1148650	0.420	--  	2750000	10000	1.20	          0.34	  0.69	0.400	
08047	中国海洋捕捞	0.00	1144240	0.560	--  	2108000	20000	3.70	          0.07	  0.60	0.540	
08217	联旺集团	1.82	1118500	0.280	--  	4050000	70000	0.00	          0.32	  0.67	0.275	
08118	濠亮环球	1.75	1115040	0.290	--  	3968000	8000	1.75	          0.79	  0.64	0.275	
08513	迎宏控股	1.02	1085280	0.495	--  	2268000	28000	3.13	          0.57	  1.13	0.485	
08471	新达控股	-1.41	1073000	0.350	--  	3010000	20000	0.00	          0.38	  1.77	0.360	
08018	汇财金融投资	2.04	1070450	0.150	--  	7130000	100000	0.00	          0.57	 10.74	0.150	
08260	银合控股	-2.94	1057900	0.660	--  	1610000	200000	4.76	          0.11	  2.98	0.640	
08130	智城控股	-6.70	1054980	0.167	--  	5860000	240000	0.00	          0.18	  3.16	0.181	
08455	礼建德集团	6.96	1053500	1.690	--  	670000	10000	-0.59	          0.08	  1.44	1.580	
08157	象兴国际	3.77	1047800	0.275	--  	3740000	20000	-3.51	          0.37	  0.92	0.280	
08485	竣球控股	-3.80	1021450	0.152	--  	6710000	40000	0.00	          0.67	  1.48	0.158	
08395	齐家控股	3.10	1019700	0.133	--  	7760000	40000	0.00	          0.49	  0.72	0.134	
08032	非凡中国	5.33	1018320	0.790	--  	1272000	8000	0.00	          0.01	  0.32	0.750	
08013	ECI TECH	4.37	1011840	0.167	--  	6180000	100000	3.73	          0.39	  0.36	0.164	
08001	东方汇财证券	2.67	1003200	0.770	--  	1280000	120000	0.00	          0.30	  0.56	0.800	
08280	中国数字视频	0.00	959780	0.800	--  	1292000	2000	0.00	          0.20	  8.71	0.770	
08026	长达健康	12.50	947190	0.315	--  	3156000	10000	0.00	          0.26	  0.85	0.285	
08007	环球战略集团	16.24	937314	0.136	--  	6894000	250000	-2.16	          0.12	  0.57	0.130	
08410	安领国际	1.47	928000	1.380	--  	650000	10000	-4.17	          0.07	  0.46	1.530	
08377	申酉控股	2.04	908600	0.500	--  	1780000	10000	0.00	          0.22	  1.89	0.490	
08120	国农金融投资	3.76	889322	0.138	--  	6194000	180000	0.00	          0.62	  1.63	0.137	
08411	K W NELSON GP	-1.75	846500	0.280	--  	2970000	10000	0.00	          0.30	  0.58	0.280	
08117	中国基础能源	1.03	831400	0.980	--  	840000	20000	0.00	          0.09	  1.36	0.970	
08429	冰雪集团	0.00	810450	0.700	--  	1175000	10000	0.00	          0.24	  1.27	0.700	
08257	靖洋集团	1.82	790350	0.280	--  	2860000	10000	-1.75	          0.29	  0.64	0.275	
08310	大丰港	0.00	789000	0.630	--  	1280000	10000	3.28	          0.10	  0.73	0.690	
08425	兴铭控股	-1.56	767200	1.260	--  	600000	4000	0.00	          0.15	  0.72	1.270	
08195	L&A INTL HOLD	-1.85	760874	0.053	--  	14395200	360000	-1.85	          1.12	  0.60	0.052	
08383	东骏控股	0.00	725720	0.340	--  	2144000	40000	1.49	          0.27	  0.29	0.330	
08436	德宝集团控股	-3.57	711450	0.540	--  	1295000	25000	0.00	          0.32	  0.57	0.550	
08406	合宝丰年	-1.30	684100	0.380	--  	1790000	10000	0.00	          0.22	  0.07	0.390	
08037	中国生物科技服务	-0.61	682120	1.640	--  	428000	2000	0.00	          0.05	  1.22	1.510	
08153	科地农业	2.56	679440	0.120	--  	5885000	365000	-1.64	          0.32	  1.57	0.117	
08163	万德金融	-1.23	654880	0.080	--  	8090000	20000	6.67	          0.40	  4.28	0.081	
08165	华普智通	-13.16	645550	0.033	--  	18790000	30000	-8.33	          0.81	  7.47	0.036	
08309	万成环球控股	3.45	638850	0.450	--  	1410000	110000	0.00	          0.23	  2.07	0.445	
08419	ＡＶ策划推广	-5.88	617400	0.640	--  	925000	10000	-5.88	          0.23	  0.43	0.650	
08299	大唐潼金	0.00	589908	0.016	--  	39048000	36000	0.00	          0.17	  0.53	0.015	
08148	奥柏中国	-1.46	574980	0.135	--  	4340000	40000	0.00	          0.40	  0.95	0.130	
08265	中国之信集团	1.33	553360	3.040	--  	184000	40000	1.33	          0.01	  0.21	2.990	
08071	中彩网通控股	6.67	546030	0.176	--  	3195000	1650000	-2.22	          0.07	  1.20	0.170	
