代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
600519	贵州茅台	2.25	3303604224	741.97	741.97	741.99	44795	14	0.06	          0.36	
600516	方大炭素	3.65	3159136256	30.63	30.61	30.62	1043677	66	0.49	          6.07	
002460	赣锋锂业	0.51	3043584768	72.75	72.75	72.76	417133	3186	0.12	          8.03	
000725	京东方Ａ	0.71	2991961600	5.70	5.69	5.70	5254305	63611	0.00	          1.55	
002466	天齐锂业	3.06	2497781760	63.39	63.39	63.40	396192	3238	0.00	          3.49	
002415	海康威视	4.04	2317379840	44.29	44.28	44.29	530295	11194	0.54	          0.72	
002049	紫光国芯	5.54	2083019264	44.96	44.96	44.97	473453	5448	0.31	          7.86	
600048	保利地产	0.48	2007251200	14.70	14.70	14.71	1355076	314	-0.26	          1.15	
600460	士兰微	2.36	1964739200	16.46	16.50	16.51	1205868	225	0.24	          9.67	
000063	中兴通讯	0.34	1888708096	32.35	32.35	32.36	583773	4220	0.06	          1.70	
603019	中科曙光	5.45	1856424832	45.46	45.46	45.47	417782	34	-0.08	          6.50	
000977	浪潮信息	9.99	1765288320	20.59	20.59	--  	886966	2024	0.00	          6.91	
600570	恒生电子	5.61	1595370240	50.42	50.43	50.44	322846	5	0.44	          5.23	
000333	美的集团	1.18	1325327488	55.60	55.60	55.61	237900	2289	0.00	          0.37	
300017	网宿科技	2.74	1311034752	12.73	12.73	12.74	1045267	13703	0.08	          6.51	
600352	浙江龙盛	1.03	1308172416	12.79	12.78	12.79	1013112	309	0.08	          3.31	
601012	隆基股份	6.88	1247218688	36.82	36.82	36.83	342778	46	0.19	          1.74	
600588	用友网络	10.01	1236501120	36.05	36.05	--  	363332	2	0.00	          2.49	
600036	招商银行	0.33	1226158336	30.40	30.41	30.42	402770	80	-0.06	          0.20	
002405	四维图新	2.47	1201938816	22.80	22.79	22.80	531871	12462	0.31	          5.18	
300170	汉得信息	9.66	1131995904	15.90	15.89	15.90	753699	24780	2.51	         11.35	
300618	寒锐钴业	0.11	1107169152	290.05	290.05	290.10	37514	658	0.12	         12.50	
600160	巨化股份	1.53	1011707264	12.63	12.62	12.63	804236	185	0.08	          3.93	
000738	航发控制	5.27	986510784	15.99	15.99	16.00	633605	10489	-0.36	          5.53	
000938	紫光股份	10.00	979042816	66.55	66.55	--  	150414	197	0.00	          7.30	
002241	歌尔股份	0.51	972088000	15.64	15.64	15.65	625113	7544	0.13	          2.30	
600581	八一钢铁	4.92	948723264	16.64	16.64	16.65	580109	35	-0.41	          7.57	
300110	华仁药业	1.40	945296832	6.51	6.50	6.51	1456110	21033	-0.14	         12.32	
000672	上峰水泥	7.53	938288576	12.86	12.86	12.87	749204	11633	0.23	          9.21	
600487	亨通光电	0.46	927946368	39.19	39.18	39.19	236985	21	-0.14	          1.91	
600584	长电科技	4.65	909417280	20.70	20.70	20.71	447285	14	-0.04	          4.54	
600703	三安光电	1.44	893017600	26.01	26.02	26.03	345954	69	0.15	          0.85	
000932	*ST华菱	4.58	878129984	10.74	10.73	10.74	833745	19096	0.28	          2.77	
300058	蓝色光标	6.44	864591104	7.77	7.77	7.78	1149245	24039	0.39	          6.83	
601888	中国国旅	3.11	863342016	53.99	53.99	54.00	161503	20	0.00	          0.83	
300085	银之杰	3.58	831520896	16.77	16.77	16.78	508803	4747	-0.17	         12.97	
300166	东方国信	6.94	830740032	17.11	17.11	17.12	497122	4991	-0.40	          6.16	
300367	东方网力	10.02	820355008	16.47	16.47	--  	514645	618	0.00	          9.38	
601699	潞安环能	0.08	805411584	12.49	12.50	12.51	644593	45	-0.23	          2.15	
002176	江特电机	0.50	802749760	12.00	12.00	12.01	671487	8168	0.00	          4.86	
600271	航天信息	6.70	791919552	21.50	21.51	21.52	377346	185	0.70	          2.04	
300136	信维通信	0.55	789170176	40.33	40.32	40.33	197171	3475	0.10	          2.65	
601155	新城控股	0.89	777914816	34.19	34.20	34.22	226472	40	-0.14	          3.15	
002129	中环股份	0.99	770333504	9.19	9.18	9.19	845276	18369	0.33	          3.20	
00522	ASM PACIFIC	5.60	744193600	118.800	118.700	118.800	6360758	210700	0.17	          1.57	
600196	复星医药	3.86	739217856	41.44	41.44	41.45	180089	26	0.05	          0.94	
601678	滨化股份	8.29	723110912	10.06	10.04	10.05	733759	148	-0.39	          6.18	
000401	冀东水泥	1.81	698321280	14.09	14.09	14.10	495203	10343	-0.13	          3.68	
002110	三钢闽光	1.25	696440384	23.42	23.42	23.43	297987	3930	0.17	          3.01	
300271	华宇软件	6.07	674697664	19.22	19.22	19.23	360656	5148	0.21	          7.28	
002601	龙蟒佰利	3.96	669107264	18.92	18.92	18.93	358311	4118	0.05	          5.33	
002440	闰土股份	0.43	665697472	23.58	23.58	23.59	278211	3472	0.00	          4.54	
300088	长信科技	3.11	656922752	7.63	7.63	7.64	873973	7494	0.00	          3.87	
002475	立讯精密	3.59	650781952	25.37	25.37	25.38	260393	2085	0.40	          0.82	
300353	东土科技	9.99	647342400	15.74	15.74	--  	429476	536	0.00	         13.10	
002907	华森制药	9.99	644574528	37.32	37.32	--  	181397	376	0.00	         45.28	
300168	万达信息	5.22	642381440	15.33	15.33	15.34	426325	7757	0.26	          4.23	
300182	捷成股份	2.75	615686336	10.48	10.47	10.48	592852	8453	0.38	          4.26	
300107	建新股份	2.74	613923904	9.76	9.76	9.77	631899	6172	0.31	         19.30	
300009	安科生物	10.00	610647936	25.53	25.53	--  	244947	939	0.00	          5.31	
300644	南京聚隆	4.85	604347008	54.70	54.68	54.70	112276	1666	-0.17	         70.17	
002153	石基信息	4.65	602088320	29.72	29.72	29.73	206622	1708	0.03	          4.26	
002065	东华软件	6.13	573324480	8.65	8.64	8.65	677792	11103	0.23	          2.42	
000789	万年青	2.70	571544000	11.05	11.05	11.06	519396	5827	0.55	          8.47	
002371	北方华创	5.85	569832576	35.65	35.65	35.66	164688	1349	0.03	          4.70	
