代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
600460	士兰微	2.36	1964739200	16.46	16.50	16.51	1205868	225	0.24	          9.67	
603019	中科曙光	5.45	1856424832	45.46	45.46	45.47	417782	34	-0.08	          6.50	
000977	浪潮信息	9.99	1765288320	20.59	20.59	--  	886966	2024	0.00	          6.91	
600570	恒生电子	5.61	1595370240	50.42	50.43	50.44	322846	5	0.44	          5.23	
300017	网宿科技	2.74	1311034752	12.73	12.73	12.74	1045267	13703	0.08	          6.51	
600352	浙江龙盛	1.03	1308172416	12.79	12.78	12.79	1013112	309	0.08	          3.31	
601012	隆基股份	6.88	1247218688	36.82	36.82	36.83	342778	46	0.19	          1.74	
600588	用友网络	10.01	1236501120	36.05	36.05	--  	363332	2	0.00	          2.49	
300618	寒锐钴业	0.11	1107169152	290.05	290.05	290.10	37514	658	0.12	         12.50	
000738	航发控制	5.27	986510784	15.99	15.99	16.00	633605	10489	-0.36	          5.53	
002241	歌尔股份	0.51	972088000	15.64	15.64	15.65	625113	7544	0.13	          2.30	
300431	暴风集团	1.04	963162944	27.31	27.31	27.32	356260	6843	-0.14	         15.18	
300110	华仁药业	1.40	945296832	6.51	6.50	6.51	1456110	21033	-0.14	         12.32	
600584	长电科技	4.65	909417280	20.70	20.70	20.71	447285	14	-0.04	          4.54	
002008	大族激光	0.98	893523968	57.48	57.47	57.48	156761	1723	-0.02	          1.58	
000932	*ST华菱	4.58	878129984	10.74	10.73	10.74	833745	19096	0.28	          2.77	
600392	盛和资源	1.21	837227200	16.70	16.68	16.69	507764	11	0.00	          4.73	
300085	银之杰	3.58	831520896	16.77	16.77	16.78	508803	4747	-0.17	         12.97	
300367	东方网力	10.02	820355008	16.47	16.47	--  	514645	618	0.00	          9.38	
002176	江特电机	0.50	802749760	12.00	12.00	12.01	671487	8168	0.00	          4.86	
600271	航天信息	6.70	791919552	21.50	21.51	21.52	377346	185	0.70	          2.04	
300136	信维通信	0.55	789170176	40.33	40.32	40.33	197171	3475	0.10	          2.65	
601155	新城控股	0.89	777914816	34.19	34.20	34.22	226472	40	-0.14	          3.15	
002129	中环股份	0.99	770333504	9.19	9.18	9.19	845276	18369	0.33	          3.20	
300113	顺网科技	1.29	762843840	23.60	23.60	23.61	324958	9879	-0.24	          7.03	
00522	ASM PACIFIC	5.60	744193600	118.800	118.700	118.800	6360758	210700	0.17	          1.57	
601678	滨化股份	8.29	723110912	10.06	10.04	10.05	733759	148	-0.39	          6.18	
300271	华宇软件	6.07	674697664	19.22	19.22	19.23	360656	5148	0.21	          7.28	
300088	长信科技	3.11	656922752	7.63	7.63	7.64	873973	7494	0.00	          3.87	
300353	东土科技	9.99	647342400	15.74	15.74	--  	429476	536	0.00	         13.10	
002907	华森制药	9.99	644574528	37.32	37.32	--  	181397	376	0.00	         45.28	
600549	厦门钨业	0.72	616860480	25.21	25.21	25.22	247678	125	0.28	          2.29	
300182	捷成股份	2.75	615686336	10.48	10.47	10.48	592852	8453	0.38	          4.26	
300107	建新股份	2.74	613923904	9.76	9.76	9.77	631899	6172	0.31	         19.30	
300418	昆仑万维	1.59	594817536	24.85	24.85	24.86	241377	7829	0.08	          4.13	
002371	北方华创	5.85	569832576	35.65	35.65	35.66	164688	1349	0.03	          4.70	
300188	美亚柏科	5.03	558116544	24.45	24.45	24.46	232162	1504	0.25	          7.56	
000997	新 大 陆	10.03	551783616	18.87	18.87	--  	303727	11903	0.86	          3.27	
002638	勤上股份	4.92	547002496	5.54	5.54	5.55	969230	11799	0.91	          9.90	
002195	二三四五	2.81	544591232	6.22	6.22	6.23	892772	15526	0.16	          2.85	
000410	沈阳机床	10.05	544436096	10.51	10.51	--  	522602	152	0.00	          7.06	
600845	宝信软件	10.00	541779008	27.06	27.06	--  	207357	10	0.00	          3.96	
002396	星网锐捷	7.66	536378176	23.04	23.04	23.05	240586	1883	-0.29	          4.50	
603559	中通国脉	2.01	531575680	32.49	32.50	32.52	163175	20	0.03	         20.53	
002439	启明星辰	4.77	527996384	24.40	24.39	24.40	218800	1932	0.08	          3.80	
002229	鸿博股份	6.81	516591072	11.45	11.44	11.45	453098	3351	0.44	         12.29	
300083	劲胜智能	9.95	509967072	8.29	8.29	--  	642202	8995	0.00	          5.39	
300377	赢时胜	6.17	501176832	13.07	13.06	13.07	392183	5480	-0.22	          7.69	
300027	华谊兄弟	1.93	498350688	10.01	10.01	10.02	502292	7838	0.10	          2.62	
000517	荣安地产	0.43	497809856	4.65	4.65	4.66	1086041	22114	0.43	          3.58	
603505	金石资源	7.82	495541696	24.68	24.69	24.70	201805	5	0.28	         33.63	
300738	奥飞数据	6.86	490753536	60.40	60.39	60.40	81125	918	-0.06	         49.71	
300024	机器人	3.79	488939936	18.62	18.62	18.63	266600	3985	0.22	          1.76	
300315	掌趣科技	3.21	483887616	6.76	6.75	6.76	727230	22365	0.00	          2.75	
300287	飞利信	5.57	483848448	9.29	9.28	9.29	534067	7849	0.00	          5.06	
300133	华策影视	0.54	478179136	13.06	13.06	13.07	369939	7467	0.38	          3.03	
