代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08473	弥明生活百货	28.57	204849136	0.810	--  	275350016	20000	-2.41	         24.58	  1.10	0.610	
08392	舍图控股	-13.70	132384408	0.630	--  	178740000	200000	3.28	         17.87	  1.13	0.720	
08483	名仕快相	-5.56	81015232	0.340	--  	210789008	8000	1.49	         26.35	  1.01	0.330	
08337	直通电讯	93.94	76859392	0.320	--  	273969984	100000	1.59	          8.80	  9.36	0.198	
08158	中国再生医学	3.47	38661408	0.179	--  	231955008	275000	0.00	          1.32	 16.07	0.173	
08359	HYPEBEAST	22.58	37813200	0.760	--  	54080000	120000	0.00	          2.70	  1.77	0.620	
08207	中新控股	0.00	34382960	0.970	--  	35272000	4000	0.00	          0.16	  0.89	0.980	
08040	ＤＣＢ控股	14.15	22669202	1.210	--  	17900000	5000	0.00	          5.59	  1.08	1.120	
08138	同仁堂国药	-1.05	21635402	13.160	--  	1651000	1000	0.00	          0.20	  1.68	13.340	
08469	盛业资本	1.89	21321322	7.550	--  	2814000	2000	0.00	          0.38	  0.71	7.540	
08446	ITP HOLDINGS	-6.98	14021401	4.000	--  	3260000	10000	0.00	          0.41	 10.12	4.440	
08292	盛良物流	13.38	12960351	1.610	--  	8165000	10000	0.00	          1.02	  1.62	1.510	
08275	永勤集团控股	-10.43	12699801	1.030	--  	12030000	10000	1.98	          2.00	  1.20	1.150	
08227	西安海天天	-0.33	12328511	6.100	--  	2016000	4000	0.33	          0.31	  0.65	6.140	
08361	中国育儿网络	11.11	12050911	0.500	--  	23796000	2000	0.00	          2.32	  3.74	0.450	
08349	美固科技控股	111.8	11052401	6.290	--  	2380000	10000	3.11	          0.59	  6.69	3.060	
08300	皇玺餐饮集团	5.71	10763801	0.148	--  	73680000	20000	0.68	          2.79	  1.70	0.139	
08367	倩碧控股	-6.45	10307500	0.290	--  	35130000	20000	0.00	          4.39	  0.18	0.315	
08379	汇安智能	-3.57	10151150	0.405	--  	24940000	10000	-1.22	          3.12	  0.46	0.415	
08526	荣丰集团亚洲	3.85	9748150	0.405	--  	23650000	50000	1.25	          4.12	  0.21	0.390	
08089	华人策略控股	0.00	9102314	2.950	--  	3101800	1800	2.08	          1.50	  6.98	2.950	
08522	德益控股	6.31	9037920	1.180	--  	7684000	4000	-0.84	          2.07	  0.55	1.100	
08406	合宝丰年	9.68	7863251	0.340	--  	23260000	70000	1.49	          2.91	 20.69	0.305	
08479	金泰丰国际控股	16.43	7621281	1.630	--  	5056000	4000	0.62	          1.20	  0.29	1.390	
08046	恒芯中国	2.70	7504033	0.038	--  	191524000	116000	0.00	          2.31	  1.56	0.038	
08170	KSL HOLDINGS	1.11	7497631	3.640	--  	2089000	20000	0.55	          0.51	  2.14	3.510	
08291	万成金属包装	22.47	7284251	2.180	--  	3610000	220000	3.81	          0.90	  1.55	1.790	
08422	ＷＴ集团	0.69	6743001	1.460	--  	4640000	110000	0.00	          0.46	  1.12	1.490	
08532	宝发控股	-3.57	5864361	0.270	--  	21096000	40000	0.00	          2.64	  0.13	0.280	
08137	洪桥集团	0.65	5213320	1.540	--  	3386000	10000	-0.65	          0.03	  0.57	1.530	
08032	非凡中国	1.16	5128989	0.870	--  	5968035	8000	0.00	          0.07	  7.58	0.860	
08142	德利机械	0.00	5052100	0.365	--  	13500000	30000	1.39	          1.35	  1.06	0.370	
08470	莹岚集团	2.21	4518240	1.850	--  	2424000	128000	0.00	          0.40	  0.37	1.810	
08022	永耀集团控股	0.00	4153740	1.080	--  	3846000	3000	0.00	          0.23	  0.80	1.080	
08266	卓信国际控股	-0.67	4095472	0.148	--  	26304000	32000	3.50	          0.64	  1.80	0.153	
08083	中国创新支付	0.00	3703000	0.440	--  	8492000	100000	0.00	          0.12	  0.61	0.440	
08413	亚洲杂货	-1.79	3648040	0.220	--  	15830000	50000	0.00	          1.36	  1.77	0.227	
08136	英马斯集团	-5.33	3635300	0.355	--  	10540000	20000	0.00	          1.05	  1.04	0.345	
08073	兴业新材料	0.00	3491280	1.510	--  	2320000	4000	0.00	          0.48	  0.73	1.490	
08285	森浩集团	0.00	3192075	0.340	--  	9395000	100000	0.00	          1.68	  0.86	0.340	
08156	众彩股份	0.00	2998250	0.790	--  	3835000	20000	0.00	          0.12	  0.38	0.780	
08147	汇思太平洋	-3.66	2971332	0.237	--  	12308000	12000	0.00	          0.22	  0.77	0.246	
08101	壹家壹品	-1.83	2958656	0.107	--  	27816000	260000	0.00	          0.96	  0.26	0.106	
08519	JIA GROUP	4.17	2898470	0.200	--  	14560000	420000	1.52	          1.69	  0.58	0.192	
08462	桥英控股	1.33	2723150	1.520	--  	1815000	60000	2.01	          0.30	  0.37	1.550	
08439	新百利融资	4.76	2383920	1.980	--  	1204000	2000	0.00	          0.87	 44.26	1.980	
08163	万德金融	1.19	2192060	0.085	--  	26420000	300000	0.00	          1.30	  2.61	0.084	
08307	密迪斯肌	0.00	1859760	0.540	--  	3376000	100000	0.00	          0.70	  1.17	0.570	
08238	惠陶集团	1.41	1820920	0.072	--  	25312000	56000	1.41	          0.29	  0.23	0.069	
08400	亚洲先锋娱乐	3.10	1817450	0.233	--  	7970000	30000	0.00	          0.80	  2.97	0.226	
08226	树熊金融集团	-5.05	1783268	0.207	--  	8612000	48000	-0.96	          0.35	  1.57	0.218	
08100	智易控股	3.66	1779900	0.425	--  	4164000	300000	0.00	          0.94	  0.92	0.420	
08179	新煮意控股	-5.46	1768917	0.173	--  	9971600	12000	2.98	          0.47	  1.18	0.185	
08171	中国趋势	0.00	1697600	0.010	--  	169760000	960000	0.00	          0.40	  6.98	0.010	
08228	国艺娱乐	-2.67	1695800	0.365	--  	4600000	200000	0.00	          0.10	  0.19	0.380	
08523	常满控股	-2.11	1641825	0.465	--  	3560000	50000	-1.06	          0.89	  0.19	0.460	
08510	TOPSTANDARDCORP	7.00	1637952	0.260	--  	6592000	80000	1.96	          0.82	  0.92	0.235	
08078	ＨＭＶ数码中国	-0.41	1590900	0.240	--  	6620000	120000	-0.41	          0.05	  1.47	0.240	
08157	象兴国际	0.00	1556200	0.300	--  	5180000	60000	0.00	          0.52	  0.84	0.300	
08195	L&A INTL HOLD	0.00	1521128	0.056	--  	28180000	192000	-1.75	          2.20	  2.45	0.054	
08102	利宝阁集团	3.53	1504350	0.440	--  	3350000	20000	0.00	          0.42	  3.56	0.420	
08427	瑞强集团	3.77	1502800	0.275	--  	5608000	240000	0.00	          0.90	  0.86	0.265	
08278	CMON	-1.82	1386200	0.270	--  	5140000	30000	1.89	          0.28	  0.41	0.270	
08535	荧德控股	-2.07	1249740	0.142	--  	8740000	120000	0.00	          0.73	  0.19	0.140	
08279	亚博科技控股	-3.26	1237280	0.890	--  	1380000	4000	-1.11	          0.01	  0.64	0.920	
08055	中国网络信息科技	-1.33	1169320	0.370	--  	3120000	8000	-1.33	          0.08	  0.37	0.370	
08308	古兜控股	0.00	1165440	1.780	--  	664000	4000	0.00	          0.07	  0.89	1.860	
08085	香港生命科学	-3.23	1128004	0.090	--  	12100000	40000	0.00	          0.21	  1.23	0.092	
08450	钜京控股	-2.09	1117590	0.187	--  	5980000	10000	-0.53	          0.60	  0.36	0.190	
08013	ECI TECH	0.00	1100860	0.190	--  	5840000	180000	0.00	          0.36	  0.07	0.188	
08417	大地教育	6.76	1093600	0.790	--  	1380000	50000	0.00	          0.08	  2.04	0.750	
08352	成安控股	5.48	1080400	0.385	--  	2830000	20000	1.32	          0.42	  0.95	0.370	
08383	东骏控股	-1.25	1031360	0.395	--  	2640000	24000	0.00	          0.33	  0.64	0.390	
08420	NEXION TECH	3.51	1012350	0.590	--  	1725000	20000	0.00	          0.29	  2.10	0.570	
08001	东方汇财证券	3.95	999520	0.790	--  	1264000	60000	0.00	          0.29	  0.93	0.820	
08328	信义香港	0.94	989253	2.150	--  	461250	4000	0.00	--  	 37.96	2.130	
08165	华普智通	5.88	976240	0.036	--  	26190000	10000	5.88	          1.13	  9.51	0.034	
08457	健升物流中国	1.69	934700	0.300	--  	3200000	110000	0.00	          0.40	  0.87	0.295	
08217	联旺集团	-3.33	928750	0.290	--  	3150000	320000	-1.69	          0.25	  0.38	0.295	
08321	泰锦控股	0.97	916050	0.208	--  	4600000	10000	1.96	          0.57	  0.63	0.206	
08081	互娱中国	-2.56	908475	0.038	--  	23330720	300000	0.00	          0.44	  1.18	0.041	
08043	ATLINKS	0.00	892600	0.630	--  	1435000	5000	0.00	          0.36	  0.23	0.630	
08455	礼建德集团	2.94	870000	1.750	--  	510000	10000	0.00	          0.06	  2.07	1.690	
08129	云信投资控股	0.00	861760	0.026	--  	31380000	3000000	-3.70	          1.06	  3.13	0.027	
08196	建禹集团	2.51	861480	4.490	--  	200000	16000	0.00	          0.07	  2.37	4.370	
