代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
300110	华仁药业	1.40	945296832	6.51	6.50	6.51	1456110	21033	-0.14	         12.32	
002926	华西证券	2.06	938902912	14.86	14.86	14.87	639446	15123	0.07	         12.18	
601838	成都银行	0.79	616502272	12.70	12.70	12.71	490156	162	0.08	         13.57	
002606	大连电瓷	0.57	320179808	8.85	8.84	8.85	363115	12170	-0.10	          9.03	
002650	加加食品	0.43	278750752	4.72	4.72	4.73	593141	13459	0.00	          6.27	
000806	银河生物	2.56	205690176	6.80	6.80	6.81	306508	3259	-0.14	          4.39	
002175	东方网络	3.96	173570400	7.61	7.61	7.62	229729	3212	-0.12	          4.33	
300273	和佳股份	2.42	169482832	8.03	8.03	8.04	215489	3875	0.50	          3.85	
300010	立思辰	5.52	158296368	10.33	10.32	10.33	156433	4175	0.00	          2.51	
002297	博云新材	2.87	148299344	7.88	7.88	7.89	186952	3481	-0.12	          4.71	
600227	赤天化	9.92	104076480	5.43	5.43	--  	191669	3	0.00	          1.54	
300167	迪威迅	3.11	99727960	7.95	7.95	7.96	126747	2386	0.25	          4.22	
00168	青岛啤酒股份	0.23	95168448	43.100	43.100	43.150	2210549	110000	0.35	          0.34	
300566	激智科技	2.22	81374416	28.04	28.03	28.04	29346	424	-0.06	          4.03	
002288	超华科技	0.79	69537368	5.10	5.10	5.11	137176	1272	0.00	          2.08	
603699	纽威股份	3.23	61440772	16.95	16.97	16.98	36364	2	0.12	          0.48	
03301	融信中国	1.96	61009784	11.440	11.380	11.440	5399500	74500	0.00	          0.36	
03339	中国龙工	0.92	45969716	3.300	3.300	3.310	13985820	3889000	0.30	          0.33	
02005	石四药集团	4.04	44650172	6.180	6.170	6.180	7356080	68000	0.82	          0.25	
002010	传化智联	0.19	36615988	15.53	15.53	15.54	23660	147	-0.05	          0.57	
002848	高斯贝尔	0.91	31661144	13.33	13.32	13.33	23659	778	-0.14	          2.84	
000835	长城动漫	0.67	20615670	7.54	7.54	7.55	27470	977	0.00	          0.91	
01166	星凯控股	1.49	15906387	0.680	--  	--  	23740612	40000	1.49	          1.01	
01573	中国优质能源	2.35	10137920	12.180	--  	--  	844000	2000	0.66	          0.12	
002750	龙津药业	1.22	6762303	8.27	8.27	8.28	8204	79	0.12	          0.36	
数据来源:通达信
