代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
601600	中国铝业	-7.63	6284640768	5.45	5.44	5.45	11489568	335	0.74	         10.48	
03988	中国银行	-0.70	2167203584	4.240	4.240	4.250	511289760	47428000	0.00	          0.61	
00941	中国移动	-0.68	2137328256	72.900	72.900	73.050	29285052	2257000	-0.27	          0.14	
00005	汇丰控股	-0.13	2092200064	77.900	77.850	77.900	26947744	2065600	-0.13	          0.13	
002508	老板电器	-1.94	1958131328	39.88	39.88	39.89	491684	2793	0.71	          5.26	
600887	伊利股份	-0.12	1326372480	32.41	32.42	32.43	408317	5	0.00	          0.68	
600029	南方航空	-1.95	1323140480	11.58	11.58	11.59	1142803	1607	0.17	          1.63	
300104	乐视网	-0.38	1087627392	5.20	5.20	5.21	2107575	38514	0.19	          6.93	
000001	平安银行	-0.08	1069354496	12.04	12.04	12.05	886957	7747	0.00	          0.52	
600383	金地集团	-3.98	976951936	12.29	12.29	12.30	783726	39	-0.31	          1.74	
601668	中国建筑	-0.11	952928320	9.10	9.10	9.11	1047764	65	0.11	          0.35	
600028	中国石化	-0.31	878793664	6.39	6.39	6.40	1384096	10	0.16	          0.14	
002001	新 和 成	-0.98	853710400	37.36	37.36	37.37	229699	2309	0.03	          2.14	
600050	中国联通	-0.31	795311680	6.40	6.40	6.41	1241564	160	0.16	          0.59	
00027	银河娱乐	-0.36	789610688	68.250	68.200	68.250	11561525	486000	-0.15	          0.27	
601111	中国国航	-2.17	762954560	13.51	13.52	13.53	562841	70	0.30	          0.66	
00386	中国石油化工股份	-0.32	736517376	6.280	6.270	6.280	118579280	7986000	-0.16	          0.46	
600567	山鹰纸业	-0.38	720731200	5.25	5.24	5.25	1376147	66	0.38	          3.01	
01928	金沙中国有限公司	-1.59	718523712	43.450	43.400	43.450	16550573	764400	0.23	          0.20	
601336	新华保险	-0.25	699478848	52.60	52.60	52.61	132772	34	0.10	          0.64	
00857	中国石油股份	-1.27	681712960	5.460	5.450	5.460	125641528	6694000	0.00	          0.60	
601988	中国银行	-0.24	679437248	4.22	4.21	4.22	1608002	838	0.00	          0.08	
601766	中国中车	-0.67	674627008	10.38	10.37	10.38	649050	93	0.10	          0.28	
00883	中国海洋石油	-1.23	642894656	11.260	11.240	11.260	57310332	4985000	-0.18	          0.13	
002018	华信国际	-4.45	567406592	5.15	5.14	5.15	1138644	6946	0.00	          5.00	
601328	交通银行	-0.15	514223104	6.49	6.48	6.49	791786	55	-0.14	          0.20	
000661	长春高新	-1.55	478519584	159.88	159.88	159.90	30011	149	0.01	          1.77	
01088	中国神华	-0.45	473202816	22.150	22.150	22.200	21501992	787000	-0.23	          0.63	
002594	比亚迪	-0.38	472004128	63.27	63.27	63.28	74935	630	0.13	          0.66	
002359	北讯集团	-6.00	470040096	26.16	26.15	26.16	174382	2944	-0.10	          2.46	
002547	春兴精工	-2.31	423387200	8.90	8.90	8.91	471066	6563	0.45	          5.89	
000898	鞍钢股份	-2.48	417147584	7.07	7.06	7.07	585130	8334	0.00	          0.95	
02238	广汽集团	-0.23	398921216	17.360	17.340	17.360	23205810	934000	-0.12	          1.05	
600348	阳泉煤业	-3.57	380672960	8.38	8.37	8.38	448537	22	-0.35	          1.87	
600115	东方航空	-1.67	380251904	7.67	7.67	7.68	494228	50	0.00	          0.50	
601233	桐昆股份	-1.76	371803584	25.14	25.13	25.14	147815	56	0.20	          1.23	
601229	上海银行	-0.20	371692000	15.22	15.21	15.22	244328	8	0.07	          0.66	
600579	天华院	-1.10	357177600	11.69	11.71	11.72	318076	24	0.34	          7.75	
00288	万洲国际	-1.03	346629728	9.600	9.600	9.610	36266404	3081000	-0.21	          0.25	
601998	中信银行	-0.29	342719328	6.82	6.82	6.83	501827	102	0.29	          0.16	
01211	比亚迪股份	-0.62	334150496	72.000	72.000	72.100	4659901	242500	0.00	          0.51	
01103	大生农业金融	-41.30	331679776	0.270	--  	--  	1645180032	16000	-1.82	         26.53	
01336	新华保险	-0.11	331172352	46.800	46.750	46.800	7102069	231700	0.00	          0.69	
603895	天永智能	-0.14	303162336	49.84	49.85	49.88	61514	31	-0.11	         31.87	
00966	中国太平	-1.16	301627744	29.850	29.850	29.900	10161800	391400	-0.17	          0.28	
01114	BRILLIANCE CHI	-1.42	296332960	20.800	20.800	20.850	14403800	414000	-0.48	          0.29	
601006	大秦铁路	-1.39	293186240	9.19	9.18	9.19	317777	63	0.00	          0.21	
600643	爱建集团	-1.92	284431296	12.29	12.29	12.30	231139	16	0.00	          1.61	
603260	合盛硅业	-0.82	278367520	58.38	58.35	58.36	47793	12	0.27	          6.83	
600426	华鲁恒升	-1.55	278329120	17.84	17.84	17.85	154913	1	-0.05	          0.96	
603088	宁波精达	-2.55	269732512	27.89	27.80	27.81	103327	4	0.80	         12.92	
300101	振芯科技	-4.53	242900560	13.70	13.69	13.70	174826	6832	-0.71	          3.18	
00753	中国国航	-1.17	241164880	11.800	11.780	11.800	20477268	584000	-0.17	          0.45	
00762	中国联通	-0.59	236358192	10.080	10.080	10.100	23467020	2724000	-0.20	          0.08	
000709	河钢股份	-1.01	232817744	3.93	3.93	3.94	591358	6633	-0.24	          0.56	
00002	中电控股	-0.13	229530560	79.000	78.950	79.000	2917258	312000	-0.13	          0.12	
601666	平煤股份	-1.25	228314416	6.32	6.31	6.32	360388	20	-0.15	          1.53	
603103	横店影视	-0.72	216708048	33.07	33.07	33.10	65568	15	0.00	         12.37	
02888	渣打集团	-2.74	216468272	87.000	86.950	87.000	2490633	76000	-0.23	          0.08	
601186	中国铁建	-0.10	214226016	10.51	10.50	10.52	204280	47	0.19	          0.18	
600212	江泉实业	-8.55	195960896	7.38	7.37	7.38	257072	1	-1.33	          5.02	
01099	国药控股	-1.45	192700848	34.050	34.050	34.100	5652200	577200	-0.29	          0.47	
002493	荣盛石化	-0.72	186723360	16.58	16.57	16.58	112767	2699	0.06	          0.33	
600971	恒源煤电	-1.07	181637504	10.21	10.21	10.22	177188	8	0.10	          1.77	
300176	鸿特精密	-0.45	176254224	132.80	132.78	132.80	13406	247	-0.06	          1.25	
02333	长城汽车	-0.32	166242704	9.230	9.230	9.240	18151440	1249000	-0.32	          0.59	
002210	飞马国际	-0.23	162640960	12.79	12.79	12.80	128557	7585	0.31	          1.00	
603709	中源家居	-0.15	151674656	34.02	34.03	34.04	44787	2	-0.02	         22.39	
000878	云南铜业	-0.79	145538560	12.50	12.50	12.51	116489	1765	0.08	          0.82	
600708	光明地产	-1.92	141190480	7.16	7.16	7.17	196714	23	-0.13	          1.99	
603506	南都物业	-0.06	134516608	31.89	31.83	31.86	42439	4	-0.43	         21.39	
601669	中国电建	-1.91	125207864	7.20	7.19	7.20	173006	7	0.00	          0.18	
002408	齐翔腾达	-0.31	124285776	12.95	12.94	12.95	96056	623	0.08	          0.57	
600085	同仁堂	-0.12	122344384	32.36	32.34	32.35	37909	5	0.09	          0.28	
00358	江西铜业股份	-1.13	118927704	12.240	12.240	12.260	9736000	312000	-0.33	          0.70	
000926	福星股份	-0.75	117192288	10.55	10.55	10.56	111042	1291	-0.08	          1.17	
000860	顺鑫农业	-0.21	113993136	19.17	19.16	19.17	59646	151	0.05	          1.05	
600531	豫光金铅	-0.75	113847080	6.63	6.62	6.63	171873	5	0.00	          1.58	
300580	贝斯特	-6.62	113647008	20.30	20.30	20.31	57269	749	-0.43	          8.66	
002240	威华股份	-1.25	112609440	15.84	15.84	15.85	71086	1370	-0.05	          1.45	
01208	五矿资源	-0.73	112318680	5.450	5.420	5.450	20825588	592000	0.37	          0.26	
002070	*ST众和	-2.61	108155720	4.10	4.09	4.10	265790	2764	-0.23	          4.69	
00267	中信股份	-0.70	107251816	11.300	11.300	11.320	9509781	1303000	-0.35	          0.03	
002727	一心堂	-1.95	106172968	23.65	23.64	23.65	44816	484	0.17	          1.68	
002840	华统股份	-2.37	103193360	33.83	33.83	33.98	30447	384	0.68	          3.11	
01186	中国铁建	-0.83	102366896	8.330	8.320	8.330	12323500	1480000	-0.24	          0.59	
