代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
08065	高萌科技	3.49	57800	--  	--  	130000	5000	0.00	          0.03	  0.06	0.440	0.450	
08252	泰和小贷	-7.69	57560	--  	--  	24000	12000	0.00	          0.02	  2.86	2.400	2.400	
08033	爱达利网络	0.00	57310	--  	--  	214000	2000	0.00	          0.03	  1.83	0.270	0.285	
08121	超凡网络	0.00	57300	--  	--  	570000	100000	0.99	          0.03	  0.52	0.101	0.101	
08172	拉近网娱	6.45	56600	--  	--  	180000	20000	0.00	          0.00	  0.45	0.310	0.330	
08493	龙皇集团	3.28	56268	--  	--  	300000	96000	0.00	          0.02	  0.16	0.180	0.189	
08026	长达健康	1.92	54870	--  	--  	210000	20000	0.00	          0.02	  0.86	0.260	0.265	
08088	海汇国际科技	-3.33	54256	--  	--  	1904000	320000	0.00	          0.02	  2.15	0.030	0.030	
08112	基石金融	-2.62	53786	--  	--  	245600	3200	0.45	          0.02	  0.52	0.216	0.222	
08109	麒麟集团控股	0.00	53505	--  	--  	3030000	15000	0.00	          0.07	  0.61	0.017	0.018	
08480	飞霓控股	-1.20	47580	--  	--  	116000	100000	0.00	          0.02	  0.71	0.410	0.415	
08171	中国趋势	0.00	47320	--  	--  	4800000	120000	0.00	          0.01	  0.10	0.010	0.010	
08417	大地教育	0.00	47200	--  	--  	60000	10000	0.00	          0.00	  0.12	0.780	0.800	
08126	Ｇ．Ａ．控股	0.00	46500	--  	--  	100000	60000	0.00	          0.02	  0.31	0.465	0.465	
08296	中国生命集团	1.89	46260	--  	--  	172000	20000	0.00	          0.02	  1.22	0.265	0.270	
08268	迪臣建设	-0.52	45741	--  	--  	241000	8000	0.00	          0.02	  0.49	0.190	0.190	
08260	银合控股	-3.39	45100	--  	--  	80000	30000	0.00	          0.01	  0.37	0.560	0.570	
08368	中国创意控股	2.27	44005	--  	--  	199000	13000	0.00	          0.01	  0.66	0.221	0.225	
08206	神通机器人教育	-1.32	41250	--  	--  	110000	104000	0.00	          0.01	  0.31	0.375	0.375	
08239	首都金融控股	0.92	40430	--  	--  	380000	200000	0.00	          0.03	  3.03	0.093	0.110	
08053	比优集团	1.64	37200	--  	--  	60000	40000	0.00	          0.00	  0.10	0.620	0.620	
08472	立高控股	-1.61	36800	--  	--  	60000	40000	0.00	          0.01	  0.22	0.620	0.620	
08131	辰罡科技	1.72	35550	--  	--  	200000	200000	0.00	          0.07	  1.49	0.178	0.178	
08282	智傲控股	0.00	34840	--  	--  	36000	4000	0.00	          0.02	  2.37	0.970	0.970	
08039	中国卓银	0.00	34160	--  	--  	16000	8000	-0.47	          0.00	  0.17	2.130	2.140	
08092	ITE HOLDINGS	-9.37	33840	--  	--  	360000	80000	0.00	          0.04	  0.39	0.096	0.096	
08242	宏创高科	0.72	31540	--  	--  	230000	10000	0.72	          0.02	  0.16	0.139	0.139	
08079	易还财务投资	0.00	31366	--  	--  	55030	55000	0.00	          0.03	  0.80	0.570	0.570	
08072	罗马集团	3.67	30880	--  	--  	285000	20000	5.61	          0.01	  0.15	0.105	0.113	
08405	恒智控股	2.22	29360	--  	--  	32000	8000	0.00	          0.01	  0.21	0.930	0.930	
08150	无缝绿色	0.00	29180	--  	--  	250000	70000	-0.85	          0.02	  0.55	0.117	0.117	
08117	中国基础能源	0.00	28382	--  	--  	30440	400	0.00	          0.00	  0.22	0.930	0.940	
08353	安科系统	0.00	26100	--  	--  	45000	45000	3.45	          0.01	  0.14	0.580	0.580	
08329	海王英特龙	0.00	24700	--  	--  	70000	10000	0.00	          0.02	  0.19	0.360	0.360	
08281	中国金典集团	3.45	24000	--  	--  	80000	80000	0.00	          0.01	  0.13	0.300	0.300	
08160	GOLDWAY EDU	-5.77	23760	--  	--  	48000	24000	0.00	          0.01	  0.83	0.500	0.500	
08035	骏高控股	-5.88	22200	--  	--  	90000	20000	0.00	          0.01	  1.15	0.250	0.250	
08416	HM INTL HLDGS	0.00	21900	--  	--  	30000	30000	0.00	          0.01	  0.14	0.730	0.730	
08052	陆庆娱乐	-1.30	21000	--  	--  	280000	60000	1.33	          0.02	  0.20	0.075	0.075	
08363	SDM GROUP	-4.23	20240	--  	--  	60000	10000	3.03	          0.02	  1.51	0.340	0.340	
08149	浩德控股	3.23	19200	--  	--  	60000	50000	0.00	          0.01	  0.45	0.320	0.320	
08167	中国新电信	-0.61	18380	--  	--  	112000	112000	0.00	          0.00	  0.04	0.165	0.165	
08280	中国数字视频	-1.32	18320	--  	--  	24000	8000	0.00	          0.00	  0.45	0.780	0.780	
08152	明梁控股	0.00	17450	--  	--  	60000	10000	1.72	          0.01	  0.12	0.290	0.295	
08091	奥传思维控股	2.22	16540	--  	--  	120000	60000	0.00	          0.02	  0.12	0.137	0.138	
08221	PF GROUP	0.00	14700	--  	--  	100000	100000	0.00	          0.01	  0.18	0.147	0.147	
08048	御德国际控股	0.00	14662	--  	--  	146000	46000	0.00	          0.01	  0.18	0.102	0.102	
