代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
02800	盈富基金	1.64	1093406720	--  	--  	35415448	989000	0.16	--  	  0.82	30.750	31.050	
02828	恒生中国企业	1.30	546083328	--  	--  	4387635	211400	0.16	--  	  0.30	123.700	125.000	
02822	南方Ａ５０	1.49	488017920	--  	--  	30017544	818200	0.12	--  	  0.53	16.180	16.360	
02823	安硕Ａ５０	1.40	400370336	--  	--  	25254190	903500	0.13	--  	  0.66	15.760	15.940	
07228	ＦＬ二　三星国指	2.45	273127840	--  	--  	31214600	3000	0.00	--  	  1.37	8.710	8.850	
00823	领展房产基金	2.49	268407520	--  	--  	3958655	295000	0.00	--  	  0.65	66.600	68.500	
03188	华夏沪深三百	1.08	238908832	--  	--  	4682338	50400	0.10	--  	  0.70	50.900	51.350	
07300	ＦＩ南方恒指	-1.49	189137392	--  	--  	35650300	19100	0.19	--  	  1.41	5.340	5.340	
07200	ＦＬ二南方恒指	3.06	90115968	--  	--  	7455300	300	0.00	--  	  0.99	11.820	12.180	
07267	ＦＬ二华夏国指	2.47	78696296	--  	--  	6791700	10000	0.00	--  	  1.27	11.560	11.700	
07288	ＦＬ二南方国指	2.33	64858628	--  	--  	6185800	3500	0.00	--  	  0.61	10.360	10.600	
07221	ＦＬ二华夏恒指	3.08	40420208	--  	--  	3029700	10000	0.00	--  	  0.70	13.300	13.480	
07336	ＦＩ未来恒指	-1.60	31457990	--  	--  	5672500	3000	0.00	--  	  3.11	5.570	5.580	
07205	ＦＬ二　三星恒指	3.07	26787102	--  	--  	2686400	80000	0.00	--  	  0.47	9.940	10.100	
07242	ＦＬ二易方达恒指	2.99	24785774	--  	--  	3282000	2000	0.00	--  	  0.74	7.510	7.630	
07388	ＦＩ南方国指	-1.42	22499372	--  	--  	4036200	18500	0.00	--  	  0.92	5.590	5.610	
00405	越秀房产信托基金	0.77	22230238	--  	--  	4248100	47000	0.00	--  	  0.84	5.200	5.250	
07230	ＦＬ二未来国指	2.24	21743492	--  	--  	1997400	3000	0.00	--  	  0.55	10.900	11.020	
00778	置富产业信托	-0.22	16302266	--  	--  	1758000	64000	0.00	--  	  1.33	9.300	9.300	
07231	ＦＬ二未来恒指	3.11	13605343	--  	--  	1085900	3000	0.00	--  	  0.91	12.440	12.660	
