代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
000830	鲁西化工	-8.24	2154576384	-1.63	18.13	18.14	1195104	12740	0.50	          8.16	19.45	
601088	中国神华	-5.34	1232446080	-1.24	21.97	21.98	552829	59	-0.08	          0.34	23.06	
000983	西山煤电	-5.84	470397216	-0.53	8.54	8.55	537522	9991	-0.11	          1.71	9.01	
02202	万科企业	-3.33	318565824	-1.150	33.350	33.400	9511650	302900	0.30	          0.72	34.500	
300498	温氏股份	-3.24	301066144	-0.70	20.92	20.93	142682	872	0.05	          0.40	21.58	
03799	达利食品	-8.09	290226528	-0.610	6.930	6.940	41551764	959000	0.43	          0.30	7.500	
600971	恒源煤电	-4.78	238035504	-0.46	9.15	9.16	257739	397	0.00	          2.58	9.51	
600010	包钢股份	-0.87	227053216	-0.02	2.26	2.27	999015	11	0.00	          0.45	2.29	
603517	绝味食品	-7.84	152661008	-2.93	34.41	34.44	43712	26	0.41	          2.67	35.80	
600997	开滦股份	-3.21	112745176	-0.19	5.71	5.72	195808	40	0.00	          1.59	5.88	
600687	刚泰控股	-1.81	95259776	-0.20	10.81	10.87	88109	111	0.00	          0.82	11.05	
03633	中裕燃气	2.11	62536204	0.170	--  	--  	7718000	2000	0.49	          0.31	8.000	
000042	中洲控股	-2.87	56899232	-0.43	14.53	14.54	38923	162	-0.40	          0.80	14.87	
01963	重庆银行	-6.40	53866172	-0.440	6.430	6.450	8330000	29500	0.00	          0.53	6.650	
002873	新天药业	0.44	47863152	0.17	38.64	38.65	12529	60	0.05	          7.28	38.36	
02840	ＳＰＤＲ金ＥＴＦ	-0.66	44633108	-6.500	--  	--  	45800	100	0.05	--  	975.500	
02038	富智康集团	-3.55	37628740	-0.070	1.900	1.910	19834412	431000	0.53	          0.25	1.970	
02113	东盈控股	-4.23	29150552	-0.030	--  	--  	41555000	5000	0.00	          5.41	0.700	
00297	中化化肥	-1.89	23440410	-0.020	1.030	1.040	22638164	10000	0.00	          0.32	1.060	
01079	松景科技	0.00	13128381	0.000	--  	--  	12704000	6000	5.88	          1.15	1.040	
01165	顺风清洁能源	-3.13	11338511	-0.010	0.305	0.310	37156000	34000	1.64	          0.86	0.320	
06138	哈尔滨银行	-5.02	11239271	-0.120	--  	--  	4947000	6000	0.00	          0.16	2.360	
02345	上海集优	-3.18	10611281	-0.050	--  	--  	6988000	34000	0.00	          0.92	1.590	
00281	川河集团	-9.09	10416360	-0.060	--  	--  	17302000	40000	0.00	          0.66	0.610	
00784	凌锐控股	-5.43	6506501	-0.025	--  	--  	15160000	100000	1.16	          1.90	0.455	
00989	广泽国际发展	-6.59	6386471	-0.110	--  	--  	3927000	10000	-0.64	          0.07	1.630	
06878	鼎丰集团控股	-1.79	4225080	-0.010	--  	--  	7592000	2000	-1.79	          0.18	0.550	
数据来源:通达信
