代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
300367	东方网力	1.74	689453056	0.29	16.99	17.00	402012	2463	0.24	          7.32	16.90	
300107	建新股份	1.45	189475008	0.12	8.36	8.37	227167	5234	0.24	          6.94	8.29	
01316	耐世特	3.10	186831408	0.400	13.300	13.320	14047346	519000	0.30	          0.56	13.040	
00669	创科实业	1.09	162035904	0.500	46.300	46.400	3492729	166500	-0.22	          0.19	46.500	
603058	永吉股份	10.03	148862384	1.63	17.88	--  	85041	2	0.00	          3.73	16.87	
002035	华帝股份	1.37	132464904	0.38	28.05	28.07	47243	145	-0.17	          0.91	27.67	
000007	全新好	1.53	119931808	0.22	14.56	14.57	81231	534	0.07	          2.63	14.97	
300298	三诺生物	4.59	106707664	1.01	23.01	23.02	47248	498	-0.12	          1.17	22.01	
00868	信义玻璃	0.31	80405456	0.040	12.980	13.000	6206600	198000	0.31	          0.15	12.940	
01558	东阳光药	5.39	72377064	2.150	--  	--  	1742038	200	0.12	          0.77	40.050	
300094	国联水产	4.17	67446328	0.30	7.49	7.50	91260	1150	0.13	          1.22	7.24	
002768	国恩股份	1.62	52875280	0.41	25.64	25.65	20637	122	-0.15	          2.37	25.33	
002820	桂发祥	2.76	39235068	0.68	25.28	25.29	15740	540	0.68	          1.83	24.56	
01818	招金矿业	0.69	32103942	0.040	5.800	5.810	5508500	100500	0.17	          0.53	5.830	
603117	万林股份	0.34	14303650	0.03	8.78	8.79	16266	6	0.34	          0.58	8.75	
300261	雅本化学	1.13	14151867	0.09	8.04	8.06	17611	719	0.37	          0.34	7.96	
00548	深圳高速公路股份	1.95	12161636	0.150	7.800	7.830	1563640	24000	-0.25	          0.21	7.740	
603908	牧高笛	1.36	10146914	0.41	30.50	30.51	3328	1	-0.02	          1.44	30.40	
00400	科通芯城	0.46	9093090	0.020	4.410	4.420	2065000	53000	-0.23	          0.14	4.360	
603838	四通股份	0.27	8163904	0.03	11.21	11.28	7277	129	0.54	          0.75	11.22	
01565	成实外教育	0.62	7525551	0.030	--  	--  	1549000	3000	0.00	          0.05	4.850	
数据来源:通达信
