代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
02828	恒生中国企业	-0.08	1942307328	--  	--  	15212059	107000	0.08	--  	  2.50	127.800	128.400	
02800	盈富基金	0.16	1215017728	--  	--  	38171864	664000	0.16	--  	  1.71	31.800	32.000	
02822	南方Ａ５０	0.49	412026752	--  	--  	25450924	796400	-0.12	--  	  0.76	16.200	16.280	
02823	安硕Ａ５０	0.38	370294816	--  	--  	23469988	1088600	-0.25	--  	  0.80	15.800	15.860	
07228	ＦＬ二　三星国指	0.33	215507360	--  	--  	23354400	3000	0.00	--  	  1.61	9.130	9.340	
00823	领展房产基金	0.73	189747808	--  	--  	2752915	580500	0.22	--  	  0.56	68.800	69.200	
03188	华夏沪深三百	0.20	115178944	--  	--  	2247527	52400	0.00	--  	  0.31	51.250	51.400	
07288	ＦＬ二南方国指	0.18	81896960	--  	--  	7432600	1000	-0.36	--  	  1.17	10.940	11.180	
07267	ＦＬ二华夏国指	0.33	57150240	--  	--  	4697700	1000	-0.16	--  	  1.59	12.100	12.340	
07200	ＦＬ二南方恒指	0.47	46641488	--  	--  	3646800	300	0.00	--  	  0.99	12.680	12.920	
07230	ＦＬ二未来国指	0.17	44669400	--  	--  	3904600	3000	0.00	--  	  2.07	11.380	11.620	
02840	ＳＰＤＲ金ＥＴＦ	-0.66	44633108	--  	--  	45800	100	0.05	--  	  2.86	975.500	976.500	
07300	ＦＩ南方恒指	-0.19	40554348	--  	--  	7871500	2000	0.00	--  	  0.80	5.160	5.200	
00778	置富产业信托	0.21	25311370	--  	--  	2702000	55000	0.00	--  	  1.33	9.300	9.400	
07242	ＦＬ二易方达恒指	0.63	24346236	--  	--  	3045500	100	0.00	--  	  1.61	7.940	8.080	
87001	汇贤产业信托	-0.31	21903464	--  	--  	6718039	26000	-0.31	--  	  1.58	3.260	3.270	
07231	ＦＬ二未来恒指	0.45	18883770	--  	--  	1424600	3000	0.00	--  	  1.83	13.120	13.400	
02801	安硕中国ＥＴＦ	0.65	18627340	--  	--  	604200	1600	0.16	--  	  3.95	30.750	30.950	
00405	越秀房产信托基金	-0.18	14684781	--  	--  	2715000	40000	0.19	--  	  0.43	5.410	5.440	
07205	ＦＬ二　三星恒指	0.38	13693349	--  	--  	1293000	800	0.00	--  	  0.96	10.500	10.720	
02778	冠君产业信托	0.35	12448928	--  	--  	2180246	647000	0.17	--  	  0.57	5.690	5.730	
07221	ＦＬ二华夏恒指	0.43	7373313	--  	--  	525800	1000	0.00	--  	  0.27	14.020	14.300	
07388	ＦＩ南方国指	0.00	6109755	--  	--  	1125000	10000	0.00	--  	  0.25	5.460	5.480	
