代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601318	中国平安	4.68	6687346176	3.30	73.80	73.81	924500	208	0.03	          0.85	70.89	
02318	中国平安	2.06	6037254656	1.850	91.500	91.550	66239580	2885000	-0.11	          0.89	88.850	
00939	建设银行	0.12	2347855616	0.010	8.510	8.520	275872384	13452000	-0.12	          0.11	8.500	
603712	七一二	10.00	1722963200	2.49	27.39	--  	658805	10	0.00	         65.88	24.88	
00175	吉利汽车	1.70	1426063488	0.450	26.900	26.950	52800720	1132000	-0.19	          0.59	26.500	
600635	大众公用	4.09	1178555136	0.21	5.34	5.35	2183238	110	0.38	          9.03	5.25	
002367	康力电梯	3.17	1129756416	0.35	11.37	11.38	969002	15771	0.71	         18.64	12.13	
002208	合肥城建	4.43	1090602624	0.73	17.20	17.21	641728	12573	-0.63	         20.10	17.00	
002925	盈趣科技	8.01	1048143808	7.64	102.99	103.00	105191	3271	0.77	         14.03	95.00	
300253	卫宁健康	8.77	1034965952	0.83	10.29	10.30	1016115	6787	-0.09	          8.50	9.52	
300168	万达信息	3.13	995161344	0.54	17.78	17.79	566228	9709	0.23	          5.53	17.15	
00005	汇丰控股	0.26	856528128	0.200	77.150	77.200	11098284	761600	-0.06	          0.05	76.500	
300477	合纵科技	1.69	843458624	0.55	33.00	33.01	252305	3590	0.15	         20.85	32.10	
601601	中国太保	3.14	787487488	1.28	42.03	42.04	189744	11	-0.11	          0.30	40.73	
002405	四维图新	0.08	783913280	0.02	24.16	24.17	321986	2687	-0.07	          3.14	23.95	
00941	中国移动	0.55	772281536	0.400	72.650	72.700	10643026	1077000	0.07	          0.05	71.700	
02601	中国太保	0.99	760606976	0.400	40.850	40.900	18626120	972800	-0.24	          0.67	40.100	
600848	上海临港	7.48	725088256	1.89	27.14	27.15	272177	19	-0.21	          6.81	25.01	
002922	伊戈尔	0.06	707106432	0.02	31.99	32.00	219355	3231	0.28	         66.47	32.00	
600901	江苏租赁	0.64	695248320	0.07	11.05	11.06	633681	52	0.36	          9.90	10.98	
300367	东方网力	1.74	689453056	0.29	16.99	17.00	402012	2463	0.24	          7.32	16.90	
002184	海得控制	10.01	679274624	1.85	20.34	--  	356027	1733	0.00	         26.20	18.05	
600535	天士力	5.30	676161024	2.13	42.33	42.34	161901	52	0.21	          1.57	40.17	
300612	宣亚国际	9.99	622384768	5.22	57.46	--  	112367	105	0.00	         36.19	53.48	
