代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	活跃度	买价	按盘价	总资产(万)	
03993	洛阳钼业	1.95	110418680	2.620	2.570	3000	42364608	--  	2.580	2.640	2.560	--  	0.00	3.11	0.050	    857	2.620	2.620	8808833.00	
00323	马鞍山钢铁股份	6.52	104799368	2.940	2.760	2000	36028000	--  	2.880	2.940	2.850	--  	0.00	3.26	0.180	   1204	2.930	2.940	6876288.00	
01288	农业银行	0.27	102449488	3.650	3.640	1000	28119064	--  	3.650	3.660	3.610	--  	0.00	1.37	0.010	    604	3.640	3.650	2032398336.00	
02823	Ｘ安硕Ａ５０中国	0.53	100927240	11.380	11.320	100	8854485	--  	11.340	11.460	11.320	15832419	0.00	1.24	0.060	    192	--  	11.380	0.00	
01109	华润置地	0.94	96294064	21.450	21.250	2000	4474033	--  	21.350	21.700	21.200	--  	2.85	2.35	0.200	    415	21.400	21.450	42704476.00	
08182	中国糖果	3.57	94811808	0.870	0.840	10000	106760000	--  	0.870	0.940	0.840	--  	0.00	11.90	0.030	    697	--  	0.870	16007.10	
01980	天鸽互动	1.62	92634528	6.290	6.190	1000	14795000	--  	6.200	6.380	6.150	--  	1.11	3.72	0.100	    353	6.250	6.290	290704.19	
00285	比亚迪电子	4.34	88834432	14.440	13.840	500	6234000	--  	14.000	14.480	13.800	--  	0.53	4.91	0.600	    934	14.400	14.440	2399498.75	
01157	中联重科	3.80	87492776	3.550	3.420	200	24182720	--  	3.670	3.720	3.510	--  	0.00	6.14	0.130	   1119	3.540	3.550	9417517.00	
01800	中国交通建设	0.76	86222952	10.660	10.580	1000	8058472	--  	10.600	10.800	10.580	--  	0.00	2.08	0.080	    642	10.640	10.660	81650384.00	
00966	中国太平	2.79	85311216	20.250	19.700	200	4228263	--  	19.700	20.400	19.620	--  	0.00	3.96	0.550	    765	20.250	20.250	50540576.00	
02600	中国铝业	1.40	81850856	3.610	3.560	2000	22482000	--  	3.590	3.690	3.570	--  	0.00	3.37	0.050	    837	3.610	3.610	19247496.00	
02688	新奥能源	3.87	77149216	40.300	38.800	1000	1942312	--  	38.850	40.550	38.850	--  	2.06	4.38	1.500	    444	40.250	40.300	5138100.00	
00902	华能国际电力股份	0.51	76421568	5.860	5.830	2000	13030084	--  	5.830	5.920	5.780	--  	0.00	2.40	0.030	    859	5.850	5.860	37554268.00	
02601	中国太保	1.75	73904928	29.050	28.550	200	2547676	--  	28.600	29.250	28.550	--  	0.00	2.45	0.500	   1229	29.050	29.050	108917104.00	
00200	新濠国际发展	2.59	71768544	18.200	17.740	1000	3948000	--  	17.700	18.400	17.600	--  	0.11	4.51	0.460	    538	18.180	18.200	10365093.00	
00728	中国电信	1.33	71551944	3.820	3.770	2000	18709072	--  	3.790	3.850	3.790	--  	0.00	1.59	0.050	   1104	3.810	3.820	65236800.00	
01515	华润凤凰医疗	0.53	68408920	11.340	11.280	500	6042500	--  	11.360	11.500	11.180	--  	0.56	2.84	0.060	    456	11.320	11.340	644833.63	
03328	交通银行	0.69	67225704	5.870	5.830	1000	11503467	--  	5.850	5.880	5.800	--  	0.00	1.37	0.040	    557	5.860	5.870	873371072.00	
00425	敏实集团	3.19	67045852	30.700	29.750	2000	2188000	--  	29.900	31.150	29.550	--  	2.21	5.38	0.950	    514	30.650	30.700	1505071.25	
02313	申洲国际	-0.47	65775904	52.750	53.000	1000	1241798	--  	52.950	53.550	52.750	--  	2.27	1.51	-0.250	    287	52.750	52.750	2181606.25	
03188	华夏沪深三百	0.25	64973812	39.350	39.250	200	1647800	--  	39.300	39.550	39.250	31130592	0.00	0.76	0.100	    252	--  	39.350	0.00	
02689	玖龙纸业	1.70	63038560	8.970	8.820	1000	7049000	--  	8.920	9.080	8.820	--  	0.64	2.95	0.150	    681	8.970	8.970	6310285.00	
01177	中国生物制药	1.05	61399748	6.760	6.690	1000	9076732	--  	6.790	6.840	6.710	--  	0.22	1.94	0.070	    705	6.750	6.760	2053952.63	
00358	江西铜业股份	1.37	60905628	11.860	11.700	1000	5121528	--  	11.820	12.000	11.740	--  	0.00	2.22	0.160	    809	11.840	11.860	8974011.00	
07200	ＦＬ二南方恒指	1.48	57579228	8.210	8.090	100	7031600	--  	8.110	8.230	8.090	32720	0.00	1.73	0.120	    176	--  	8.210	0.00	
00696	中国民航信息网络	2.33	55490964	22.000	21.500	1000	2538862	--  	21.700	22.050	21.600	--  	1.13	2.09	0.500	    487	21.900	22.000	1813066.38	
00880	澳博控股	1.55	54905748	7.210	7.100	1000	7691000	--  	7.060	7.280	7.060	--  	2.50	3.10	0.110	    604	7.210	7.210	3875500.00	
00763	中兴通讯	1.52	54410124	16.020	15.780	200	3393948	--  	15.920	16.140	15.920	--  	0.00	1.39	0.240	    621	16.000	16.020	14119826.00	
00293	国泰航空	1.77	53173136	11.520	11.320	1000	4585245	--  	11.400	11.740	11.380	--  	0.00	3.18	0.200	    484	11.500	11.520	17742100.00	
01988	民生银行	0.13	52983524	7.610	7.600	500	6963790	--  	7.640	7.660	7.570	--  	0.00	1.18	0.010	    372	7.610	7.610	595660672.00	
01211	比亚迪股份	0.45	52768396	44.250	44.050	500	1194294	--  	44.300	44.400	43.800	--  	0.00	1.36	0.200	    472	44.250	44.250	14632611.00	
00019	太古股份公司Ａ	1.47	52660936	75.800	74.700	500	702208	--  	74.750	75.800	74.550	--  	1.45	1.67	1.100	    266	75.750	75.800	37349800.00	
01910	新秀丽	2.09	51082628	29.300	28.700	300	1744055	--  	29.100	29.500	29.050	6778966	0.00	1.57	0.600	    565	--  	29.300	464954.00	
00267	中信股份	0.83	50781672	12.120	12.020	1000	4201864	--  	12.060	12.120	12.000	--  	1.90	1.00	0.100	    383	12.100	12.120	723799488.00	
00390	中国中铁	0.15	50601152	6.530	6.520	1000	7732090	--  	6.540	6.600	6.520	--  	0.00	1.23	0.010	    594	6.530	6.530	75781448.00	
01171	兖州煤业股份	3.10	50082812	5.980	5.800	2000	8431022	--  	5.820	6.000	5.820	--  	0.00	3.10	0.180	    519	5.970	5.980	15110905.00	
00656	复星国际	-0.17	49271336	11.680	11.700	500	4200944	--  	11.700	11.820	11.660	--  	1.80	1.37	-0.020	    417	11.680	11.680	48677948.00	
01033	中石化油服	2.17	45433244	1.410	1.380	2000	31820000	--  	1.410	1.460	1.390	--  	0.00	5.07	0.030	    634	1.400	1.410	7081766.00	
02319	蒙牛乳业	0.39	42937304	15.420	15.360	1000	2804278	--  	15.420	15.440	15.120	--  	0.65	2.08	0.060	    333	15.400	15.420	4912442.50	
06808	高鑫零售	0.00	42740236	7.000	7.000	500	6081854	--  	7.010	7.150	6.970	--  	3.29	2.57	0.000	    732	7.000	7.000	6034100.00	
06881	中国银河	0.72	42368764	6.960	6.910	500	6088500	--  	6.920	7.000	6.890	--  	0.00	1.59	0.050	    738	6.950	6.960	23491816.00	
01632	膳源控股	2.20	42061400	20.950	20.500	2000	2028000	--  	20.900	21.150	20.150	81000	0.00	4.88	0.450	    191	--  	20.950	7807.70	
00998	中信银行	0.83	41441428	4.870	4.830	1000	8510178	--  	4.870	4.890	4.840	--  	0.00	1.04	0.040	    568	4.860	4.870	575186176.00	
01060	阿里影业	2.31	40820800	1.330	1.300	10000	30560000	--  	1.300	1.350	1.300	--  	0.00	3.85	0.030	    408	1.330	1.330	1956306.25	
03836	和谐汽车	7.37	40449308	3.350	3.120	500	12241000	--  	3.170	3.370	3.150	--  	0.00	7.05	0.230	    654	3.340	3.350	959968.88	
01071	华电国际电力股份	1.09	39481432	3.700	3.660	2000	10672000	--  	3.660	3.720	3.660	--  	4.11	1.64	0.040	    826	3.690	3.700	21307572.00	
03323	中国建材	0.45	38677808	4.420	4.400	2000	8708944	--  	4.410	4.500	4.370	--  	1.09	2.95	0.020	    354	4.410	4.420	34075416.00	
07288	ＦＬ二南方国指	2.38	38449628	7.320	7.150	100	5289800	--  	7.210	7.360	7.170	--  	0.00	2.66	0.170	    124	--  	7.330	0.00	
01880	百丽国际	0.16	38405816	6.110	6.100	1000	6285338	--  	6.100	6.130	6.090	--  	1.11	0.66	0.010	    351	6.110	6.110	3174560.00	
01359	中国信达	1.72	37722228	2.950	2.900	1000	12857786	--  	2.920	2.960	2.890	--  	4.61	2.41	0.050	    683	2.940	2.950	117448096.00	
00692	中国家居	3.92	37162004	0.530	0.510	5000	71345008	--  	0.510	0.530	0.510	--  	0.00	3.92	0.020	    386	--  	0.530	165192.30	
01339	中国人民保险集团	0.61	36063832	3.320	3.300	1000	10837296	--  	3.290	3.350	3.290	--  	1.14	1.82	0.020	    361	3.320	3.320	93214896.00	
00087	太古股份公司Ｂ	1.95	35933400	13.600	13.340	2500	2666500	--  	13.400	13.640	13.340	--  	1.62	2.25	0.260	    345	--  	13.600	37349800.00	
00836	华润电力	-0.13	35626320	15.360	15.380	2000	2306672	--  	15.460	15.560	15.280	--  	4.88	1.82	-0.020	    295	15.360	15.360	20011146.00	
02282	美高梅中国	2.32	34645960	16.740	16.360	400	2056000	--  	16.440	17.000	16.420	--  	0.96	3.55	0.380	    727	16.700	16.740	2708021.00	
00493	国美电器	0.00	33862564	1.020	1.020	1000	32936292	--  	1.020	1.040	1.020	--  	0.69	1.96	0.000	    461	1.020	1.020	6180213.00	
00489	东风集团股份	1.53	32968940	8.650	8.520	2000	3828682	--  	8.490	8.670	8.450	--  	2.97	2.58	0.130	    373	8.640	8.650	18495900.00	
00552	中国通信服务	3.52	32796850	4.700	4.540	2000	7076642	--  	4.560	4.710	4.540	--  	3.13	3.74	0.160	    533	4.700	4.700	6259398.00	
07267	ＦＬ二华夏国指	2.52	32676492	8.130	7.930	100	4041900	--  	7.980	8.150	7.950	2200530	0.00	2.52	0.200	     99	--  	8.130	0.00	
00384	中国燃气	1.73	31944842	11.760	11.560	2000	2721000	--  	11.480	11.840	11.480	--  	0.43	3.11	0.200	    270	11.740	11.760	5527213.50	
01128	永利澳门	0.62	30958104	16.260	16.160	400	1895700	--  	16.260	16.480	16.140	--  	2.58	2.10	0.100	    740	16.260	16.260	4294547.50	
06837	海通证券	0.47	30202074	12.780	12.720	400	2354856	--  	12.800	12.880	12.700	--  	0.00	1.42	0.060	    386	12.760	12.780	55905444.00	
00392	北京控股	1.51	29803526	36.900	36.350	500	809564	--  	36.750	36.950	36.500	--  	1.76	1.24	0.550	    472	36.900	36.900	14470876.00	
01193	华润燃气	3.44	28407702	24.050	23.250	2000	1186000	--  	23.300	24.300	23.250	--  	1.25	4.52	0.800	    225	24.050	24.050	5967512.00	
07230	ＦＬ二未来国指	2.55	28374896	15.300	14.920	100	1866500	--  	14.920	15.300	14.920	2798320	0.00	2.55	0.380	    580	--  	15.280	0.00	
01143	华夏健康产业	19.69	28038734	0.152	0.127	4000	189452000	--  	0.127	0.160	0.125	--  	0.00	27.56	0.025	    939	--  	0.152	80028.40	
01958	北京汽车	1.17	27131214	7.750	7.660	500	3503500	--  	7.660	7.860	7.660	--  	4.18	2.61	0.090	    316	7.750	7.750	16890038.00	
08071	中彩网通控股	17.07	27015602	0.480	0.410	5000	59808000	--  	0.420	0.480	0.415	--  	0.00	15.85	0.070	    379	--  	0.480	9208.80	
00576	浙江沪杭甬	1.28	26811712	8.990	8.876	2000	2996000	--  	8.980	9.020	8.810	--  	0.00	2.37	0.114	    462	8.980	8.990	7421170.50	
06169	宇华教育	4.66	26563382	2.920	2.790	2000	9176000	--  	2.730	2.950	2.730	--  	1.27	7.89	0.130	    342	--  	2.920	320594.91	
02196	复星医药	1.22	26429352	29.000	28.650	500	914000	--  	28.650	29.100	28.650	--  	0.00	1.57	0.350	    368	29.000	29.000	4733812.50	
02314	理文造纸	1.54	25363648	6.600	6.500	1000	3875000	--  	6.500	6.610	6.480	--  	1.67	2.00	0.100	    215	6.590	6.600	3500026.50	
01055	中国南方航空股份	1.46	25247710	5.570	5.490	2000	4527200	--  	5.480	5.640	5.470	--  	0.00	3.10	0.080	    267	5.560	5.570	20213100.00	
00867	康哲药业	0.58	24857926	13.960	13.880	1000	1784174	--  	13.820	14.020	13.820	--  	0.94	1.44	0.080	    190	13.940	13.960	979159.31	
07221	ＦＬ二华夏恒指	1.45	24497106	9.090	8.960	100	2707100	--  	8.980	9.110	8.970	--  	0.00	1.56	0.130	     60	--  	9.100	0.00	
01317	枫叶教育	2.75	24404402	7.110	6.920	2000	3432000	--  	6.980	7.210	6.950	--  	0.84	3.76	0.190	    276	7.110	7.110	331632.91	
01478	丘钛科技	3.47	24162012	6.270	6.060	1000	3884300	--  	6.080	6.350	6.060	8848730	0.62	4.79	0.210	    302	--  	6.270	452032.91	
00916	龙源电力	0.51	23965216	5.930	5.900	1000	4001000	--  	5.970	6.030	5.910	--  	0.00	2.03	0.030	    473	5.930	5.930	13866069.00	
01186	中国铁建	0.37	23862150	10.800	10.760	500	2208170	--  	10.880	10.900	10.740	--  	0.00	1.49	0.040	    385	10.800	10.800	77476544.00	
00934	中石化冠德	6.62	23842822	4.350	4.080	2000	5598000	--  	4.120	4.350	4.120	--  	0.80	5.64	0.270	    560	4.310	4.350	1629980.63	
01313	华润水泥控股	0.26	23404234	3.880	3.870	2000	6010000	--  	3.880	3.930	3.830	--  	0.00	2.58	0.010	    397	3.880	3.880	5350692.00	
02869	绿城服务	0.85	23256722	3.540	3.510	2000	6452000	--  	3.550	3.700	3.500	--  	1.13	5.70	0.030	    271	3.530	3.540	332271.91	
01137	香港电视	8.29	22608592	1.960	1.810	1000	11571000	--  	1.810	2.020	1.800	--  	0.00	12.15	0.150	    409	--  	1.960	232236.09	
00570	中国中药	2.18	21564982	4.220	4.130	2000	5090000	--  	4.110	4.280	4.110	--  	0.85	4.12	0.090	    622	4.220	4.220	2103678.50	
00868	信义玻璃	1.88	21017260	7.030	6.900	2000	3007733	--  	6.920	7.050	6.900	--  	3.27	2.17	0.130	    268	7.020	7.030	2402232.00	
08417	大地教育	0.00	20878600	1.340	1.340	10000	15820000	--  	1.340	1.350	1.300	--  	0.00	3.73	0.000	    180	--  	1.340	1578.20	
00658	中国高速传动	1.52	20851370	8.040	7.920	1000	2635000	--  	7.940	8.040	7.810	--  	2.86	2.90	0.120	     89	8.020	8.040	2629560.00	
02386	中石化炼化工程	4.61	20665040	7.210	6.892	500	2882000	--  	6.950	7.280	6.950	--  	1.21	4.79	0.318	    825	7.210	7.210	5881832.00	
07231	ＦＬ二未来恒指	1.19	20464218	17.040	16.840	100	1199700	--  	16.880	17.120	16.840	1702	0.00	1.66	0.200	    104	--  	17.080	0.00	
00767	PACIFIC PLYWOOD	2.56	20343126	0.400	0.390	40000	50858752	--  	0.400	0.405	0.400	--  	0.00	1.28	0.010	    178	--  	0.400	414165.91	
03303	巨涛海洋石油服务	4.38	20033120	3.100	2.970	2000	6376000	--  	3.020	3.220	3.020	--  	0.00	6.73	0.130	    315	--  	3.100	169620.41	
00008	电讯盈科	0.67	19950104	4.490	4.460	1000	4451863	--  	4.490	4.520	4.450	--  	4.50	1.57	0.030	    579	4.480	4.490	7958400.00	
00598	中国外运	1.71	19830556	3.560	3.500	1000	5635260	--  	3.530	3.560	3.520	--  	2.36	1.14	0.060	    400	3.550	3.560	3736694.50	
01569	民生教育	1.94	19682060	1.580	1.550	2000	12406000	--  	1.550	1.620	1.530	--  	0.00	5.81	0.030	    243	--  	1.580	222739.41	
02331	李宁	0.19	19470978	5.190	5.180	500	3765500	--  	5.180	5.240	5.140	--  	0.00	1.93	0.010	    290	5.180	5.190	678049.38	
03337	安东油田服务	10.53	19251160	0.840	0.760	2000	22976000	--  	0.780	0.870	0.780	945480	0.00	11.84	0.080	    459	--  	0.840	666128.13	
00354	中国软件国际	0.91	18761108	4.430	4.390	2000	4246300	--  	4.380	4.450	4.360	--  	0.27	2.05	0.040	    247	4.440	4.440	722930.31	
01972	太古地产	0.39	18265824	25.950	25.850	200	708495	--  	25.750	26.000	25.550	--  	1.85	1.74	0.100	    217	25.950	25.950	28170800.00	
00338	上海石油化工股份	1.12	18224868	4.500	4.450	2000	4058000	--  	4.460	4.520	4.450	--  	0.00	1.57	0.050	    239	4.490	4.500	3565068.00	
00168	青岛啤酒股份	0.89	17710958	33.950	33.650	2000	520840	--  	33.850	34.200	33.500	--  	1.15	2.08	0.300	     93	33.800	33.900	3007715.75	
01728	正通汽车	2.13	17348750	4.800	4.700	500	3621000	--  	4.790	4.840	4.710	--  	2.08	2.77	0.100	    303	4.800	4.800	2772891.00	
02728	裕华能源（新）	5.05	17150220	1.040	0.990	4000	16126000	--  	1.000	1.090	0.990	--  	0.00	10.10	0.050	    169	--  	1.040	92201.60	
02012	阳光油砂	3.70	16266001	0.280	0.270	500	56905000	--  	0.270	0.295	0.270	--  	0.00	9.26	0.010	    194	--  	0.280	100048.40	
00101	恒隆地产	0.31	16212125	19.560	19.500	1000	829800	--  	19.580	19.640	19.300	--  	2.97	1.74	0.060	    291	19.560	19.560	17490700.00	
02357	中航科工	1.45	16038391	5.120	5.047	1000	3149000	--  	5.100	5.130	5.060	--  	0.43	1.39	0.073	    330	5.110	5.120	6950876.50	
00508	鼎亿集团投资	0.00	15737201	1.430	1.430	5000	11020000	--  	1.430	1.450	1.410	--  	0.00	2.80	0.000	     92	--  	1.430	81190.10	
03115	安硕恒生指数	0.33	15465391	91.700	91.400	10	168900	--  	91.500	91.800	91.400	--  	0.00	0.44	0.300	     25	--  	91.700	0.00	
00915	道和环球	1.17	15261261	6.900	6.820	1000	2207000	--  	6.840	6.970	6.840	--  	0.20	1.91	0.080	    148	--  	6.900	6178.60	
01919	中远海控	0.00	15197645	3.500	3.500	500	4329700	--  	3.490	3.540	3.490	--  	0.00	1.43	0.000	    475	3.500	3.500	12057430.00	
00689	长盈集团（控股）	4.41	15115731	0.710	0.680	15000	21516970	--  	0.680	0.720	0.670	--  	0.00	7.35	0.030	    136	--  	0.710	36773.40	
00336	华宝国际	0.96	14546980	4.210	4.170	1000	3455239	--  	4.170	4.300	4.160	--  	0.00	3.36	0.040	    121	4.190	4.210	1267754.75	
03311	中国建筑国际	1.20	14514241	13.500	13.340	2000	1078000	--  	13.540	13.580	13.340	--  	1.33	1.80	0.160	    185	13.460	13.500	8617444.00	
01580	大森控股	15.42	14453551	2.470	2.140	5000	6050000	--  	2.290	2.490	2.290	--  	0.00	9.35	0.330	    231	--  	2.470	42660.30	
01066	威高股份	2.18	14397186	6.090	5.960	4000	2371826	--  	6.000	6.100	5.980	--  	0.84	2.01	0.130	    257	6.070	6.090	1575630.88	
01623	海隆控股	6.92	14284883	1.700	1.590	1000	8452000	--  	1.650	1.730	1.630	297050	0.59	6.29	0.110	    428	--  	1.700	729817.38	
00337	绿地香港	1.78	14006671	2.860	2.810	1000	4885000	--  	2.840	2.910	2.820	--  	3.50	3.20	0.050	    299	2.850	2.860	5410510.50	
01733	易大宗	3.37	13918564	0.920	0.890	12000	15131987	--  	0.900	0.950	0.890	--  	8.37	6.74	0.030	    194	--  	0.920	360388.31	
01548	金斯瑞生物科技	1.70	13476801	3.590	3.530	2000	3738000	--  	3.580	3.670	3.530	21360	0.33	3.97	0.060	    310	--  	3.590	22603.20	
00220	统一企业中国	1.96	13339241	5.730	5.620	1000	2339000	--  	5.650	5.730	5.610	--  	0.54	2.14	0.110	    125	5.720	5.730	2070542.75	
00129	泛海集团	3.20	13316699	2.260	2.190	2000	5872659	--  	2.240	2.310	2.220	--  	0.00	4.11	0.070	    247	--  	2.260	2644188.75	
00196	宏华集团	7.25	13207801	0.740	0.690	1000	17742000	--  	0.720	0.780	0.720	233740	0.00	8.70	0.050	    257	--  	0.740	1126776.63	
00806	惠理集团	1.66	12970391	7.350	7.230	1000	1771000	--  	7.250	7.370	7.250	--  	1.63	1.66	0.120	    176	7.340	7.350	395698.19	
02833	恒指ＥＴＦ	0.70	12858281	260.000	258.200	100	49500	--  	258.600	260.200	258.200	--  	0.00	0.77	1.800	     36	--  	260.000	0.00	
01816	中广核电力	0.00	12749101	2.330	2.330	1000	5455000	--  	2.320	2.350	2.320	--  	2.45	1.29	0.000	    327	2.330	2.330	28763380.00	
02343	太平洋航运	2.70	12544821	1.520	1.480	1000	8271000	--  	1.480	1.550	1.470	2209490	0.00	5.41	0.040	    235	--  	1.520	210722.50	
01898	中煤能源	0.86	12187146	3.510	3.480	1000	3468000	--  	3.490	3.530	3.470	--  	1.25	1.72	0.030	    269	3.510	3.510	24265770.00	
01818	招金矿业	0.45	12128311	6.630	6.600	500	1830000	--  	6.600	6.680	6.600	--  	0.00	1.21	0.030	    414	6.620	6.630	3319485.25	
03377	远洋集团	0.55	11852305	3.630	3.610	500	3242619	--  	3.670	3.720	3.620	--  	3.31	2.77	0.020	    214	3.630	3.630	15126518.00	
02611	国泰君安	0.13	11802251	15.380	15.360	200	766600	--  	15.340	15.400	15.340	--  	0.00	0.39	0.020	     38	15.380	15.380	39073216.00	
00165	中国光大控股	0.34	11229561	17.520	17.460	2000	640000	--  	17.460	17.640	17.460	--  	2.85	1.03	0.060	    127	17.500	17.520	6749533.50	
01618	中国中冶	0.00	11183917	2.690	2.690	1000	4148500	--  	2.690	2.720	2.670	--  	0.00	1.86	0.000	    424	2.690	2.690	38880236.00	
06099	招商证券	0.00	11020041	11.860	11.860	200	929200	--  	11.860	11.880	11.840	--  	0.00	0.34	0.000	    191	11.840	11.860	24293728.00	
00257	中国光大国际	0.71	10978041	9.920	9.850	1000	1111000	--  	9.830	9.990	9.810	--  	1.31	1.83	0.070	    332	9.910	9.920	4953173.00	
02001	新高教集团	2.85	10843941	3.250	3.160	1000	3349000	--  	3.180	3.280	3.180	--  	0.00	3.16	0.090	    169	--  	3.250	201259.80	
03799	达利食品	0.21	10492775	4.670	4.660	500	2249000	--  	4.700	4.700	4.630	--  	3.85	1.50	0.010	    266	4.660	4.670	1648038.50	
00670	中国东方航空股份	0.45	10403140	4.440	4.420	2000	2340000	--  	4.420	4.480	4.410	--  	0.00	1.58	0.020	    132	4.400	4.440	20998000.00	
00855	中国水务	1.57	10182420	5.160	5.080	2000	1992000	--  	5.080	5.190	5.080	--  	0.78	2.17	0.080	    117	5.160	5.160	2191848.00	
