代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	活跃度	买价	按盘价	总资产(万)	
00700	腾讯控股	2.59	4359691776	270.200	263.390	100	16266922	-0.37	266.000	271.200	265.200	--  	0.23	2.28	6.810	   9259	270.000	270.200	39589900.00	
03333	中国恒大	9.09	1403722496	9.480	8.690	1000	149466848	-0.52	8.680	9.770	8.610	--  	0.00	13.35	0.790	   4016	9.480	9.480	135086800.00	
02318	中国平安	0.87	437357216	46.500	46.100	500	9409019	-0.11	46.300	46.700	46.000	--  	0.00	1.52	0.400	   1699	46.500	46.500	577331776.00	
00607	丰盛控股	0.30	412197440	3.290	3.280	2500	126155000	0.00	3.240	3.310	3.210	--  	0.52	3.05	0.010	    340	3.290	3.290	4829467.50	
02007	碧桂园	5.82	409682720	8.180	7.730	1000	50090296	-0.49	7.820	8.380	7.760	--  	1.39	8.02	0.450	   3149	8.180	8.180	59157160.00	
02388	中银香港	1.79	391987648	34.200	33.600	500	11497583	0.00	33.650	34.350	33.550	--  	1.83	2.38	0.600	   1904	34.200	34.200	232778096.00	
00688	中国海外发展	2.49	284973120	22.650	22.100	2000	12638224	0.22	22.100	22.800	22.050	--  	1.85	3.39	0.550	    728	22.600	22.650	57128928.00	
01918	融创中国	5.90	274977088	11.120	10.500	1000	24653000	-0.18	10.560	11.460	10.540	--  	2.58	8.76	0.620	   1618	11.120	11.120	29318310.00	
01299	友邦保险	0.73	269962368	54.950	54.550	200	4934366	-0.09	55.000	55.000	54.250	--  	1.16	1.37	0.400	   1152	54.900	54.950	18507400.00	
02883	中海油田服务	4.53	217257776	7.150	6.840	2000	30405520	-0.42	6.930	7.320	6.930	--  	0.00	5.70	0.310	   2076	7.140	7.150	7950294.50	
01336	新华保险	1.41	212869584	39.550	39.000	100	5372300	0.00	39.100	39.900	39.000	--  	0.00	2.31	0.550	    987	39.500	39.550	71053296.00	
03383	雅居乐集团	4.19	212416752	6.470	6.210	2000	32740376	-0.15	6.190	6.600	6.190	--  	6.96	6.60	0.260	   1118	6.460	6.470	13172490.00	
00288	万洲国际	1.61	169742128	6.960	6.850	500	24552476	0.00	6.880	6.960	6.850	--  	3.02	1.61	0.110	   1231	6.950	6.960	1361100.00	
02328	中国财险	0.47	167667728	12.960	12.900	2000	12956459	0.00	12.920	13.020	12.840	--  	2.66	1.40	0.060	   1371	12.960	12.960	47594900.00	
02333	长城汽车	1.78	160299104	8.020	7.880	500	20238000	0.12	7.870	8.030	7.800	--  	0.00	2.92	0.140	   1484	8.020	8.020	8983688.00	
02009	金隅股份	3.64	157023136	3.990	3.850	1000	39728000	-0.25	3.860	4.000	3.840	--  	0.00	4.16	0.140	   1038	3.990	3.990	20960400.00	
