代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	活跃度	买价	按盘价	总资产(万)	
02018	瑞声科技	2.29	912656320	91.650	89.600	500	9884137	-0.60	90.500	93.400	89.650	--  	0.00	4.19	2.050	   2432	91.600	91.650	2425720.50	
00388	香港交易所	0.51	580167552	197.700	196.700	100	2929995	-0.30	197.700	198.500	197.100	--  	0.00	0.71	1.000	   1338	197.700	197.700	24547400.00	
00941	中国移动	0.12	328291200	85.950	85.850	500	3816177	-0.17	85.950	86.200	85.750	--  	1.45	0.52	0.100	    844	85.900	85.950	152099392.00	
00066	港铁公司	2.19	286310816	49.050	48.000	500	5860756	-0.41	48.050	49.500	48.000	--  	6.16	3.12	1.050	   1143	49.000	49.050	25734000.00	
00799	IGG	4.01	281587712	12.460	11.980	1000	22704412	-0.80	11.940	12.660	11.880	--  	0.00	6.51	0.480	   1474	12.440	12.460	24343.10	
00016	新鸿基地产	0.95	200988144	116.300	115.200	1000	1727978	0.00	115.800	116.800	115.600	--  	0.95	1.04	1.100	    440	116.200	116.300	62100100.00	
02333	长城汽车	1.97	179893312	7.960	7.806	500	22717296	-0.13	7.860	8.040	7.810	--  	0.00	2.95	0.154	   1354	7.950	7.960	8983688.00	
00992	联想集团	1.01	169645088	5.010	4.960	2000	33856608	-0.20	4.930	5.060	4.920	--  	0.00	2.82	0.050	    727	5.010	5.010	2720379.50	
00004	九龙仓集团	1.46	162302976	66.200	65.250	1000	2447135	-0.45	65.500	66.900	65.450	--  	2.37	2.22	0.950	    544	66.100	66.200	44382700.00	
01113	长实地产	0.62	151442512	57.100	56.750	500	2636720	0.00	57.400	57.850	57.100	--  	2.01	1.32	0.350	    770	57.100	57.100	39683600.00	
01044	恒安国际	1.62	150316272	56.600	55.700	500	2669504	-0.09	55.750	56.750	55.750	--  	2.17	1.80	0.900	    597	56.500	56.600	3414472.75	
00823	领展房产基金	1.72	140798288	59.200	58.200	500	2395187	0.08	58.650	59.400	58.400	--  	0.00	1.72	1.000	    648	--  	59.200	0.00	
01880	百丽国际	0.16	135623264	6.100	6.090	1000	22244000	0.00	6.090	6.120	6.080	--  	0.00	0.66	0.010	    455	6.100	6.100	3148940.00	
02388	中银香港	-0.15	131314616	33.400	33.450	500	3927029	-0.15	33.550	33.600	33.300	--  	1.87	0.90	-0.050	    642	33.400	33.400	232778096.00	
08182	中国糖果	18.18	121921904	0.780	0.660	10000	162300000	-1.27	0.670	0.800	0.660	--  	0.00	21.21	0.120	   1286	--  	0.780	16007.10	
01339	中国人民保险集团	3.68	120427368	3.380	3.260	1000	36032736	0.30	3.300	3.380	3.290	--  	1.12	2.76	0.120	    671	3.370	3.380	93214896.00	
01980	天鸽互动	-4.36	110660480	5.700	5.960	1000	18829684	-0.52	6.010	6.050	5.690	--  	1.23	6.04	-0.260	    477	5.700	5.700	290704.19	
00267	中信股份	0.50	102073968	12.040	11.980	1000	8466423	-0.17	12.000	12.160	11.980	--  	1.91	1.50	0.060	    842	12.020	12.040	723799488.00	
03888	金山软件	0.90	84627952	22.300	22.100	1000	3791000	-0.22	22.000	22.500	22.000	--  	0.45	2.26	0.200	    336	22.300	22.300	1757895.25	
02382	舜宇光学科技	-0.61	84447632	64.800	65.200	1000	1300000	-0.31	65.200	65.500	64.300	--  	0.50	1.84	-0.400	    362	64.700	64.800	1163653.88	
00285	比亚迪电子	-1.13	84063336	14.040	14.200	500	5861500	-1.13	14.300	14.520	14.040	--  	0.55	3.38	-0.160	   1071	14.040	14.040	2399498.75	
00135	昆仑能源	1.13	80826840	7.140	7.060	2000	11404000	-0.28	7.020	7.160	7.010	--  	1.04	2.12	0.080	    230	7.140	7.140	13876900.00	
01530	三生制药	3.08	74588728	10.700	10.380	500	6976000	-0.56	10.600	10.880	10.560	--  	0.00	3.08	0.320	    873	10.680	10.700	1103880.25	
00686	联合光伏	1.54	73709496	1.320	1.300	2000	55642616	0.00	1.300	1.360	1.300	--  	0.00	4.62	0.020	    278	--  	1.320	1718100.00	
01128	永利澳门	-1.67	73201856	16.480	16.760	400	4385610	-0.36	16.800	16.900	16.480	--  	2.55	2.51	-0.280	    841	16.480	16.480	4294547.50	
01211	比亚迪股份	1.03	72117480	44.250	43.800	500	1625570	-0.23	43.800	44.650	43.750	--  	0.00	2.05	0.450	    445	44.200	44.250	14632611.00	
00293	国泰航空	2.65	70827824	10.860	10.580	1000	6573683	-0.37	10.580	10.920	10.500	--  	0.00	3.97	0.280	    493	10.840	10.860	17742100.00	
01177	中国生物制药	0.15	70576792	6.520	6.510	1000	10847700	0.00	6.490	6.580	6.480	--  	0.23	1.54	0.010	    589	6.520	6.520	2053952.63	
01317	枫叶教育	-1.19	67680840	7.500	7.590	2000	8868000	0.00	7.580	7.800	7.480	--  	0.80	4.22	-0.090	    525	7.470	7.500	331632.91	
03333	中国恒大	0.48	66635340	8.290	8.250	1000	7982279	-0.72	8.290	8.430	8.270	--  	0.00	1.94	0.040	    554	8.290	8.290	135086800.00	
06823	香港电讯　ＳＳ	0.20	64996084	10.180	10.160	1000	6394986	0.00	10.200	10.200	10.160	--  	3.42	0.39	0.020	    701	--  	10.180	9336600.00	
